rn,ARS,AUD,BRL,CAD,CHF,CLP,CNH,CNY,COP,CZK,DKK,DOP,EGP,EUR,GBP,HKD,HUF,IDR,ILS,INR,JPY,KRW,KZT,MXN,MYR,NGN,NOK,NZD,PEN,PHP,PLN,RON,RUB,SEK,SGD,THB,TRY,TWD,UAH,USD,UYU,VEF,ZAR
2008-10-25,355.3104,123.0949,163.741,121.0201,96.0654,86.1804,0,106.7026,122.594,152.3075,106.5947,0,0,103.2725,108.0745,96.0368,177.1444,185.0818,0,131.3246,85.5008,93.3528,0,152.6052,0,0,122.8887,139.9705,140.5217,141.8271,195.7768,0,125.8875,99.6565,91.4161,111.1464,465.1604,88.086,0,0,0,0,99.7069
2008-10-26,355.3104,123.0949,163.741,121.0201,96.0654,86.1804,0,106.7026,122.594,152.3075,106.5947,0,0,103.2725,108.0745,96.0368,177.1444,185.0818,0,131.3246,85.5008,93.3528,0,152.6052,0,0,122.8887,139.9705,140.5217,141.8271,195.7768,0,125.8875,99.6565,91.4161,111.1464,465.1604,88.086,0,0,0,0,99.7069
2008-10-27,354.4246,120.2524,167.9189,119.7445,96.86,85.4841,0,106.5986,121.8722,151.9066,105.6496,0,0,102.3709,106.7933,96.028,179.47,177.0095,0,131.6534,85.8925,91.963,0,152.3786,0,0,123.3317,136.7392,140.5295,140.7732,193.4753,0,125.5335,98.5551,91.1149,110.7631,483.4889,87.9339,0,0,0,0,102.2355
2008-10-28,348.4393,122.9773,174.9212,118.5577,96.1878,85.6091,0,106.8348,121.3244,153.708,104.846,0,0,101.5673,106.2623,96.0453,182.4257,171.624,0,131.6664,83.5661,90.3761,0,153.1297,0,0,122.746,137.8587,139.6822,141.6928,198.8648,0,126.6334,97.3801,91.4198,110.4298,502.031,88.0265,0,0,0,0,104.6335
2008-10-29,349.5462,131.8188,177.2148,125.6123,98.6645,86.5317,0,106.7004,123.3944,161.8429,108.4987,0,0,105.0403,111.9914,96.0559,192.2456,174.8555,0,132.2286,83.0147,92.956,0,157.9763,0,0,128.34,147.0855,141.3794,141.5517,212.9893,0,128.2539,102.2603,91.8929,110.4363,520.6115,88.5088,0,0,0,0,112.1948
2008-10-30,350.9601,132.2249,179.673,126.4212,97.9566,86.1872,0,106.8397,122.7365,158.591,108.7437,0,0,105.2637,111.6658,96.0522,189.831,176.544,0,132.2472,82.0014,106.0974,0,160.0293,0,0,128.7338,146.9318,141.4946,143.1308,211.3053,0,128.3876,102.6318,93.357,110.484,511.2501,90.0412,0,0,0,0,110.2214
2008-10-31,351.9542,130.6856,175.2402,128.2819,96.2397,86.2313,0,106.8881,122.636,158.7585,107.0899,0,0,103.6479,110.1277,96.0648,190.3222,171.0067,0,132.8722,81.9951,102.7539,0,160.0784,0,0,127.5378,146.1299,142.144,142.5099,213.4718,0,127.4239,101.0424,92.6435,109.9427,513.4089,89.3367,0,0,0,0,113.5914
2008-11-01,351.9542,130.6856,175.2402,128.2819,96.2397,86.2313,0,106.8881,122.636,158.7585,107.0899,0,0,103.6479,110.1277,96.0648,190.3222,171.0067,0,132.8722,81.9951,102.7539,0,160.0784,0,0,127.5378,146.1299,142.144,142.5099,213.4718,0,127.4239,101.0424,92.6435,109.9427,513.4089,89.3367,0,0,0,0,113.5914
2008-11-02,351.9542,130.6856,175.2402,128.2819,96.2397,86.2313,0,106.8881,122.636,158.7585,107.0899,0,0,103.6479,110.1277,96.0648,190.3222,171.0067,0,132.8722,81.9951,102.7539,0,160.0784,0,0,127.5378,146.1299,142.144,142.5099,213.4718,0,127.4239,101.0424,92.6435,109.9427,513.4089,89.3367,0,0,0,0,113.5914
2008-11-03,354.1002,133.5714,173.652,129.8688,95.3244,87.2199,0,106.9117,122.4427,155.5946,106.5255,0,0,103.0497,107.8935,96.0632,186.4895,171.835,0,135.1262,81.3093,105.061,0,159.558,0,0,127.2546,148.7819,141.8206,143.8605,211.287,0,127.1939,100.7152,92.7539,110.3681,508.2732,89.6795,0,0,0,0,111.3421
2008-11-04,368.5902,137.3011,179.2407,133.6074,96.141,89.5611,0,106.9515,124.74,161.588,109.3835,0,0,105.7679,109.1034,96.0632,194.2821,173.0715,0,137.7518,80.3691,102.9485,0,164.3476,0,0,129.1302,152.1343,142.1665,144.1125,218.243,0,129.0346,102.7881,93.1355,110.2577,531.0508,89.7509,0,0,0,0,114.9507
2008-11-05,367.3236,136.5076,177.8583,132.7167,96.0967,91.4944,0,107.0827,126.6237,158.7039,109.5056,0,0,105.9118,109.365,96.0588,192.0511,171.9479,0,138.6469,81.3776,104.7288,0,161.6122,0,0,127.4324,151.6556,142.2091,145.4223,216.5729,0,129.1037,101.4027,93.0768,110.0688,517.8743,89.757,0,0,0,0,114.1901
2008-11-06,369.8527,132.7265,170.8208,129.7207,95.0491,90.9438,0,107.1469,124.4845,152.6505,107.3105,0,0,103.8098,107.797,96.0583,186.1377,171.6203,0,137.9695,82.1632,99.5891,0,156.3458,0,0,123.9406,148.1519,141.6114,143.8733,206.6513,0,128.2375,99.3809,91.4902,110.1946,505.7653,89.8098,0,0,0,0,110.0611
2008-11-07,371.4324,132.2086,175.1514,130.1918,94.8694,90.8652,0,107.1504,126.9566,152.0369,107.4622,0,0,103.971,107.3871,96.0554,183.7619,169.7552,0,138.0859,82.1505,99.7218,0,159.9664,0,0,124.4255,147.6731,142.2545,143.1884,205.8928,0,128.4467,99.3975,91.7889,110.2264,512.1572,89.7437,0,0,0,0,109.0958
2008-11-08,371.4324,132.2086,175.1514,130.1918,94.8694,90.8652,0,107.1504,126.9566,152.0369,107.4622,0,0,103.971,107.3871,96.0554,183.7619,169.7552,0,138.0859,82.1505,99.7218,0,159.9664,0,0,124.4255,147.6731,142.2545,143.1884,205.8928,0,128.4467,99.3975,91.7889,110.2264,512.1572,89.7437,0,0,0,0,109.0958
2008-11-09,371.4324,132.2086,175.1514,130.1918,94.8694,90.8652,0,107.1504,126.9566,152.0369,107.4622,0,0,103.971,107.3871,96.0554,183.7619,169.7552,0,138.0859,82.1505,99.7218,0,159.9664,0,0,124.4255,147.6731,142.2545,143.1884,205.8928,0,128.4467,99.3975,91.7889,110.2264,512.1572,89.7437,0,0,0,0,109.0958
2008-11-10,373.9634,131.8503,174.6143,128.8318,94.8222,92.0371,0,107.1396,126.558,151.1023,107.5227,0,0,104.0118,106.6039,96.056,183.0394,170.3524,0,138.97,82.3999,99.8869,0,159.8965,0,0,125.6199,146.0684,142.024,144.2415,200.2709,0,128.4789,100.2135,92.0108,110.2828,511.7833,89.7468,0,0,0,0,111.2698
2008-11-11,375.6031,128.5973,171.7955,127.6897,94.2058,89.8683,0,107.1724,126.5831,147.8768,105.8095,0,0,102.3162,105.1715,96.0535,179.5752,167.2544,0,136.8604,82.4055,99.6099,0,157.4185,0,0,122.4465,143.259,141.4269,143.1289,194.8782,0,126.2373,97.3836,91.1981,110.2251,493.3808,89.6186,0,0,0,0,107.3896
2008-11-12,376.6219,126.8797,163.7649,125.1992,94.4506,90.1098,0,107.1138,125.9902,147.2992,105.7754,0,0,102.3236,102.8037,96.0458,178.7872,164.0514,0,133.6469,83.9492,97.4027,0,158.6197,0,0,121.5298,141.0273,140.9508,142.9584,196.3852,0,126.4225,97.1957,91.1257,110.1311,485.3765,89.2765,0,0,0,0,107.5034
2008-11-13,377.4219,124.8678,162.9283,123.7225,93.1577,90.3693,0,107.1264,124.9002,147.0296,104.8884,0,0,101.4838,100.1016,96.044,177.1561,159.1112,0,133.6671,84.4839,95.1739,0,154.2616,0,0,120.1294,138.1164,140.9792,142.3617,195.4264,0,127.9313,96.7282,90.0506,110.0992,478.3639,88.7765,0,0,0,0,104.4113
2008-11-14,379.2156,129.1716,169.4688,125.2418,94.0088,90.7833,0,107.2144,126.6356,150.2813,107.2135,0,0,103.7228,100.9999,96.0488,184.02,161.3064,0,134.4837,83.274,94.5715,0,158.1018,0,0,124.4596,140.0901,141.4597,142.024,202.3609,0,127.748,99.6962,90.3042,110.2589,490.7661,89.0598,0,0,0,0,111.0339
2008-11-15,379.2156,129.1716,169.4688,125.2418,94.0088,90.7833,0,107.2144,126.6356,150.2813,107.2135,0,0,103.7228,100.9999,96.0488,184.02,161.3064,0,134.4837,83.274,94.5715,0,158.1018,0,0,124.4596,140.0901,141.4597,142.024,202.3609,0,127.748,99.6962,90.3042,110.2589,490.7661,89.0598,0,0,0,0,111.0339
2008-11-16,379.2156,129.1716,169.4688,125.2418,94.0088,90.7833,0,107.2144,126.6356,150.2813,107.2135,0,0,103.7228,100.9999,96.0488,184.02,161.3064,0,134.4837,83.274,94.5715,0,158.1018,0,0,124.4596,140.0901,141.4597,142.024,202.3609,0,127.748,99.6962,90.3042,110.2589,490.7661,89.0598,0,0,0,0,111.0339
2008-11-17,380.5277,129.3021,166.0135,126.6869,93.4651,90.3808,0,107.2008,126.8465,149.9781,107.2085,0,0,103.7139,102.5015,96.0457,182.6893,160.0725,0,133.6313,83.0141,93.998,0,156.9788,0,0,122.6731,139.9854,141.1456,140.9597,198.9113,0,127.7194,98.784,90.2457,110.0699,486.926,88.7893,0,0,0,0,109.7265
2008-11-18,381.431,128.921,163.3763,125.1744,93.2536,89.4856,0,107.2032,125.6941,146.7573,106.7724,0,0,103.313,102.2828,96.0443,180.9689,158.4594,0,132.8383,83.0357,91.4031,0,156.1986,0,0,121.9059,138.4762,141.1498,140.4632,195.2447,0,127.8377,97.7573,89.8382,110.0229,480.142,88.6264,0,0,0,0,108.8621
2008-11-19,382.4598,127.7508,158.789,124.0364,92.2134,88.1301,0,107.1908,124.9549,146.6432,106.035,0,0,102.6349,102.7735,96.044,178.7667,158.0553,0,131.9631,83.367,91.4729,0,155.9929,0,0,121.9084,137.9686,141.1994,140.8207,193.2951,0,127.4242,96.6097,89.7971,110.1081,461.7894,88.5333,0,0,0,0,106.4451
2008-11-20,383.7485,122.7002,159.0335,120.6271,91.5158,87.6557,0,107.1445,124.8867,146.4012,105.8795,0,0,102.4624,101.1072,96.0422,180.6799,152.1581,0,131.594,83.9016,88.3529,0,152.2583,0,0,120.215,133.9014,141.2717,140.697,194.2678,0,127.6156,95.199,89.7325,110.1492,466.5243,88.1545,0,0,0,0,105.4897
2008-11-21,384.9796,123.8931,154.6448,119.8772,91.289,84.9578,0,107.2174,124.126,145.6711,105.6105,0,0,102.2404,100.806,96.0304,181.6703,153.186,0,131.9806,84.4344,88.475,0,149.4652,0,0,118.8871,133.644,141.2984,141.0703,190.4358,0,128.5355,92.9386,89.5857,109.2901,474.7799,88.1995,0,0,0,0,106.1952
2008-11-22,384.9796,123.8931,154.6448,119.8772,91.289,84.9578,0,107.2174,124.126,145.6711,105.6105,0,0,102.2404,100.806,96.0304,181.6703,153.186,0,131.9806,84.4344,88.475,0,149.4652,0,0,118.8871,133.644,141.2984,141.0703,190.4358,0,128.5355,92.9386,89.5857,109.2901,474.7799,88.1995,0,0,0,0,106.1952
2008-11-23,384.9796,123.8931,154.6448,119.8772,91.289,84.9578,0,107.2174,124.126,145.6711,105.6105,0,0,102.2404,100.806,96.0304,181.6703,153.186,0,131.9806,84.4344,88.475,0,149.4652,0,0,118.8871,133.644,141.2984,141.0703,190.4358,0,128.5355,92.9386,89.5857,109.2901,474.7799,88.1995,0,0,0,0,106.1952
2008-11-24,386.2152,127.8253,164.1738,124.8865,93.2068,85.9171,0,107.2816,126.6904,151.9096,108.5602,0,0,105.0763,103.5221,96.0185,191.3907,150.2129,0,131.8269,83.4759,87.3657,0,152.6635,0,0,123.1215,136.5478,141.5991,141.2261,197.7528,0,129.8249,97.9319,90.9216,109.26,502.8954,88.0916,0,0,0,0,109.9554
2008-11-25,386.9388,126.9705,164.5663,125.1214,94.0445,85.6168,0,107.3416,126.4938,154.1404,109.4058,0,0,105.8818,104.723,95.9594,192.6416,150.2678,0,132.1521,84.6116,88.0412,0,155.1082,0,0,122.805,136.4418,141.7173,142.3197,201.0004,0,130.4662,99.0681,90.7291,109.7646,503.876,88.2845,0,0,0,0,112.6653
2008-11-26,387.016,128.4403,171.3805,125.0515,92.8763,87.9239,0,107.3232,126.7912,153.4617,108.5605,0,0,105.0319,104.4153,95.9776,190.5798,151.5208,0,133.6806,84.3054,89.457,0,155.8808,0,0,122.0681,138.6714,141.9268,143.429,202.185,0,129.7912,97.5173,90.8253,109.3071,508.0117,88.412,0,0,0,0,112.9172
2008-11-27,386.9119,129.9513,165.354,125.0029,92.9883,87.699,0,107.3516,127.1163,153.0006,108.7056,0,0,105.1693,105.1798,96.0196,191.3646,153.7206,0,133.707,84.3193,89.5495,0,156.024,0,0,123.2674,138.995,141.747,144.5933,202.3948,0,130.0872,98.2891,90.8979,108.8288,507.9421,88.4179,0,0,0,0,112.6062
2008-11-28,385.8813,129.234,165.486,124.1473,91.9961,87.766,0,107.2774,126.6551,150.0036,107.1449,0,0,103.6179,105.0156,96.032,190.0206,153.9634,0,131.9573,84.2186,90.0021,0,154.0712,0,0,122.8986,138.0117,141.522,144.157,198.3301,0,127.9956,96.4581,90.7296,108.5991,510.0312,88.4395,0,0,0,0,110.6863
2008-11-29,385.8813,129.234,165.486,124.1473,91.9961,87.766,0,107.2774,126.6551,150.0036,107.1449,0,0,103.6179,105.0156,96.032,190.0206,153.9634,0,131.9573,84.2186,90.0021,0,154.0712,0,0,122.8986,138.0117,141.522,144.157,198.3301,0,127.9956,96.4581,90.7296,108.5991,510.0312,88.4395,0,0,0,0,110.6863
2008-11-30,385.8813,129.234,165.486,124.1473,91.9961,87.766,0,107.2774,126.6551,150.0036,107.1449,0,0,103.6179,105.0156,96.032,190.0206,153.9634,0,131.9573,84.2186,90.0021,0,154.0712,0,0,122.8986,138.0117,141.522,144.157,198.3301,0,127.9956,96.4581,90.7296,108.5991,510.0312,88.4395,0,0,0,0,110.6863
2008-12-01,386.0838,127.2359,163.3939,124.4595,92.8101,87.2091,0,106.5353,126.6625,147.1069,106.4896,0,0,102.9715,101.389,96.0141,186.1803,153.5231,0,131.5223,86.3747,91.982,0,151.8903,0,0,120.3414,134.315,141.3411,144.9309,196.2288,0,127.7843,94.4511,89.551,107.7337,497.789,88.2807,0,0,0,0,106.5657
2008-12-02,385.6002,126.9113,158.7028,123.6518,92.56,86.6176,0,106.5392,126.6337,147.7881,107.3035,0,0,103.7361,101.832,96.0195,187.9282,153.8898,0,131.9445,86.0103,90.2269,0,152.784,0,0,121.9188,133.3029,140.9548,142.7745,194.9602,0,128.5532,96.055,89.5802,108.2637,505.9917,87.9172,0,0,0,0,107.5701
2008-12-03,385.3024,127.1791,153.0944,122.4126,92.0141,86.1175,0,106.6697,126.5543,147.4619,106.8585,0,0,103.3091,100.7652,95.9955,187.7571,155.7081,0,132.3372,86.5052,90.0162,0,151.6918,0,0,120.2691,133.5964,140.9564,143.7972,193.9159,0,128.7587,95.4341,89.7446,108.3248,510.4246,87.8152,0,0,0,0,109.7822
2008-12-04,382.8393,127.8023,152.7964,121.8119,93.2308,86.7868,0,106.7284,126.5344,149.4067,107.9245,0,0,104.3419,100.7494,96.0011,189.4492,159.2411,0,132.7977,86.7716,89.3673,0,152.6786,0,0,120.1808,134.4178,140.9844,143.2826,196.1515,0,129.4539,95.1256,89.8863,108.0576,516.5905,87.7345,0,0,0,0,108.8658
2008-12-05,380.7164,127.4397,157.2702,121.237,91.5069,86.5158,0,106.781,125.7955,147.1719,107.3157,0,0,103.7513,100.2957,96.0164,184.7123,162.2467,0,133.5144,86.6833,89.5005,0,152.0034,0,0,118.7066,133.932,140.6297,143.0459,193.562,0,127.9524,94.1257,90.0169,107.9155,501.6927,87.7325,0,0,0,0,108.5297
2008-12-06,380.7164,127.4397,157.2702,121.237,91.5069,86.5158,0,106.781,125.7955,147.1719,107.3157,0,0,103.7513,100.2957,96.0164,184.7123,162.2467,0,133.5144,86.6833,89.5005,0,152.0034,0,0,118.7066,133.932,140.6297,143.0459,193.562,0,127.9524,94.1257,90.0169,107.9155,501.6927,87.7325,0,0,0,0,108.5297
2008-12-07,380.7164,127.4397,157.2702,121.237,91.5069,86.5158,0,106.781,125.7955,147.1719,107.3157,0,0,103.7513,100.2957,96.0164,184.7123,162.2467,0,133.5144,86.6833,89.5005,0,152.0034,0,0,118.7066,133.932,140.6297,143.0459,193.562,0,127.9524,94.1257,90.0169,107.9155,501.6927,87.7325,0,0,0,0,108.5297
2008-12-08,381.9958,130.5079,152.39,122.3734,92.7257,86.3407,0,106.8036,125.8285,150.5029,109.0121,0,0,105.3794,101.1463,96.014,189.5767,163.6904,0,133.5665,86.7444,91.1754,0,153.6418,0,0,120.91,136.6108,140.6587,145.6947,195.5593,0,129.4512,96.9805,91.3731,108.7383,511.0997,87.8323,0,0,0,0,110.6352
2008-12-09,387.2856,130.7385,155.0024,122.4802,92.8364,87.2669,0,106.9398,127.2291,150.8271,109.5129,0,0,105.8412,101.1636,96.0195,191.3827,174.6143,0,133.588,87.1821,91.1791,0,153.3729,0,0,121.5947,136.9041,140.9574,145.7979,195.1125,0,129.4528,96.1707,91.2525,108.8921,514.052,87.7806,0,0,0,0,111.0304
2008-12-10,390.26,130.4557,156.6555,122.5195,93.3902,87.7093,0,107.1159,127.5764,150.8717,109.8205,0,0,106.1486,101.3182,96.0179,191.3636,174.6801,0,135.2108,86.6434,94.697,0,153.6225,0,0,121.9826,137.2743,140.9614,146.699,194.5302,0,130.111,96.5268,91.4794,108.8461,517.5375,88.047,0,0,0,0,110.4693
2008-12-11,392.0247,133.9206,162.0731,126.2574,94.6362,88.5138,0,107.3212,129.7355,155.4375,113.0468,0,0,109.206,102.8941,96.0164,197.5446,173.083,0,137.1456,87.8423,97.1248,0,157.4968,0,0,125.3656,139.6303,141.5353,148.335,204.5495,0,130.9641,99.0038,92.3812,109.9491,525.9428,88.3975,0,0,0,0,112.5078
2008-12-12,391.4398,131.0551,160.2373,123.4065,94.8257,89.7773,0,107.4783,130.0187,153.5797,112.918,0,0,109.0907,102.0871,96.0171,194.6124,171.6734,0,136.5204,88.2066,96.1493,0,151.8875,0,0,123.7929,137.5913,141.2702,147.264,200.4032,0,131.1746,97.4327,92.006,109.9815,516.6292,88.3843,0,0,0,0,110.7323
2008-12-13,391.4398,131.0551,160.2373,123.4065,94.8257,89.7773,0,107.4783,130.0187,153.5797,112.918,0,0,109.0907,102.0871,96.0171,194.6124,171.6734,0,136.5204,88.2066,96.1493,0,151.8875,0,0,123.7929,137.5913,141.2702,147.264,200.4032,0,131.1746,97.4327,92.006,109.9815,516.6292,88.3843,0,0,0,0,110.7323
2008-12-14,391.4398,131.0551,160.2373,123.4065,94.8257,89.7773,0,107.4783,130.0187,153.5797,112.918,0,0,109.0907,102.0871,96.0171,194.6124,171.6734,0,136.5204,88.2066,96.1493,0,151.8875,0,0,123.7929,137.5913,141.2702,147.264,200.4032,0,131.1746,97.4327,92.006,109.9815,516.6292,88.3843,0,0,0,0,110.7323
2008-12-15,392.5454,132.0152,160.9426,124.2343,96.2698,90.3973,0,107.4064,130.8116,156.6834,115.318,0,0,111.4554,104.4689,96.0169,198.161,171.3545,0,138.0534,88.7395,96.574,0,155.6587,0,0,124.3594,139.321,141.4586,148.7089,202.8558,0,131.7133,97.5257,92.8056,110.4702,517.0696,88.6728,0,0,0,0,110.7003
2008-12-16,396.1845,133.4506,165.8819,126.192,97.8277,90.9956,0,107.5102,133.1221,156.714,116.5674,0,0,112.6461,104.4815,96.014,200.2072,172.071,0,138.5051,89.3284,97.7581,0,156.701,0,0,123.09,142.2345,142.4751,149.452,200.2262,0,133.4306,96.485,93.3653,110.5343,517.4806,89.1814,0,0,0,0,109.5517
2008-12-17,396.6693,137.885,162.552,128.0943,103.2537,91.6572,0,107.691,135.7007,162.8375,121.2386,0,0,117.1661,105.6892,96.0132,208.9789,174.1455,0,139.275,91.6354,99.6208,0,157.9532,0,0,129.9785,148.0378,142.5251,151.0464,206.914,0,133.9666,102.9997,95.4555,111.4617,527.3085,90.0993,0,0,0,0,114.2511
2008-12-18,397.1621,137.2882,158.3442,128.8471,103.2787,92.0272,0,107.8164,135.8042,162.7483,120.6626,0,0,116.585,102.1752,96.011,208.8307,172.7192,0,141.4183,89.7327,102.164,0,158.0414,0,0,126.0351,148.8657,141.6782,151.5704,206.4725,0,133.0191,102.3545,95.7323,111.7852,537.2506,90.6577,0,0,0,0,117.8364
2008-12-19,396.6499,134.2453,163.2781,126.7402,101.0868,91.6466,0,107.5846,135.4928,157.5347,117.5171,0,0,113.5552,101.9481,96.003,203.4806,174.3146,0,140.5427,90.0621,102.3165,0,157.8059,0,0,122.3193,144.4882,141.6131,151.0461,199.0917,0,130.0318,100.6477,94.0805,111.6721,528.4155,90.4859,0,0,0,0,115.3283
2008-12-20,396.6499,134.2453,163.2781,126.7402,101.0868,91.6466,0,107.5846,135.4928,157.5347,117.5171,0,0,113.5552,101.9481,96.003,203.4806,174.3146,0,140.5427,90.0621,102.3165,0,157.8059,0,0,122.3193,144.4882,141.6131,151.0461,199.0917,0,130.0318,100.6477,94.0805,111.6721,528.4155,90.4859,0,0,0,0,115.3283
2008-12-21,396.6499,134.2453,163.2781,126.7402,101.0868,91.6466,0,107.5846,135.4928,157.5347,117.5171,0,0,113.5552,101.9481,96.003,203.4806,174.3146,0,140.5427,90.0621,102.3165,0,157.8059,0,0,122.3193,144.4882,141.6131,151.0461,199.0917,0,130.0318,100.6477,94.0805,111.6721,528.4155,90.4859,0,0,0,0,115.3283
2008-12-22,396.4335,134.7359,159.9444,126.2863,102.2788,92.2115,0,107.5216,135.6425,159.4007,117.6888,0,0,113.7907,101.2768,95.9987,205.568,173.2421,0,138.3368,89.3103,100.7748,0,157.4294,0,0,120.6675,144.5845,141.0494,149.8427,199.9392,0,128.838,99.8553,94.8726,111.5525,527.3469,89.2847,0,0,0,0,115.442
2008-12-23,396.436,134.1993,161.9333,126.6955,102.7282,93.0004,0,107.5943,134.6364,158.8939,117.8659,0,0,113.9448,100.4897,96.0058,204.9522,174.1002,0,136.2685,88.6296,98.6406,0,156.3452,0,0,120.2609,142.7205,140.1549,149.525,201.3468,0,129.2021,97.496,94.596,111.237,531.4787,89.2754,0,0,0,0,116.4947
2008-12-24,397.1068,134.73,162.0733,127.3701,103.5166,93.2517,0,107.7615,133.6015,157.6553,118.0125,0,0,114.0335,100.3995,95.9955,204.6954,173.3824,0,138.258,88.6672,100.8953,0,155.6773,0,0,120.2362,144.5801,140.3826,149.3708,200.4508,0,128.2643,97.9465,94.7972,111.3654,531.5147,89.1013,0,0,0,0,115.3693
2008-12-25,398.019,134.8069,162.1483,128.0094,103.4001,93.2743,0,107.9293,133.6365,159.7773,117.925,0,0,114.6455,100.1385,96.0015,205.759,175.4373,0,138.2901,88.5585,100.9287,0,155.6705,0,0,121.0356,143.974,140.4092,149.263,202.2221,0,128.3696,98.2818,94.9336,110.7252,534.3248,89.2028,0,0,0,0,115.3106
2008-12-26,398.3476,135.0418,162.9053,126.0648,104.3092,92.701,0,107.7893,133.2449,159.3641,118.5788,0,0,114.5383,99.6523,95.9963,205.2943,172.057,0,137.2639,88.5669,101.4906,0,154.6817,0,0,120.5341,144.8779,141.0211,149.107,201.4438,0,127.2732,98.229,94.7811,110.1394,536.1299,89.1612,0,0,0,0,115.7706
2008-12-27,398.3476,135.0418,162.9053,126.0648,104.3092,92.701,0,107.7893,133.2449,159.3641,118.5788,0,0,114.5383,99.6523,95.9963,205.2943,172.057,0,137.2639,88.5669,101.4906,0,154.6817,0,0,120.5341,144.8779,141.0211,149.107,201.4438,0,127.2732,98.229,94.7811,110.1394,536.1299,89.1612,0,0,0,0,115.7706
2008-12-28,398.3476,135.0418,162.9053,126.0648,104.3092,92.701,0,107.7893,133.2449,159.3641,118.5788,0,0,114.5383,99.6523,95.9963,205.2943,172.057,0,137.2639,88.5669,101.4906,0,154.6817,0,0,120.5341,144.8779,141.0211,149.107,201.4438,0,127.2732,98.229,94.7811,110.1394,536.1299,89.1612,0,0,0,0,115.7706
2008-12-29,398.8586,136.7774,160.8592,126.5037,106.7715,91.6344,0,107.6372,131.1699,159.8003,119.7975,0,0,115.7208,99.4659,95.9947,206.3789,171.0652,0,137.3587,89.2633,104.2082,0,152.9557,0,0,121.768,146.2606,142.9485,149.5786,202.441,0,124.908,100.738,95.3399,110.0923,534.7844,89.206,0,0,0,0,119.1007
2008-12-30,398.8141,136.3987,165.585,126.321,105.627,90.8714,0,108.0012,131.3218,159.372,119.2646,0,0,115.2538,98.5005,95.9994,205.5728,173.848,0,137.2326,89.0447,104.6962,0,150.7618,0,0,122.4567,145.1997,140.1997,149.7155,199.8631,0,125.7897,100.8831,95.3182,110.8368,532.711,89.8175,0,0,0,0,120.2225
2008-12-31,399.4495,139.2205,166.754,126.5827,104.4187,91.4289,0,108.0765,131.3556,156.0276,118.0401,0,0,113.929,99.6386,95.9963,204.6459,172.6358,0,136.3693,88.6011,104.6893,0,149.7568,0,0,123.3415,147.6891,140.5615,149.3408,199.3499,0,126.0162,99.862,95.4889,110.9006,527.4803,89.7423,0,0,0,0,119.6296
2009-01-01,400.3337,138.7817,166.8256,126.2417,104.5523,91.4512,0,108.1115,131.3862,155.9401,118.237,0,0,114.1061,99.9099,95.9913,204.2285,176.5956,0,136.5009,88.6472,104.6817,0,151.0704,0,0,135.5156,146.3751,140.589,149.3537,199.7892,0,127.2964,100.6763,95.4863,110.7692,526.7623,89.6693,0,0,0,0,119.1933
2009-01-02,400.7747,140.5348,166.6678,127.8447,103.2039,91.0964,0,108.0858,132.0863,155.24,117.7623,0,0,113.6938,99.4549,95.9791,203.8855,174.4186,0,136.5794,87.5816,99.7205,0,151.3794,0,0,124.8214,147.6285,140.6177,149.6273,197.7311,0,126.3572,101.9365,94.022,110.441,528.782,89.6665,0,0,0,0,120.974
2009-01-03,400.7747,140.5348,166.6678,127.8447,103.2039,91.0964,0,108.0858,132.0863,155.24,117.7623,0,0,113.6938,99.4549,95.9791,203.8855,174.4186,0,136.5794,87.5816,99.7205,0,151.3794,0,0,124.8214,147.6285,140.6177,149.6273,197.7311,0,126.3572,101.9365,94.022,110.441,528.782,89.6665,0,0,0,0,120.974
2009-01-04,400.7747,140.5348,166.6678,127.8447,103.2039,91.0964,0,108.0858,132.0863,155.24,117.7623,0,0,113.6938,99.4549,95.9791,203.8855,174.4186,0,136.5794,87.5816,99.7205,0,151.3794,0,0,124.8214,147.6285,140.6177,149.6273,197.7311,0,126.3572,101.9365,94.022,110.441,528.782,89.6665,0,0,0,0,120.974
2009-01-05,402.5687,141.1847,172.7435,129.2835,100.7885,91.9096,0,108.0893,132.9669,153.6467,114.8587,0,0,110.9314,100.0001,95.9676,198.7349,174.5217,0,137.1376,86.2098,100.3703,0,154.5421,0,0,123.1597,148.3061,140.4254,150.6297,196.6661,0,127.4556,99.2633,93.006,110.1331,529.5096,89.1658,0,0,0,0,120.8962
2009-01-06,402.9442,142.645,177.6413,130.5015,99.7595,92.6823,0,108.0294,134.936,155.9681,113.9961,0,0,110.2363,102.1251,95.9471,198.4698,173.3825,0,136.8254,85.5037,100.4619,0,156.2944,0,0,123.262,149.9931,140.6365,151.271,201.6499,0,127.7879,99.9803,93.0432,109.9727,537.7986,89.0875,0,0,0,0,121.3202
2009-01-07,403.5393,142.0296,170.5714,129.6454,101.8236,92.7246,0,108.0915,133.4416,156.4985,115.5933,0,0,111.6224,103.8663,95.9687,198.5753,178.0282,0,136.6451,86.8411,101.9838,0,155.3631,0,0,125.1381,150.9479,140.3517,152.9377,202.1122,0,122.3694,100.5386,93.1047,110.4648,528.9955,89.262,0,0,0,0,118.9422
