rn,ARS,AUD,BRL,CAD,CHF,CLP,CNH,CNY,COP,CZK,DKK,DOP,EGP,EUR,GBP,HKD,HUF,IDR,ILS,INR,JPY,KRW,KZT,MXN,MYR,NGN,NOK,NZD,PEN,PHP,PLN,RON,RUB,SEK,SGD,THB,TRY,TWD,UAH,USD,UYU,VEF,ZAR
2006-09-01,325.5614,143.0764,154.3293,140.3457,94.8826,104.9414,0,103.0278,109.7341,139.5624,108.22,0,0,104.9206,126.3728,97.7263,164.4189,189.4297,0,129.2205,74.6024,139.8541,0,175.6543,0,0,133.0151,150.6351,137.3989,130.9134,187.9938,0,125.0761,108.9009,91.7489,102.5716,401.2822,94.2712,0,0,0,0,134.9242
2006-09-02,325.5614,143.0764,154.3293,140.3457,94.8826,104.9414,0,103.0278,109.7341,139.5624,108.22,0,0,104.9206,126.3728,97.7263,164.4189,189.4297,0,129.2205,74.6024,139.8541,0,175.6543,0,0,133.0151,150.6351,137.3989,130.9134,187.9938,0,125.0761,108.9009,91.7489,102.5716,401.2822,94.2712,0,0,0,0,134.9242
2006-09-03,325.5614,143.0764,154.3293,140.3457,94.8826,104.9414,0,103.0278,109.7341,139.5624,108.22,0,0,104.9206,126.3728,97.7263,164.4189,189.4297,0,129.2205,74.6024,139.8541,0,175.6543,0,0,133.0151,150.6351,137.3989,130.9134,187.9938,0,125.0761,108.9009,91.7489,102.5716,401.2822,94.2712,0,0,0,0,134.9242
2006-09-04,325.4711,143.9393,155.5358,140.2004,95.0159,105.2222,0,103.2061,110.439,140.0812,108.4786,0,0,105.1736,126.4108,97.7333,165.7029,189.645,0,129.3963,75.2501,139.9,0,176.0829,0,0,133.107,150.3479,137.3005,131.5919,188.3687,0,125.2106,109.3537,91.9469,102.9298,407.4379,94.6406,0,0,0,0,135.8416
2006-09-05,325.6125,143.9622,154.4438,139.6646,94.5067,104.7937,0,103.0594,110.7089,139.5297,107.9786,0,0,104.6911,125.5464,97.7264,165.4476,189.5676,0,129.7405,75.3201,140.4142,0,176.2233,0,0,132.5429,148.7249,137.2805,131.8842,187.7994,0,125.3319,108.8863,92.0165,102.8756,406.5275,94.6155,0,0,0,0,135.3349
2006-09-06,324.7601,142.8653,153.6671,140.303,94.1502,104.595,0,103.1051,110.636,138.7722,107.6525,0,0,104.3722,124.7289,97.7237,164.4614,189.2156,0,130.2848,74.7001,140.3508,0,174.1381,0,0,131.5385,149.0596,137.2693,132.1516,186.4947,0,125.3096,108.3145,91.8047,102.9038,400.3895,94.4321,0,0,0,0,133.0509
2006-09-07,325.008,141.7493,153.5378,139.7915,93.9699,104.8097,0,103.1357,110.4149,138.2028,107.4198,0,0,104.1595,124.4614,97.7271,165.1157,189.529,0,130.067,74.9616,140.4426,0,173.6912,0,0,130.3486,149.5322,137.2212,131.5538,185.9306,0,125.0208,107.8321,91.8386,102.8763,400.4615,94.451,0,0,0,0,132.4424
2006-09-08,325.2246,140.7079,153.1811,138.5747,93.4445,104.6979,0,103.0231,110.3545,137.296,106.7876,0,0,103.5384,123.7432,97.7063,164.1861,189.0104,0,130.1599,74.6459,140.4452,0,173.5692,0,0,129.3785,146.7798,137.1814,131.572,184.6921,0,124.684,107.5644,91.645,102.6839,399.1819,94.1855,0,0,0,0,132.0005
2006-09-09,325.2246,140.7079,153.1811,138.5747,93.4445,104.6979,0,103.0231,110.3545,137.296,106.7876,0,0,103.5384,123.7432,97.7063,164.1861,189.0104,0,130.1599,74.6459,140.4452,0,173.5692,0,0,129.3785,146.7798,137.1814,131.572,184.6921,0,124.684,107.5644,91.645,102.6839,399.1819,94.1855,0,0,0,0,132.0005
2006-09-10,325.2246,140.7079,153.1811,138.5747,93.4445,104.6979,0,103.0231,110.3545,137.296,106.7876,0,0,103.5384,123.7432,97.7063,164.1861,189.0104,0,130.1599,74.6459,140.4452,0,173.5692,0,0,129.3785,146.7798,137.1814,131.572,184.6921,0,124.684,107.5644,91.645,102.6839,399.1819,94.1855,0,0,0,0,132.0005
2006-09-11,324.9817,140.2824,151.3022,138.4205,93.6791,104.5825,0,102.9344,109.0555,137.2496,106.9996,0,0,103.7424,123.5953,97.6969,164.2985,188.8869,0,129.6614,74.2378,140.2715,0,172.8075,0,0,128.544,147.3905,137.0364,131.4722,184.9658,0,124.729,108.2,91.4228,102.5474,396.8009,94.0869,0,0,0,0,131.3843
2006-09-12,324.6059,140.2681,152.5395,138.7369,93.3284,104.959,0,103.0243,109.6314,136.9862,106.8516,0,0,103.5955,124.2504,97.6763,165.342,188.3109,0,129.712,73.9657,139.9887,0,173.224,0,0,128.6181,147.8405,136.9341,131.764,185.3232,0,124.6685,108.2812,91.3465,102.5343,402.2239,94.1163,0,0,0,0,132.5319
2006-09-13,324.5961,140.5151,153.1546,138.4835,93.2555,105.0345,0,102.9784,110.0237,136.5465,106.9892,0,0,103.7263,124.4476,97.6531,165.7638,188.2538,0,129.9388,74.2348,140.0346,0,173.8206,0,0,127.3949,148.6822,136.8514,131.9122,186.4328,0,124.7573,108.486,91.4904,102.9879,401.8064,94.177,0,0,0,0,133.0428
2006-09-14,325.1768,140.8555,153.2119,138.9242,93.2274,104.9517,0,102.9978,110.0412,137.2889,107.2825,0,0,104.0039,125.2352,97.6411,165.9245,189.0173,0,130.392,74.2269,140.2488,0,174.3812,0,0,129.118,152.4508,137.0929,131.9421,186.5794,0,124.7942,108.9344,91.3211,103.1264,403.0304,94.0688,0,0,0,0,131.5011
2006-09-15,325.4609,140.1689,153.8964,138.67,92.7322,105.0993,0,103.0227,110.0423,136.079,106.4998,0,0,103.2605,124.4575,97.625,166.1398,189.3706,0,130.2715,73.9107,140.4199,0,174.6209,0,0,128.6852,152.6711,137.269,132.2464,186.2056,0,124.7387,108.4882,90.9395,103.1407,403.9851,94.0037,0,0,0,0,131.6547
2006-09-16,325.4609,140.1689,153.8964,138.67,92.7322,105.0993,0,103.0227,110.0423,136.079,106.4998,0,0,103.2605,124.4575,97.625,166.1398,189.3706,0,130.2715,73.9107,140.4199,0,174.6209,0,0,128.6852,152.6711,137.269,132.2464,186.2056,0,124.7387,108.4882,90.9395,103.1407,403.9851,94.0037,0,0,0,0,131.6547
2006-09-17,325.4609,140.1689,153.8964,138.67,92.7322,105.0993,0,103.0227,110.0423,136.079,106.4998,0,0,103.2605,124.4575,97.625,166.1398,189.3706,0,130.2715,73.9107,140.4199,0,174.6209,0,0,128.6852,152.6711,137.269,132.2464,186.2056,0,124.7387,108.4882,90.9395,103.1407,403.9851,94.0037,0,0,0,0,131.6547
2006-09-18,325.501,140.8266,154.2478,138.8504,93.1045,105.1007,0,102.9584,109.9551,136.7548,106.8815,0,0,103.6362,124.6418,97.5991,167.1286,189.7249,0,129.9849,73.9153,140.3929,0,175.0741,0,0,128.4686,153.3521,137.2591,132.412,186.8137,0,124.7467,108.9532,90.818,103.1277,404.5599,93.9734,0,0,0,0,133.7329
2006-09-19,325.6173,140.3083,153.4037,137.6251,93.0024,105.1018,0,103.0894,109.7775,136.331,106.6396,0,0,103.3996,124.6999,97.5645,164.8485,188.7727,0,130.361,74.033,141.0369,0,174.7086,0,0,129.089,151.9359,137.1985,132.5808,185.421,0,124.6718,108.7367,90.5429,101.8168,404.1398,94.033,0,0,0,0,132.2248
2006-09-20,325.5346,140.6865,152.2623,137.693,93.1979,104.762,0,103.1962,109.8455,136.7626,106.9517,0,0,103.6858,125.236,97.5725,164.643,188.671,0,130.5695,74.2967,141.2178,0,174.7484,0,0,128.9507,152.6636,137.2014,132.4777,186.3472,0,124.6923,108.626,90.8849,101.9259,403.2023,94.0463,0,0,0,0,131.8931
2006-09-21,325.6321,141.2887,149.8189,138.8336,93.552,104.4299,0,103.2242,109.2593,137.4195,107.5981,0,0,104.3148,126.0573,97.5967,164.8035,189.0652,0,130.8343,74.7609,142.4038,0,173.0968,0,0,129.1528,152.4921,137.1186,132.6643,186.9444,0,125.1337,109.0219,91.1891,102.5527,392.7351,94.0053,0,0,0,0,128.4829
2006-09-22,325.6343,140.4899,150.1657,138.8152,94.3654,104.7256,0,103.2599,109.1167,137.7228,107.7843,0,0,104.4863,126.0824,97.5968,164.705,188.1401,0,130.7287,74.8429,141.7971,0,172.8356,0,0,128.547,152.5507,137.1418,132.0892,187.225,0,125.1961,109.0835,90.9061,103.0588,391.5293,93.9099,0,0,0,0,127.8419
2006-09-23,325.6343,140.4899,150.1657,138.8152,94.3654,104.7256,0,103.2599,109.1167,137.7228,107.7843,0,0,104.4863,126.0824,97.5968,164.705,188.1401,0,130.7287,74.8429,141.7971,0,172.8356,0,0,128.547,152.5507,137.1418,132.0892,187.225,0,125.1961,109.0835,90.9061,103.0588,391.5293,93.9099,0,0,0,0,127.8419
2006-09-24,325.6343,140.4899,150.1657,138.8152,94.3654,104.7256,0,103.2599,109.1167,137.7228,107.7843,0,0,104.4863,126.0824,97.5968,164.705,188.1401,0,130.7287,74.8429,141.7971,0,172.8356,0,0,128.547,152.5507,137.1418,132.0892,187.225,0,125.1961,109.0835,90.9061,103.0588,391.5293,93.9099,0,0,0,0,127.8419
2006-09-25,325.7893,140.4382,149.3405,138.9337,94.1158,104.5253,0,103.2243,108.9047,137.2172,107.3935,0,0,104.1027,126.0942,97.5828,165.1329,186.9614,0,130.6391,74.7644,142.2579,0,172.4905,0,0,128.3998,154.2468,137.0474,131.946,186.3568,0,124.9629,108.1627,90.8248,102.6477,388.5961,93.8988,0,0,0,0,126.5634
2006-09-26,325.3194,140.5921,151.6503,139.1025,93.6412,104.9601,0,103.3523,109.5729,136.7723,106.8471,0,0,103.5807,125.6951,97.5434,166.1964,187.4096,0,131.0911,74.3101,142.2228,0,173.3013,0,0,128.7122,153.6836,137.1058,132.0998,186.2647,0,124.6757,107.7257,90.6124,102.5701,393.1408,93.9187,0,0,0,0,127.3105
2006-09-27,325.3217,140.0361,151.7551,139.159,93.5455,105.1668,0,103.4517,109.993,137.174,106.9832,0,0,103.7034,125.2163,97.5215,166.0817,187.8595,0,131.1294,74.081,142.2782,0,173.4797,0,0,129.5869,151.4829,136.9411,132.4727,185.7678,0,124.7342,108.109,90.6798,102.5128,396.8979,93.8497,0,0,0,0,127.8191
2006-09-28,325.328,139.7977,152.9311,139.7554,93.3302,105.1058,0,103.5122,110.1905,137.2762,106.9321,0,0,103.6632,124.3529,97.5085,166.0136,187.414,0,131.0819,73.8596,142.1003,0,173.1275,0,0,130.1102,151.2886,136.9031,132.4236,185.0901,0,124.7333,108.3121,90.7244,102.5111,395.0018,93.7382,0,0,0,0,126.9827
2006-09-29,325.3824,139.4098,153.0435,138.886,93.0786,105.5399,0,103.3996,109.9912,137.2615,106.8299,0,0,103.5168,124.113,97.4717,165.7527,187.6797,0,130.8706,73.7392,141.8701,0,174.0515,0,0,129.159,150.6786,137.0545,132.4254,185.4069,0,124.6006,107.8133,90.7863,102.4281,393.5748,93.4306,0,0,0,0,125.6354
2006-09-30,325.3824,139.4098,153.0435,138.886,93.0786,105.5399,0,103.3996,109.9912,137.2615,106.8299,0,0,103.5168,124.113,97.4717,165.7527,187.6797,0,130.8706,73.7392,141.8701,0,174.0515,0,0,129.159,150.6786,137.0545,132.4254,185.4069,0,124.6006,107.8133,90.7863,102.4281,393.5748,93.4306,0,0,0,0,125.6354
2006-10-01,325.3824,139.4098,153.0435,138.886,93.0786,105.5399,0,103.3996,109.9912,137.2615,106.8299,0,0,103.5168,124.113,97.4717,165.7527,187.6797,0,130.8706,73.7392,141.8701,0,174.0515,0,0,129.159,150.6786,137.0545,132.4254,185.4069,0,124.6006,107.8133,90.7863,102.4281,393.5748,93.4306,0,0,0,0,125.6354
2006-10-02,325.6982,139.8815,153.973,139.0925,93.696,105.8742,0,103.3856,110.2624,138.0392,107.3618,0,0,104.0399,125.1068,97.4629,165.5616,188.0894,0,130.8427,74.0013,141.6036,0,174.3462,0,0,128.3509,151.8451,137.2068,132.8767,186.7712,0,124.8401,107.8843,90.8715,102.3193,396.3664,93.3361,0,0,0,0,126.2661
2006-10-03,325.596,139.0269,152.6752,138.3302,93.3827,105.664,0,103.3712,110.0598,137.9846,107.1677,0,0,103.8368,125.1589,97.4692,164.8056,188.0306,0,131.2664,73.7804,141.6141,0,173.3226,0,0,127.6536,152.0893,137.1894,133.2241,187.227,0,124.7416,107.6652,90.997,102.3887,393.0564,93.5324,0,0,0,0,123.7101
2006-10-04,325.3041,138.9007,153.5275,137.3568,92.9525,105.4427,0,103.3581,110.0486,137.4838,106.8324,0,0,103.5113,124.873,97.4506,164.8158,187.8497,0,131.463,73.6417,141.4231,0,173.2976,0,0,127.1037,152.4722,137.1081,132.9321,187.3216,0,124.7021,107.2934,90.8584,102.4168,396.675,93.3389,0,0,0,0,123.2801
2006-10-05,325.6178,139.2039,153.597,137.5705,92.8806,105.0675,0,103.3438,110.2353,138.0272,106.8451,0,0,103.5283,124.5536,97.5141,165.1764,188.1375,0,131.8188,73.9282,141.4108,0,173.5187,0,0,127.0613,153.1777,137.1529,132.9461,187.3371,0,124.5113,107.9497,90.8858,102.4024,398.484,93.4022,0,0,0,0,124.9777
2006-10-06,325.4373,138.7037,153.7439,137.8093,92.293,105.1414,0,103.3296,110.1781,136.8517,106.1601,0,0,102.8517,124.0947,97.5236,165.5999,188.2008,0,132.1763,73.143,141.4058,0,173.0614,0,0,125.5955,152.3141,137.1977,132.9521,186.906,0,124.1291,107.1839,90.6099,102.2251,399.5056,93.3202,0,0,0,0,124.8174
2006-10-07,325.4373,138.7037,153.7439,137.8093,92.293,105.1414,0,103.3296,110.1781,136.8517,106.1601,0,0,102.8517,124.0947,97.5236,165.5999,188.2008,0,132.1763,73.143,141.4058,0,173.0614,0,0,125.5955,152.3141,137.1977,132.9521,186.906,0,124.1291,107.1839,90.6099,102.2251,399.5056,93.3202,0,0,0,0,124.8174
2006-10-08,325.4373,138.7037,153.7439,137.8093,92.293,105.1414,0,103.3296,110.1781,136.8517,106.1601,0,0,102.8517,124.0947,97.5236,165.5999,188.2008,0,132.1763,73.143,141.4058,0,173.0614,0,0,125.5955,152.3141,137.1977,132.9521,186.906,0,124.1291,107.1839,90.6099,102.2251,399.5056,93.3202,0,0,0,0,124.8174
2006-10-09,325.435,139.1002,154.27,137.9998,92.2,105.1329,0,103.3752,110.4459,136.8556,106.0544,0,0,102.7545,123.7286,97.4742,165.456,187.8356,0,131.5208,73.0001,139.2441,0,172.6782,0,0,125.9358,151.2886,137.2653,132.5418,186.7172,0,124.1159,106.7876,90.4147,102.3725,398.4455,93.3933,0,0,0,0,124.5653
2006-10-10,325.5858,139.0673,154.3037,136.8731,91.6207,105.1791,0,103.2246,110.5545,136.0653,105.5548,0,0,102.2577,122.9848,97.4222,166.3755,187.9395,0,131.4733,72.6141,139.8706,0,173.0822,0,0,125.5162,152.294,137.2679,132.7489,186.4087,0,123.8352,106.6732,90.5844,102.7565,401.2881,93.3901,0,0,0,0,125.6606
2006-10-11,325.5231,139.0159,154.0811,136.3979,91.5218,105.3909,0,103.1461,110.6612,136.0783,105.6473,0,0,102.3565,123.1162,97.4179,167.848,188.0234,0,131.83,72.722,140.063,0,173.6957,0,0,125.064,152.5613,137.3129,132.8825,186.5023,0,123.7263,106.9699,90.6348,102.8389,401.7792,92.8022,0,0,0,0,127.2746
2006-10-12,325.7262,140.198,154.1871,136.5363,91.4807,106.0059,0,103.133,111.9113,135.7589,105.5779,0,0,102.2676,123.1017,97.4422,169.1057,188.1071,0,131.8127,72.696,140.1093,0,174.9791,0,0,124.7112,152.0437,137.2951,132.87,186.8482,0,123.8793,106.6978,90.8744,102.7402,406.6433,92.9541,0,0,0,0,129.7098
2006-10-13,326.0522,140.2591,155.7443,136.2308,91.1742,106.2567,0,103.2938,111.8765,135.3274,105.2451,0,0,101.9667,123.0476,97.4693,168.3662,188.4363,0,132.2568,72.5245,140.648,0,176.1095,0,0,124.6334,151.7341,137.3198,132.9239,186.9784,0,123.6895,106.2549,90.5476,102.8364,405.9009,93.2106,0,0,0,0,130.6766
2006-10-14,326.0522,140.2591,155.7443,136.2308,91.1742,106.2567,0,103.2938,111.8765,135.3274,105.2451,0,0,101.9667,123.0476,97.4693,168.3662,188.4363,0,132.2568,72.5245,140.648,0,176.1095,0,0,124.6334,151.7341,137.3198,132.9239,186.9784,0,123.6895,106.2549,90.5476,102.8364,405.9009,93.2106,0,0,0,0,130.6766
2006-10-15,326.0522,140.2591,155.7443,136.2308,91.1742,106.2567,0,103.2938,111.8765,135.3274,105.2451,0,0,101.9667,123.0476,97.4693,168.3662,188.4363,0,132.2568,72.5245,140.648,0,176.1095,0,0,124.6334,151.7341,137.3198,132.9239,186.9784,0,123.6895,106.2549,90.5476,102.8364,405.9009,93.2106,0,0,0,0,130.6766
2006-10-16,326.0206,140.8617,156.3491,136.1651,91.3482,106.5589,0,103.1737,111.8882,135.1696,105.3653,0,0,102.0818,123.3449,97.5263,168.1702,189.3422,0,132.2276,72.9126,140.4517,0,176.6097,0,0,124.07,151.8632,137.3725,132.9378,187.1084,0,123.8543,106.5781,90.8096,102.8804,406.1874,92.9423,0,0,0,0,129.8909
2006-10-17,326.2164,140.8104,156.2368,136.2073,91.7978,106.3996,0,103.1725,111.926,135.5922,105.6919,0,0,102.4007,124.133,97.5594,168.2598,189.6544,0,132.6882,73.1136,140.6043,0,176.4875,0,0,124.5425,153.5395,137.3871,133.0769,187.4868,0,123.8778,106.9193,91.1482,103.0347,404.2195,93.1424,0,0,0,0,128.33
2006-10-18,327.0977,140.9274,155.8672,136.2256,91.3378,107.138,0,103.1857,112.4841,135.2903,105.3564,0,0,102.0755,123.8466,97.5061,168.4291,189.6354,0,132.4349,72.9646,140.4523,0,176.8574,0,0,123.9708,153.2071,137.411,133.1789,186.5376,0,123.8229,106.6013,91.2746,103.043,408.6584,93.0621,0,0,0,0,128.5838
2006-10-19,327.6085,141.7171,155.6318,136.93,92.1736,107.4556,0,103.1441,112.9171,135.968,106.1067,0,0,102.7938,124.5152,97.4577,171.3309,189.6785,0,132.5616,73.4071,140.1656,0,177.1239,0,0,125.2366,154.2833,137.6464,132.9132,189.1567,0,124.2428,107.5191,91.4188,103.1729,411.4608,93.0043,0,0,0,0,129.8992
2006-10-20,327.5937,141.6845,155.7238,137.8132,92.2563,107.3856,0,103.2316,112.9195,136.1534,106.1624,0,0,102.8517,124.8788,97.4831,171.72,189.618,0,132.6207,73.1334,140.1531,0,177.0551,0,0,125.6675,154.3661,138.1605,132.635,189.3268,0,124.1785,107.8784,91.3773,103.2753,411.0642,92.966,0,0,0,0,129.6096
2006-10-21,327.5937,141.6845,155.7238,137.8132,92.2563,107.3856,0,103.2316,112.9195,136.1534,106.1624,0,0,102.8517,124.8788,97.4831,171.72,189.618,0,132.6207,73.1334,140.1531,0,177.0551,0,0,125.6675,154.3661,138.1605,132.635,189.3268,0,124.1785,107.8784,91.3773,103.2753,411.0642,92.966,0,0,0,0,129.6096
2006-10-22,327.5937,141.6845,155.7238,137.8132,92.2563,107.3856,0,103.2316,112.9195,136.1534,106.1624,0,0,102.8517,124.8788,97.4831,171.72,189.618,0,132.6207,73.1334,140.1531,0,177.0551,0,0,125.6675,154.3661,138.1605,132.635,189.3268,0,124.1785,107.8784,91.3773,103.2753,411.0642,92.966,0,0,0,0,129.6096
2006-10-23,327.526,141.5587,155.838,137.3433,91.6035,107.1954,0,103.2474,112.9145,135.4639,105.5461,0,0,102.2574,124.1018,97.5274,170.0309,189.7648,0,132.2894,72.7211,139.8193,0,176.6309,0,0,125.2029,153.2249,138.3129,132.8221,187.8403,0,123.9697,107.4036,91.2199,103.2947,408.9157,92.7603,0,0,0,0,127.2881
2006-10-24,327.7467,141.7131,155.0818,137.5448,91.7648,107.1846,0,103.19,112.9094,135.4337,105.7491,0,0,102.4538,124.2864,97.5251,171.1971,189.8079,0,132.4447,72.7743,139.9742,0,177,0,0,126.1165,153.0767,138.2078,132.8106,187.8555,0,124.0016,107.6608,91.3755,103.4586,408.1696,92.6526,0,0,0,0,126.7566
2006-10-25,327.2866,142.0359,155.5559,137.7469,91.6944,107.7587,0,103.1835,112.9502,135.6145,105.9081,0,0,102.5771,124.438,97.5143,170.9209,190.0587,0,132.542,72.7911,140.3643,0,177.4509,0,0,127.2883,152.582,138.0408,133.0762,187.2518,0,124.1637,107.5921,91.4677,103.8354,411.1889,92.8041,0,0,0,0,128.7445
2006-10-26,327.8526,142.8261,155.8869,138.1465,92.6556,107.4528,0,103.2634,113.8014,136.7716,106.8141,0,0,103.4665,125.4186,97.5172,174.3828,190.7906,0,132.828,73.2694,141.2489,0,178.7522,0,0,128.5709,151.7626,138.1714,133.2349,190.0226,0,124.6,108.4054,91.8115,104.2828,416.6862,92.7466,0,0,0,0,130.3225
2006-10-27,327.8344,143.6914,156.4109,138.5612,92.9327,107.8544,0,103.3279,114.3207,137.2766,107.101,0,0,103.7448,125.776,97.5777,174.7172,191.2305,0,133.0132,73.7104,141.6064,0,178.991,0,0,128.3355,152.9307,138.6037,133.3804,190.4756,0,124.8176,108.8045,92.2053,104.871,416.8349,92.6808,0,0,0,0,131.5784
2006-10-28,327.8344,143.6914,156.4109,138.5612,92.9327,107.8544,0,103.3279,114.3207,137.2766,107.101,0,0,103.7448,125.776,97.5777,174.7172,191.2305,0,133.0132,73.7104,141.6064,0,178.991,0,0,128.3355,152.9307,138.6037,133.3804,190.4756,0,124.8176,108.8045,92.2053,104.871,416.8349,92.6808,0,0,0,0,131.5784
2006-10-29,327.8344,143.6914,156.4109,138.5612,92.9327,107.8544,0,103.3279,114.3207,137.2766,107.101,0,0,103.7448,125.776,97.5777,174.7172,191.2305,0,133.0132,73.7104,141.6064,0,178.991,0,0,128.3355,152.9307,138.6037,133.3804,190.4756,0,124.8176,108.8045,92.2053,104.871,416.8349,92.6808,0,0,0,0,131.5784
2006-10-30,327.022,143.7903,155.3023,137.718,92.9427,107.5276,0,103.4961,114.1549,137.5838,107.021,0,0,103.648,126.0935,97.5968,173.7513,190.9774,0,133.6256,73.8284,142.0103,0,177.6632,0,0,127.8863,153.5906,138.5414,133.4211,189.7687,0,124.7446,108.7179,92.0688,104.7084,413.06,92.8382,0,0,0,0,130.2555
2006-10-31,327.6416,144.8611,155.8939,138.1048,93.4166,107.5804,0,103.428,114.6452,138.7154,107.4322,0,0,104.0402,126.5039,97.544,175.4063,190.8532,0,133.5167,74.2509,142.3555,0,177.8744,0,0,128.5051,154.9439,138.5436,133.368,191.3062,0,124.895,109.1163,92.3104,105.0054,414.0016,92.7109,0,0,0,0,132.3901
2006-11-01,328.2258,144.7544,155.7542,136.6979,93.2689,107.5823,0,103.494,114.7292,139.0453,107.3591,0,0,103.9843,126.5898,97.5605,175.9517,191.0856,0,133.988,74.034,142.8007,0,178.0828,0,0,129.6629,155.4425,138.5467,133.3676,191.8737,0,124.8635,109.2322,92.1145,104.951,414.0837,92.9777,0,0,0,0,132.2322
2006-11-02,328.3432,144.685,155.7962,136.4514,93.1292,107.5328,0,103.464,115.1578,138.8476,107.4021,0,0,104.0261,126.4632,97.5518,175.6165,190.9824,0,133.9511,73.919,142.8675,0,176.4998,0,0,129.8742,155.5941,138.5497,133.6952,191.4404,0,124.9917,109.3618,92.0253,104.8824,409.8023,93.3364,0,0,0,0,131.6079
2006-11-03,328.6991,143.8489,156.2242,137.1341,92.3601,107.4731,0,103.4944,114.9788,138.5748,106.846,0,0,103.5056,125.9716,97.5342,174.7859,190.9839,0,134.1434,73.3106,143.1189,0,177.4819,0,0,129.3923,154.7286,138.4663,133.7437,191.7735,0,124.7567,109.1502,91.942,104.8024,415.755,93.6523,0,0,0,0,132.618
2006-11-04,328.6991,143.8489,156.2242,137.1341,92.3601,107.4731,0,103.4944,114.9788,138.5748,106.846,0,0,103.5056,125.9716,97.5342,174.7859,190.9839,0,134.1434,73.3106,143.1189,0,177.4819,0,0,129.3923,154.7286,138.4663,133.7437,191.7735,0,124.7567,109.1502,91.942,104.8024,415.755,93.6523,0,0,0,0,132.618
2006-11-05,328.6991,143.8489,156.2242,137.1341,92.3601,107.4731,0,103.4944,114.9788,138.5748,106.846,0,0,103.5056,125.9716,97.5342,174.7859,190.9839,0,134.1434,73.3106,143.1189,0,177.4819,0,0,129.3923,154.7286,138.4663,133.7437,191.7735,0,124.7567,109.1502,91.942,104.8024,415.755,93.6523,0,0,0,0,132.618
2006-11-06,328.8635,144.2281,156.3967,137.189,92.3551,107.772,0,103.3632,115.1242,138.9924,106.9523,0,0,103.637,125.7653,97.4753,175.5337,190.7125,0,133.9363,73.21,142.3514,0,176.8638,0,0,129.3451,154.6954,138.4044,133.0613,192.8103,0,124.7725,109.3828,91.8178,104.8538,418.1375,93.5483,0,0,0,0,132.5604
2006-11-07,329.5163,144.944,156.386,137.39,93.0915,107.8765,0,103.4145,115.7158,139.9107,107.6694,0,0,104.3223,126.5604,97.4275,176.1833,191.069,0,134.4914,73.7323,142.934,0,177.4607,0,0,130.1582,155.4252,138.6434,133.3015,193.9753,0,124.98,110.3188,92.194,105.037,418.1293,93.8458,0,0,0,0,133.934
2006-11-08,330.1395,144.1267,155.9452,137.2747,92.7218,107.6314,0,103.5134,116.1342,139.1309,107.3124,0,0,103.9732,126.321,97.4397,174.842,191.1538,0,134.5898,73.4744,143.4295,0,176.5368,0,0,130.0582,154.4904,138.6242,133.2084,192.9975,0,124.9016,110.0634,92.0634,104.9253,415.6272,93.7586,0,0,0,0,133.7836
2006-11-09,330.4628,143.7021,156.2042,137.1718,93.344,107.6639,0,103.5073,116.3471,139.2617,107.8692,0,0,104.5119,126.4331,97.4372,176.5166,191.0497,0,135.0091,73.3921,143.2155,0,176.1971,0,0,130.8419,153.8097,138.5421,133.0749,194.1261,0,125.2278,111.1935,92.1921,105.0256,417.9556,93.7684,0,0,0,0,135.351
2006-11-10,330.1055,143.4455,155.5258,137.1538,93.5273,107.5097,0,103.5116,116.0426,139.4987,108.0242,0,0,104.6758,126.8104,97.4519,176.6573,191.3021,0,134.5597,73.6656,143.6131,0,175.4063,0,0,131.7076,153.9842,138.6089,133.2079,194.6255,0,125.2845,111.2651,92.3751,105.1662,417.7524,93.8811,0,0,0,0,135.6671
2006-11-11,330.1055,143.4455,155.5258,137.1538,93.5273,107.5097,0,103.5116,116.0426,139.4987,108.0242,0,0,104.6758,126.8104,97.4519,176.6573,191.3021,0,134.5597,73.6656,143.6131,0,175.4063,0,0,131.7076,153.9842,138.6089,133.2079,194.6255,0,125.2845,111.2651,92.3751,105.1662,417.7524,93.8811,0,0,0,0,135.6671
2006-11-12,330.1055,143.4455,155.5258,137.1538,93.5273,107.5097,0,103.5116,116.0426,139.4987,108.0242,0,0,104.6758,126.8104,97.4519,176.6573,191.3021,0,134.5597,73.6656,143.6131,0,175.4063,0,0,131.7076,153.9842,138.6089,133.2079,194.6255,0,125.2845,111.2651,92.3751,105.1662,417.7524,93.8811,0,0,0,0,135.6671
2006-11-13,329.6333,142.4599,154.3193,135.9441,93.0491,107.1664,0,103.5147,116.0987,139.2516,107.5871,0,0,104.2533,125.9943,97.4152,176.5889,190.9327,0,133.7386,73.1782,143.4597,0,175.444,0,0,130.6729,152.5168,138.3976,133.6101,194.1992,0,125.0969,110.7882,92.1018,105.3851,417.7019,94.1003,0,0,0,0,134.861
2006-11-14,330.1464,143.045,155.8549,136.0341,93.134,106.9245,0,103.4797,116.1931,139.2209,107.6859,0,0,104.3604,125.682,97.3997,177.5009,191.0034,0,133.2326,73.5066,143.1558,0,176.6067,0,0,130.6982,152.5064,138.11,133.1554,195.0657,0,125.1166,111.2686,92.2606,105.6744,417.9829,93.9954,0,0,0,0,134.7154
