ticker,ccy,date,PX_LAST
BISNNZR Index,NZD,2002-12-31,87.75
BISNNZR Index,NZD,2003-01-31,90.51
BISNNZR Index,NZD,2003-02-28,91.85
BISNNZR Index,NZD,2003-03-31,91.3
BISNNZR Index,NZD,2003-04-30,90.49
BISNNZR Index,NZD,2003-05-31,91.14
BISNNZR Index,NZD,2003-06-30,91.18
BISNNZR Index,NZD,2003-07-31,92.92
BISNNZR Index,NZD,2003-08-31,93.15
BISNNZR Index,NZD,2003-09-30,92.15
BISNNZR Index,NZD,2003-10-31,92.09
BISNNZR Index,NZD,2003-11-30,95.64
BISNNZR Index,NZD,2003-12-31,96.13
BISNNZR Index,NZD,2004-01-31,97.63
BISNNZR Index,NZD,2004-02-29,99.93
BISNNZR Index,NZD,2004-03-31,97.26
BISNNZR Index,NZD,2004-04-30,94.86
BISNNZR Index,NZD,2004-05-31,93.53
BISNNZR Index,NZD,2004-06-30,95.19
BISNNZR Index,NZD,2004-07-31,96.96
BISNNZR Index,NZD,2004-08-31,98.8
BISNNZR Index,NZD,2004-09-30,99.71
BISNNZR Index,NZD,2004-10-31,101.31
BISNNZR Index,NZD,2004-11-30,100.67
BISNNZR Index,NZD,2004-12-31,101.89
BISNNZR Index,NZD,2005-01-31,101.07
BISNNZR Index,NZD,2005-02-28,102.2
BISNNZR Index,NZD,2005-03-31,103.42
BISNNZR Index,NZD,2005-04-30,103.36
BISNNZR Index,NZD,2005-05-31,104.05
BISNNZR Index,NZD,2005-06-30,104.34
BISNNZR Index,NZD,2005-07-31,101.7
BISNNZR Index,NZD,2005-08-31,102.99
BISNNZR Index,NZD,2005-09-30,103.43
BISNNZR Index,NZD,2005-10-31,104.99
BISNNZR Index,NZD,2005-11-30,105.95
BISNNZR Index,NZD,2005-12-31,106.11
BISNNZR Index,NZD,2006-01-31,103.39
BISNNZR Index,NZD,2006-02-28,102.29
BISNNZR Index,NZD,2006-03-31,96.84
BISNNZR Index,NZD,2006-04-30,93.94
BISNNZR Index,NZD,2006-05-31,92.58
BISNNZR Index,NZD,2006-06-30,92.51
BISNNZR Index,NZD,2006-07-31,92.12
BISNNZR Index,NZD,2006-08-31,93.73
BISNNZR Index,NZD,2006-09-30,97.35
BISNNZR Index,NZD,2006-10-31,98.97
BISNNZR Index,NZD,2006-11-30,98.58
BISNNZR Index,NZD,2006-12-31,100.63
BISNNZR Index,NZD,2007-01-31,102.51
BISNNZR Index,NZD,2007-02-28,102.23
BISNNZR Index,NZD,2007-03-31,101.89
BISNNZR Index,NZD,2007-04-30,105.29
BISNNZR Index,NZD,2007-05-31,105.18
BISNNZR Index,NZD,2007-06-30,108.34
BISNNZR Index,NZD,2007-07-31,110.76
BISNNZR Index,NZD,2007-08-31,103.18
BISNNZR Index,NZD,2007-09-30,100.92
BISNNZR Index,NZD,2007-10-31,104.27
BISNNZR Index,NZD,2007-11-30,103.43
BISNNZR Index,NZD,2007-12-31,105.75
BISNNZR Index,NZD,2008-01-31,105.07
BISNNZR Index,NZD,2008-02-29,106.79
BISNNZR Index,NZD,2008-03-31,104.68
BISNNZR Index,NZD,2008-04-30,102.83
BISNNZR Index,NZD,2008-05-31,101.51
BISNNZR Index,NZD,2008-06-30,99.86
BISNNZR Index,NZD,2008-07-31,98.47
BISNNZR Index,NZD,2008-08-31,97.21
BISNNZR Index,NZD,2008-09-30,95.6
BISNNZR Index,NZD,2008-10-31,92.56
BISNNZR Index,NZD,2008-11-30,88.76
BISNNZR Index,NZD,2008-12-31,85.82
BISNNZR Index,NZD,2009-01-31,84.87
BISNNZR Index,NZD,2009-02-28,81.82
BISNNZR Index,NZD,2009-03-31,84.18
BISNNZR Index,NZD,2009-04-30,87.67
BISNNZR Index,NZD,2009-05-31,89.07
BISNNZR Index,NZD,2009-06-30,92.53
BISNNZR Index,NZD,2009-07-31,93.55
BISNNZR Index,NZD,2009-08-31,96.69
BISNNZR Index,NZD,2009-09-30,98.59
BISNNZR Index,NZD,2009-10-31,100.79
BISNNZR Index,NZD,2009-11-30,98.42
BISNNZR Index,NZD,2009-12-31,97.85
BISNNZR Index,NZD,2010-01-31,99.49
BISNNZR Index,NZD,2010-02-28,97.37
BISNNZR Index,NZD,2010-03-31,97.19
BISNNZR Index,NZD,2010-04-30,98.13
BISNNZR Index,NZD,2010-05-31,99.52
BISNNZR Index,NZD,2010-06-30,99.88
BISNNZR Index,NZD,2010-07-31,100.67
BISNNZR Index,NZD,2010-08-31,99.66
BISNNZR Index,NZD,2010-09-30,100.43
BISNNZR Index,NZD,2010-10-31,100.77
BISNNZR Index,NZD,2010-11-30,104.37
BISNNZR Index,NZD,2010-12-31,102.53
BISNNZR Index,NZD,2011-01-31,103.65
BISNNZR Index,NZD,2011-02-28,101.69
BISNNZR Index,NZD,2011-03-31,97.84
BISNNZR Index,NZD,2011-04-30,101.76
BISNNZR Index,NZD,2011-05-31,102.46
BISNNZR Index,NZD,2011-06-30,105.15
BISNNZR Index,NZD,2011-07-31,108.6
BISNNZR Index,NZD,2011-08-31,107.66
BISNNZR Index,NZD,2011-09-30,106.55
BISNNZR Index,NZD,2011-10-31,103.87
BISNNZR Index,NZD,2011-11-30,101.85
BISNNZR Index,NZD,2011-12-31,102.62
BISNNZR Index,NZD,2012-01-31,106.26
BISNNZR Index,NZD,2012-02-29,109.15
BISNNZR Index,NZD,2012-03-31,108.15
BISNNZR Index,NZD,2012-04-30,108.02
BISNNZR Index,NZD,2012-05-31,103.96
BISNNZR Index,NZD,2012-06-30,105.66
BISNNZR Index,NZD,2012-07-31,107.55
BISNNZR Index,NZD,2012-08-31,107.7
BISNNZR Index,NZD,2012-09-30,107.16
BISNNZR Index,NZD,2012-10-31,107.37
BISNNZR Index,NZD,2012-11-30,107.73
BISNNZR Index,NZD,2012-12-31,108.92
BISNNZR Index,NZD,2013-01-31,110.57
BISNNZR Index,NZD,2013-02-28,111.99
BISNNZR Index,NZD,2013-03-31,111.47
BISNNZR Index,NZD,2013-04-30,114.34
BISNNZR Index,NZD,2013-05-31,112.98
BISNNZR Index,NZD,2013-06-30,109.37
BISNNZR Index,NZD,2013-07-31,111.03
BISNNZR Index,NZD,2013-08-31,111.04
BISNNZR Index,NZD,2013-09-30,112.84
BISNNZR Index,NZD,2013-10-31,113.75
BISNNZR Index,NZD,2013-11-30,113.96
BISNNZR Index,NZD,2013-12-31,114.52
BISNNZR Index,NZD,2014-01-31,116.47
BISNNZR Index,NZD,2014-02-28,115.91
BISNNZR Index,NZD,2014-03-31,118.14
BISNNZR Index,NZD,2014-04-30,117.62
BISNNZR Index,NZD,2014-05-31,117.42
BISNNZR Index,NZD,2014-06-30,117.71
BISNNZR Index,NZD,2014-07-31,118.86
BISNNZR Index,NZD,2014-08-31,116.52
BISNNZR Index,NZD,2014-09-30,114.86
BISNNZR Index,NZD,2014-10-31,112.97
BISNNZR Index,NZD,2014-11-30,114.88
BISNNZR Index,NZD,2014-12-31,116.53
BISNNZR Index,NZD,2015-01-31,117.42
BISNNZR Index,NZD,2015-02-28,116.11
BISNNZR Index,NZD,2015-03-31,117.94
BISNNZR Index,NZD,2015-04-30,119.35
BISNNZR Index,NZD,2015-05-31,114.52
BISNNZR Index,NZD,2015-06-30,109.56
BISNNZR Index,NZD,2015-07-31,106.52
BISNNZR Index,NZD,2015-08-31,105.51
BISNNZR Index,NZD,2015-09-30,102.41
BISNNZR Index,NZD,2015-10-31,106.83
BISNNZR Index,NZD,2015-11-30,106.48
BISNNZR Index,NZD,2015-12-31,108.96
BISNNZR Index,NZD,2016-01-31,107.32
BISNNZR Index,NZD,2016-02-29,107.42
BISNNZR Index,NZD,2016-03-31,106.69
BISNNZR Index,NZD,2016-04-30,107.14
BISNNZR Index,NZD,2016-05-31,107.24
BISNNZR Index,NZD,2016-06-30,110.28
BISNNZR Index,NZD,2016-07-31,112
BISNNZR Index,NZD,2016-08-31,112.16
BISNNZR Index,NZD,2016-09-30,113.46
BISNNZR Index,NZD,2016-10-31,111.93
BISNNZR Index,NZD,2016-11-30,113.96
BISNNZR Index,NZD,2016-12-31,115.04
BISNNZR Index,NZD,2017-01-31,116.08
BISNNZR Index,NZD,2017-02-28,116.2
BISNNZR Index,NZD,2017-03-31,112.5
BISNNZR Index,NZD,2017-04-30,111.35
BISNNZR Index,NZD,2017-05-31,110.62
BISNNZR Index,NZD,2017-06-30,113.94
BISNNZR Index,NZD,2017-07-31,114.64
BISNNZR Index,NZD,2017-08-31,112.26
BISNNZR Index,NZD,2017-09-30,110.66
BISNNZR Index,NZD,2017-10-31,108.84
BISNNZR Index,NZD,2017-11-30,106.86
BISNNZR Index,NZD,2017-12-31,107.58
BISNNZR Index,NZD,2018-01-31,109.67
BISNNZR Index,NZD,2018-02-28,109.94
BISNNZR Index,NZD,2018-03-31,109.32
BISNNZR Index,NZD,2018-04-30,109.72
BISNNZR Index,NZD,2018-05-31,107.42
BISNNZR Index,NZD,2018-06-30,107.99
BISNUSR Index,USD,1991-12-31,95.49
BISNUSR Index,USD,1992-01-31,95.03
BISNUSR Index,USD,1992-02-29,96.68
BISNUSR Index,USD,1992-03-31,98.81
BISNUSR Index,USD,1992-04-30,98.07
BISNUSR Index,USD,1992-05-31,96.98
BISNUSR Index,USD,1992-06-30,95.61
BISNUSR Index,USD,1992-07-31,94.09
BISNUSR Index,USD,1992-08-31,93.73
BISNUSR Index,USD,1992-09-30,93.9
BISNUSR Index,USD,1992-10-31,96
BISNUSR Index,USD,1992-11-30,99.31
BISNUSR Index,USD,1992-12-31,99.32
BISNUSR Index,USD,1993-01-31,100.34
BISNUSR Index,USD,1993-02-28,100.25
BISNUSR Index,USD,1993-03-31,99.35
BISNUSR Index,USD,1993-04-30,97.27
BISNUSR Index,USD,1993-05-31,97.12
BISNUSR Index,USD,1993-06-30,97.43
BISNUSR Index,USD,1993-07-31,98.53
BISNUSR Index,USD,1993-08-31,98.37
BISNUSR Index,USD,1993-09-30,97.87
BISNUSR Index,USD,1993-10-31,98.82
BISNUSR Index,USD,1993-11-30,99.8
BISNUSR Index,USD,1993-12-31,100.12
BISNUSR Index,USD,1994-01-31,100.4
BISNUSR Index,USD,1994-02-28,99.83
BISNUSR Index,USD,1994-03-31,100.05
BISNUSR Index,USD,1994-04-30,100.02
BISNUSR Index,USD,1994-05-31,99.25
BISNUSR Index,USD,1994-06-30,99.02
BISNUSR Index,USD,1994-07-31,97.44
BISNUSR Index,USD,1994-08-31,97.48
BISNUSR Index,USD,1994-09-30,96.54
BISNUSR Index,USD,1994-10-31,95.75
BISNUSR Index,USD,1994-11-30,96.27
BISNUSR Index,USD,1994-12-31,99.04
BISNUSR Index,USD,1995-01-31,101.98
BISNUSR Index,USD,1995-02-28,100.98
BISNUSR Index,USD,1995-03-31,99.19
BISNUSR Index,USD,1995-04-30,94.75
BISNUSR Index,USD,1995-05-31,94.39
BISNUSR Index,USD,1995-06-30,94.6
BISNUSR Index,USD,1995-07-31,94.61
BISNUSR Index,USD,1995-08-31,97.43
BISNUSR Index,USD,1995-09-30,98.87
BISNUSR Index,USD,1995-10-31,98.85
BISNUSR Index,USD,1995-11-30,100.23
BISNUSR Index,USD,1995-12-31,100.51
BISNUSR Index,USD,1996-01-31,101.22
BISNUSR Index,USD,1996-02-29,101.27
BISNUSR Index,USD,1996-03-31,101.31
BISNUSR Index,USD,1996-04-30,101.23
BISNUSR Index,USD,1996-05-31,101.35
BISNUSR Index,USD,1996-06-30,101.74
BISNUSR Index,USD,1996-07-31,101.76
BISNUSR Index,USD,1996-08-31,100.95
BISNUSR Index,USD,1996-09-30,101.49
BISNUSR Index,USD,1996-10-31,102.17
BISNUSR Index,USD,1996-11-30,101.56
BISNUSR Index,USD,1996-12-31,102.3
BISNUSR Index,USD,1997-01-31,103.45
BISNUSR Index,USD,1997-02-28,105.63
BISNUSR Index,USD,1997-03-31,106.78
BISNUSR Index,USD,1997-04-30,107.14
BISNUSR Index,USD,1997-05-31,105.26
BISNUSR Index,USD,1997-06-30,104.8
BISNUSR Index,USD,1997-07-31,105.51
BISNUSR Index,USD,1997-08-31,107.26
BISNUSR Index,USD,1997-09-30,106.94
BISNUSR Index,USD,1997-10-31,106.96
BISNUSR Index,USD,1997-11-30,109.01
BISNUSR Index,USD,1997-12-31,112.17
BISNUSR Index,USD,1998-01-31,114.06
BISNUSR Index,USD,1998-02-28,112.96
BISNUSR Index,USD,1998-03-31,112.68
BISNUSR Index,USD,1998-04-30,112.75
BISNUSR Index,USD,1998-05-31,113.44
BISNUSR Index,USD,1998-06-30,115.69
BISNUSR Index,USD,1998-07-31,116.02
BISNUSR Index,USD,1998-08-31,118.52
BISNUSR Index,USD,1998-09-30,116.3
BISNUSR Index,USD,1998-10-31,112.39
BISNUSR Index,USD,1998-11-30,112.27
BISNUSR Index,USD,1998-12-31,110.96
BISNUSR Index,USD,1999-01-31,110.54
BISNUSR Index,USD,1999-02-28,111.4
BISNUSR Index,USD,1999-03-31,112.93
BISNUSR Index,USD,1999-04-30,112.52
BISNUSR Index,USD,1999-05-31,112.19
BISNUSR Index,USD,1999-06-30,112.88
BISNUSR Index,USD,1999-07-31,113.23
BISNUSR Index,USD,1999-08-31,111.34
BISNUSR Index,USD,1999-09-30,110.28
BISNUSR Index,USD,1999-10-31,109.75
BISNUSR Index,USD,1999-11-30,110.11
BISNUSR Index,USD,1999-12-31,110.11
BISNUSR Index,USD,2000-01-31,110.14
BISNUSR Index,USD,2000-02-29,112.08
BISNUSR Index,USD,2000-03-31,112.62
BISNUSR Index,USD,2000-04-30,113.13
BISNUSR Index,USD,2000-05-31,116.01
BISNUSR Index,USD,2000-06-30,114.72
BISNUSR Index,USD,2000-07-31,114.81
BISNUSR Index,USD,2000-08-31,115.64
BISNUSR Index,USD,2000-09-30,117.03
BISNUSR Index,USD,2000-10-31,118.97
BISNUSR Index,USD,2000-11-30,119.65
BISNUSR Index,USD,2000-12-31,118.17
BISNUSR Index,USD,2001-01-31,118.86
BISNUSR Index,USD,2001-02-28,119.96
BISNUSR Index,USD,2001-03-31,121.96
BISNUSR Index,USD,2001-04-30,122.6
BISNUSR Index,USD,2001-05-31,122.19
BISNUSR Index,USD,2001-06-30,123.08
BISNUSR Index,USD,2001-07-31,123.43
BISNUSR Index,USD,2001-08-31,121
BISNUSR Index,USD,2001-09-30,121.42
BISNUSR Index,USD,2001-10-31,121.71
BISNUSR Index,USD,2001-11-30,122.76
BISNUSR Index,USD,2001-12-31,122.49
BISNUSR Index,USD,2002-01-31,124.25
BISNUSR Index,USD,2002-02-28,125.03
BISNUSR Index,USD,2002-03-31,124.33
BISNUSR Index,USD,2002-04-30,123.9
BISNUSR Index,USD,2002-05-31,121.49
BISNUSR Index,USD,2002-06-30,119.33
BISNUSR Index,USD,2002-07-31,117.01
BISNUSR Index,USD,2002-08-31,118.49
BISNUSR Index,USD,2002-09-30,119.18
BISNUSR Index,USD,2002-10-31,119.92
BISNUSR Index,USD,2002-11-30,118.43
BISNUSR Index,USD,2002-12-31,117.31
BISNUSR Index,USD,2003-01-31,115.69
BISNUSR Index,USD,2003-02-28,116.07
BISNUSR Index,USD,2003-03-31,115.73
BISNUSR Index,USD,2003-04-30,114.82
BISNUSR Index,USD,2003-05-31,109.81
BISNUSR Index,USD,2003-06-30,109.68
BISNUSR Index,USD,2003-07-31,111.19
BISNUSR Index,USD,2003-08-31,112.98
BISNUSR Index,USD,2003-09-30,111.62
BISNUSR Index,USD,2003-10-31,108.61
BISNUSR Index,USD,2003-11-30,107.89
BISNUSR Index,USD,2003-12-31,105.74
BISNUSR Index,USD,2004-01-31,104.05
BISNUSR Index,USD,2004-02-29,104.81
BISNUSR Index,USD,2004-03-31,106.49
BISNUSR Index,USD,2004-04-30,107.62
BISNUSR Index,USD,2004-05-31,109.86
BISNUSR Index,USD,2004-06-30,108.68
BISNUSR Index,USD,2004-07-31,107.65
BISNUSR Index,USD,2004-08-31,107.79
BISNUSR Index,USD,2004-09-30,107.22
BISNUSR Index,USD,2004-10-31,105.48
BISNUSR Index,USD,2004-11-30,101.96
BISNUSR Index,USD,2004-12-31,100.21
BISNUSR Index,USD,2005-01-31,101.53
BISNUSR Index,USD,2005-02-28,102.23
BISNUSR Index,USD,2005-03-31,101.52
BISNUSR Index,USD,2005-04-30,103.25
BISNUSR Index,USD,2005-05-31,103.75
BISNUSR Index,USD,2005-06-30,105.16
BISNUSR Index,USD,2005-07-31,106.25
BISNUSR Index,USD,2005-08-31,105.06
BISNUSR Index,USD,2005-09-30,105.7
BISNUSR Index,USD,2005-10-31,107.45
BISNUSR Index,USD,2005-11-30,107.8
BISNUSR Index,USD,2005-12-31,106.27
BISNUSR Index,USD,2006-01-31,105.25
BISNUSR Index,USD,2006-02-28,105.91
BISNUSR Index,USD,2006-03-31,106.5
BISNUSR Index,USD,2006-04-30,106.11
BISNUSR Index,USD,2006-05-31,103.26
BISNUSR Index,USD,2006-06-30,104.97
BISNUSR Index,USD,2006-07-31,104.97
BISNUSR Index,USD,2006-08-31,104.15
BISNUSR Index,USD,2006-09-30,104.05
BISNUSR Index,USD,2006-10-31,104.18
BISNUSR Index,USD,2006-11-30,102.99
BISNUSR Index,USD,2006-12-31,101.94
BISNUSR Index,USD,2007-01-31,104.12
BISNUSR Index,USD,2007-02-28,104.19
BISNUSR Index,USD,2007-03-31,104.01
BISNUSR Index,USD,2007-04-30,102.74
BISNUSR Index,USD,2007-05-31,102.44
BISNUSR Index,USD,2007-06-30,102.43
BISNUSR Index,USD,2007-07-31,100.95
BISNUSR Index,USD,2007-08-31,100.96
BISNUSR Index,USD,2007-09-30,99.33
BISNUSR Index,USD,2007-10-31,96.89
BISNUSR Index,USD,2007-11-30,95.36
BISNUSR Index,USD,2007-12-31,96.51
BISNUSR Index,USD,2008-01-31,96.59
BISNUSR Index,USD,2008-02-29,95.82
BISNUSR Index,USD,2008-03-31,93.63
BISNUSR Index,USD,2008-04-30,93.55
BISNUSR Index,USD,2008-05-31,94.28
BISNUSR Index,USD,2008-06-30,95.17
BISNUSR Index,USD,2008-07-31,94.66
BISNUSR Index,USD,2008-08-31,97.26
BISNUSR Index,USD,2008-09-30,99.72
BISNUSR Index,USD,2008-10-31,107.15
BISNUSR Index,USD,2008-11-30,108.78
BISNUSR Index,USD,2008-12-31,106.26
BISNUSR Index,USD,2009-01-31,107.99
BISNUSR Index,USD,2009-02-28,111.58
BISNUSR Index,USD,2009-03-31,112.21
BISNUSR Index,USD,2009-04-30,108.76
BISNUSR Index,USD,2009-05-31,104.79
BISNUSR Index,USD,2009-06-30,104.02
BISNUSR Index,USD,2009-07-31,103.63
BISNUSR Index,USD,2009-08-31,101.76
BISNUSR Index,USD,2009-09-30,100.85
BISNUSR Index,USD,2009-10-31,99.13
BISNUSR Index,USD,2009-11-30,98.36
BISNUSR Index,USD,2009-12-31,98.54
BISNUSR Index,USD,2010-01-31,99.25
BISNUSR Index,USD,2010-02-28,100.8
BISNUSR Index,USD,2010-03-31,99.91
BISNUSR Index,USD,2010-04-30,99.42
BISNUSR Index,USD,2010-05-31,103.4
BISNUSR Index,USD,2010-06-30,104.26
BISNUSR Index,USD,2010-07-31,102.2
BISNUSR Index,USD,2010-08-31,101.03
BISNUSR Index,USD,2010-09-30,99.93
BISNUSR Index,USD,2010-10-31,96.14
BISNUSR Index,USD,2010-11-30,96.34
BISNUSR Index,USD,2010-12-31,97.32
BISNUSR Index,USD,2011-01-31,96.33
BISNUSR Index,USD,2011-02-28,95.52
BISNUSR Index,USD,2011-03-31,94.65
BISNUSR Index,USD,2011-04-30,93.13
BISNUSR Index,USD,2011-05-31,93.36
BISNUSR Index,USD,2011-06-30,93.6
BISNUSR Index,USD,2011-07-31,92.94
BISNUSR Index,USD,2011-08-31,93.77
BISNUSR Index,USD,2011-09-30,97.07
BISNUSR Index,USD,2011-10-31,97.97
BISNUSR Index,USD,2011-11-30,98.52
BISNUSR Index,USD,2011-12-31,99.11
BISNUSR Index,USD,2012-01-31,99.18
BISNUSR Index,USD,2012-02-29,97.28
BISNUSR Index,USD,2012-03-31,98.06
BISNUSR Index,USD,2012-04-30,98.46
BISNUSR Index,USD,2012-05-31,100.51
BISNUSR Index,USD,2012-06-30,101.98
BISNUSR Index,USD,2012-07-31,101.12
BISNUSR Index,USD,2012-08-31,100.17
BISNUSR Index,USD,2012-09-30,98.22
BISNUSR Index,USD,2012-10-31,97.79
BISNUSR Index,USD,2012-11-30,98.4
BISNUSR Index,USD,2012-12-31,97.2
BISNUSR Index,USD,2013-01-31,97.93
BISNUSR Index,USD,2013-02-28,99.3
BISNUSR Index,USD,2013-03-31,100.45
BISNUSR Index,USD,2013-04-30,99.97
BISNUSR Index,USD,2013-05-31,100.93
BISNUSR Index,USD,2013-06-30,101.56
BISNUSR Index,USD,2013-07-31,102.28
BISNUSR Index,USD,2013-08-31,101.58
BISNUSR Index,USD,2013-09-30,101.14
BISNUSR Index,USD,2013-10-31,99.71
BISNUSR Index,USD,2013-11-30,100.3
BISNUSR Index,USD,2013-12-31,100.26
BISNUSR Index,USD,2014-01-31,101.94
BISNUSR Index,USD,2014-02-28,101.95
BISNUSR Index,USD,2014-03-31,101.7
BISNUSR Index,USD,2014-04-30,101.05
BISNUSR Index,USD,2014-05-31,100.87
BISNUSR Index,USD,2014-06-30,101.23
BISNUSR Index,USD,2014-07-31,101.18
BISNUSR Index,USD,2014-08-31,102.27
