root,level1_name,level1_id,level2_name,level2_id,level3_name,level3_id,level4_name,level4_id
MagBucket,Total Return Strategies,5002,Relative Value,5020,Relative_Value_USDMXN_Downside,5190,Relative_Value_USDMXN_Put_Spread_Collar,5382
MagBucket,Total Return Strategies,5002,Relative Value,5020,Relative_Value_USDSGD_Upside,5191,Relative_Value_FX_USDSGD,5383
MagBucket,Total Return Strategies,5002,Relative Value,5020,Relative_Value_USDTRY_Downside,5192,Relative_Value_USDTRY_Put_Spread_Collar,5384
MagBucket,Total Return Strategies,5002,Relative Value,5020,Relative_Value_USDZAR_Upside,5193,Relative_Value_FX_USDZAR,5385
MagBucket,Fixed Income,5000,Emerging Market Bonds,5010,Bonds_EM_USD_IEML,5484,Bonds_EM_USD_IEML,5494
MagBucket,Fixed Income,5000,High Yield,5012,Bonds_HY_USD_IHYU,5485,Bonds_HY_USD_IHYU,5495
MagBucket,Total Return Strategies,5002,Breakout,5017,Breakout_Italian_Equity_Upside,5103,Breakout_FTSEMIB_Skinny_Fly,5496
MagBucket,Total Return Strategies,5002,Breakout,5017,Breakout_US_Equity_Upside,5110,Breakout_RUY_Risk_Reversal,5497
MagBucket,Total Return Strategies,5002,Breakout,5017,Breakout_Australian_Equity_Upside,5094,Breakout_SPI_Risk_Reversal,5498
MagBucket,Total Return Strategies,5002,Dividends,5018,Dividends_DEDZ8_Future,5486,Dividends_DEDZ8_Future,5499
MagBucket,Total Return Strategies,5002,Range Bound,5019,Range_Bound_Chinese_Equity_Sideways,5487,Range_Bound_HSCEI_Straddle,5500
MagBucket,Total Return Strategies,5002,Range Bound,5019,Range_Bound_Nasdaq_Equity_Sideways,5488,Range_Bound_NDX_Iron_Fly,5501
MagBucket,Total Return Strategies,5002,Range Bound,5019,Range_Bound_European_Equity_Upside,5132,Range_Bound_SX5E_Call_Fly,5502
MagBucket,Total Return Strategies,5002,Range Bound,5019,Range_Bound_VIX_Sideways,5146,Range_Bound_VIX_Iron_Condor,5503
MagBucket,Total Return Strategies,5002,Relative Value,5020,Relative_Value_Australian_10yr_Bond_German_10yr_Bond,5489,Relative_Value_AUS10y_BUND10y,5504
MagBucket,Total Return Strategies,5002,Relative Value,5020,Relative_Value_German_30yr_Bond_10yr_Bond,5490,Relative_Value_BUXL_BUND,5505
MagBucket,Total Return Strategies,5002,Relative Value,5020,Relative_Value_USDCNH_Upside,5491,Relative_Value_FX_USDCNH,5506
MagBucket,Total Return Strategies,5002,Relative Value,5020,Relative_Value_UK_10yr_Bond_German_10yr_Bond,5492,Relative_Value_UK10y_BUND10y,5507
MagBucket,Total Return Strategies,5002,Relative Value,5020,Relative_Value_UK_30yr_Bond_10yr_Bond,5493,Relative_Value_UK30y_UK10y,5508
MagBucket,Total Return Strategies,5002,Relative Value,5020,Relative_Value_USDGBP_Sideways,5186,Relative_Value_USDGBP_Iron_Condor,5509
MagBucket,Fixed Income,5000,Government Bonds,5011,Bonds_Gov_Italian_30yr,5610,Bonds_Gov_Italian_30yr,5615
MagBucket,Total Return Strategies,5002,Breakout,5017,Breakout_European_Credit_Upside,5611,Breakout_Crossover_Risk_Reversal,5616
MagBucket,Total Return Strategies,5002,Relative Value,5020,Relative_Value_VIX_Curve_Steepener,5614,Relative_Value_VIX_Curve_Steepener_Nov16,5617
MagBucket,Equity,4999,US,5009,Equity_US_Equity_Upside,5043,Equity_SPX_Call,5618
MagBucket,Total Return Strategies,5002,Range Bound,5019,Range_Bound_South_African_Equity_Sideways,5612,Range_Bound_FTSEJSE_Straddle,5619
MagBucket,Total Return Strategies,5002,Relative Value,5020,Relative_Value_European_10yr_European_5yr_Credit_Spread,5613,Relative_Value_iTraxx_Main,5620
MagBucket,Total Return Strategies,5002,Relative Value,5020,Relative_Value_VIX_Curve_Steepener,5614,Relative_Value_VIX_Curve_Steepener_Aug16,5621
MagBucket,Total Return Strategies,5002,Relative Value,5020,Relative_Value_VIX_Curve_Steepener,5614,Relative_Value_VIX_Curve_Steepener_Oct16,5622
