,Strategy,
1998-04-14 00:00:00,-0.00497942,
1998-04-15 00:00:00,0.000508005,
1998-04-16 00:00:00,0.006809264,
1998-04-17 00:00:00,0.00396809,
1998-04-20 00:00:00,-0.000303581,
1998-04-21 00:00:00,-0.001941442,
1998-04-22 00:00:00,-0.001802426,
1998-04-23 00:00:00,0.00020706,
1998-04-24 00:00:00,0.001629403,
1998-04-27 00:00:00,0.001217026,
1998-04-28 00:00:00,-0.000126043,
1998-04-29 00:00:00,5.65586E-05,
1998-04-30 00:00:00,0.001916812,
1998-05-01 00:00:00,0.000760502,
1998-05-04 00:00:00,-0.000781696,
1998-05-05 00:00:00,-0.005268139,
1998-05-06 00:00:00,0.000257609,
1998-05-07 00:00:00,3.27303E-05,
1998-05-08 00:00:00,0.000549439,
1998-05-11 00:00:00,-0.000113052,
1998-05-12 00:00:00,0.000480405,
1998-05-13 00:00:00,-0.000736968,
1998-05-14 00:00:00,-0.00109143,
1998-05-15 00:00:00,0.00171054,
1998-05-18 00:00:00,0.00301149,
1998-05-19 00:00:00,-0.001177669,
1998-05-20 00:00:00,0.000711177,
1998-05-21 00:00:00,-0.000931679,
1998-05-22 00:00:00,0.001095766,
1998-05-25 00:00:00,0.000574819,
1998-05-26 00:00:00,0.003362228,
1998-05-27 00:00:00,-0.000509521,
1998-05-28 00:00:00,0.00470558,
1998-05-29 00:00:00,0.005115792,
1998-06-01 00:00:00,-0.005463915,
1998-06-02 00:00:00,-0.00354291,
1998-06-03 00:00:00,-0.002118573,
1998-06-04 00:00:00,-0.001460862,
1998-06-05 00:00:00,-0.006950265,
1998-06-08 00:00:00,-0.001122815,
1998-06-09 00:00:00,-0.000500034,
1998-06-10 00:00:00,-0.007139773,
1998-06-11 00:00:00,0.0046921,
1998-06-12 00:00:00,0.007081082,
1998-06-15 00:00:00,0.000955095,
1998-06-16 00:00:00,-0.002817856,
1998-06-17 00:00:00,0.007447767,
1998-06-18 00:00:00,-0.000855566,
1998-06-19 00:00:00,0.009109965,
1998-06-22 00:00:00,0.004332147,
1998-06-23 00:00:00,0.001641114,
1998-06-24 00:00:00,0.005914833,
1998-06-25 00:00:00,-0.001622577,
1998-06-26 00:00:00,-0.002086556,
1998-06-29 00:00:00,-0.001767168,
1998-06-30 00:00:00,0.006449546,
1998-07-01 00:00:00,-0.001246182,
1998-07-02 00:00:00,-0.000674372,
1998-07-03 00:00:00,0.00270142,
1998-07-06 00:00:00,0.000167326,
1998-07-07 00:00:00,0.002777328,
1998-07-08 00:00:00,-0.002849145,
1998-07-09 00:00:00,-0.001485871,
1998-07-10 00:00:00,0.00139061,
1998-07-13 00:00:00,0.001356911,
1998-07-14 00:00:00,0.003718751,
1998-07-15 00:00:00,0.002552071,
1998-07-16 00:00:00,0.001802603,
1998-07-17 00:00:00,-0.001927072,
1998-07-20 00:00:00,0.000381942,
1998-07-21 00:00:00,0.000629753,
1998-07-22 00:00:00,-0.002407535,
1998-07-23 00:00:00,-0.001013788,
1998-07-24 00:00:00,-0.00091525,
1998-07-27 00:00:00,-0.007016084,
1998-07-28 00:00:00,-0.001119314,
1998-07-29 00:00:00,0.002811651,
1998-07-30 00:00:00,0.002789291,
1998-07-31 00:00:00,-0.001710194,
1998-08-03 00:00:00,0.001036493,
1998-08-04 00:00:00,0.003111747,
1998-08-05 00:00:00,-0.002553488,
1998-08-06 00:00:00,-0.002625638,
1998-08-07 00:00:00,0.005146333,
1998-08-10 00:00:00,0.005467491,
1998-08-11 00:00:00,-0.002047507,
1998-08-12 00:00:00,-0.00197744,
1998-08-13 00:00:00,-0.00083604,
1998-08-14 00:00:00,0.003224006,
1998-08-17 00:00:00,-0.000152412,
1998-08-18 00:00:00,-0.005812383,
1998-08-19 00:00:00,0.001696435,
1998-08-20 00:00:00,-0.016228952,
1998-08-21 00:00:00,-0.001164765,
1998-08-24 00:00:00,-0.011658101,
1998-08-25 00:00:00,-0.000589289,
1998-08-26 00:00:00,-0.006285986,
1998-08-27 00:00:00,-0.025272688,
1998-08-28 00:00:00,0.008940785,
1998-08-31 00:00:00,0.001112152,
1998-09-01 00:00:00,0.000186159,
1998-09-02 00:00:00,0.004125281,
1998-09-03 00:00:00,-0.011031444,
1998-09-04 00:00:00,0.006535845,
1998-09-07 00:00:00,-0.002725068,
1998-09-08 00:00:00,4.51908E-05,
1998-09-09 00:00:00,0.00584045,
1998-09-10 00:00:00,-0.000390333,
1998-09-11 00:00:00,-0.001533896,
1998-09-14 00:00:00,0.002706869,
1998-09-15 00:00:00,-0.000810729,
1998-09-16 00:00:00,0.002657093,
1998-09-17 00:00:00,-0.007448376,
1998-09-18 00:00:00,0.000854497,
1998-09-21 00:00:00,0.000122222,
1998-09-22 00:00:00,0.000936729,
1998-09-23 00:00:00,0.001014348,
1998-09-24 00:00:00,0.003013524,
1998-09-25 00:00:00,0.000304731,
1998-09-28 00:00:00,-0.000476287,
1998-09-29 00:00:00,0.007559353,
1998-09-30 00:00:00,-0.001625073,
1998-10-01 00:00:00,-0.002706621,
1998-10-02 00:00:00,-0.005249675,
1998-10-05 00:00:00,0.001446599,
1998-10-06 00:00:00,-0.001990785,
1998-10-07 00:00:00,-0.009276756,
1998-10-08 00:00:00,-0.015586609,
1998-10-09 00:00:00,-0.000761945,
1998-10-12 00:00:00,0.00762345,
1998-10-13 00:00:00,0.001229982,
1998-10-14 00:00:00,-0.002616387,
1998-10-15 00:00:00,0.000317845,
1998-10-16 00:00:00,-0.000182729,
1998-10-19 00:00:00,-0.001155542,
1998-10-20 00:00:00,0.008096197,
1998-10-21 00:00:00,-1.6162E-05,
1998-10-22 00:00:00,0.002147637,
1998-10-23 00:00:00,0.002408299,
1998-10-26 00:00:00,0.001005944,
1998-10-27 00:00:00,0.002643661,
1998-10-28 00:00:00,-0.000937579,
1998-10-29 00:00:00,-0.00313671,
1998-10-30 00:00:00,0.001005266,
1998-11-02 00:00:00,-0.001619221,
1998-11-03 00:00:00,0.002768894,
1998-11-04 00:00:00,0.001453839,
1998-11-05 00:00:00,0.002612366,
1998-11-06 00:00:00,0.000707646,
1998-11-09 00:00:00,0.003825924,
1998-11-10 00:00:00,0.003143546,
1998-11-11 00:00:00,-0.000512776,
1998-11-12 00:00:00,0.002380581,
1998-11-13 00:00:00,-0.005057801,
1998-11-16 00:00:00,-0.001782225,
1998-11-17 00:00:00,0.004471508,
1998-11-18 00:00:00,0.000923895,
1998-11-19 00:00:00,-0.008202394,
1998-11-20 00:00:00,0.006098661,
1998-11-23 00:00:00,0.00112309,
1998-11-24 00:00:00,-0.000482229,
1998-11-25 00:00:00,0.002351314,
1998-11-26 00:00:00,0.002929692,
1998-11-27 00:00:00,-0.00082035,
1998-11-30 00:00:00,0.004127352,
1998-12-01 00:00:00,0.000840343,
1998-12-02 00:00:00,-0.002437781,
1998-12-03 00:00:00,-0.007600538,
1998-12-04 00:00:00,-0.003329458,
1998-12-07 00:00:00,0.003209676,
1998-12-08 00:00:00,-0.005671557,
1998-12-09 00:00:00,-0.006214583,
1998-12-10 00:00:00,-0.000284695,
1998-12-11 00:00:00,-0.008519998,
1998-12-14 00:00:00,-0.005146695,
1998-12-15 00:00:00,0.002437866,
1998-12-16 00:00:00,0.004411713,
1998-12-17 00:00:00,0.001881809,
1998-12-18 00:00:00,-0.002959945,
1998-12-21 00:00:00,0.002611791,
1998-12-22 00:00:00,0.002753754,
1998-12-23 00:00:00,-0.001047074,
1998-12-24 00:00:00,0.002433817,
1998-12-25 00:00:00,2.45964E-05,
1998-12-28 00:00:00,-0.002561588,
1998-12-29 00:00:00,0.001873533,
1998-12-30 00:00:00,0.002013611,
1998-12-31 00:00:00,-0.002702205,
1999-01-01 00:00:00,-1.49435E-06,
1999-01-04 00:00:00,0.006453854,
1999-01-05 00:00:00,0.003789259,
1999-01-06 00:00:00,0.005640059,
1999-01-07 00:00:00,-0.001265711,
1999-01-08 00:00:00,-0.000827551,
1999-01-11 00:00:00,-0.002630575,
1999-01-12 00:00:00,-0.00059001,
1999-01-13 00:00:00,0.007799077,
1999-01-14 00:00:00,0.001527198,
1999-01-15 00:00:00,0.00435512,
1999-01-18 00:00:00,-0.000354908,
1999-01-19 00:00:00,-0.001994525,
1999-01-20 00:00:00,0.002937866,
1999-01-21 00:00:00,0.001157112,
1999-01-22 00:00:00,-0.002157564,
1999-01-25 00:00:00,0.000808253,
1999-01-26 00:00:00,-0.000791395,
1999-01-27 00:00:00,0.001226133,
1999-01-28 00:00:00,0.001696714,
1999-01-29 00:00:00,0.005607496,
1999-02-01 00:00:00,0.004921635,
1999-02-02 00:00:00,0.001878592,
1999-02-03 00:00:00,-0.001033025,
1999-02-04 00:00:00,0.001020006,
1999-02-05 00:00:00,-0.000112034,
1999-02-08 00:00:00,-0.002107852,
1999-02-09 00:00:00,-3.44577E-05,
1999-02-10 00:00:00,0.004010201,
1999-02-11 00:00:00,0.001664346,
1999-02-12 00:00:00,0.001496563,
1999-02-15 00:00:00,0.000747356,
1999-02-16 00:00:00,-0.003926961,
1999-02-17 00:00:00,-0.00188818,
1999-02-18 00:00:00,0.002165487,
1999-02-19 00:00:00,0.003291742,
1999-02-22 00:00:00,0.001749555,
1999-02-23 00:00:00,0.002083866,
1999-02-24 00:00:00,0.001061786,
1999-02-25 00:00:00,-0.00800275,
1999-02-26 00:00:00,-0.003034975,
1999-03-01 00:00:00,-0.001964482,
1999-03-02 00:00:00,0.001495736,
1999-03-03 00:00:00,0.00143163,
1999-03-04 00:00:00,0.005213369,
1999-03-05 00:00:00,0.001616023,
1999-03-08 00:00:00,0.000859126,
1999-03-09 00:00:00,-0.000413214,
1999-03-10 00:00:00,-0.006247917,
1999-03-11 00:00:00,0.001136166,
1999-03-12 00:00:00,-0.002893795,
1999-03-15 00:00:00,-0.000868103,
1999-03-16 00:00:00,-0.001985501,
1999-03-17 00:00:00,0.000829821,
1999-03-18 00:00:00,0.002089108,
1999-03-19 00:00:00,0.00018585,
1999-03-22 00:00:00,0.003672741,
1999-03-23 00:00:00,0.001544377,
1999-03-24 00:00:00,-0.001742177,
1999-03-25 00:00:00,0.00102852,
1999-03-26 00:00:00,0.005126341,
1999-03-29 00:00:00,0.000671153,
1999-03-30 00:00:00,-0.000741283,
1999-03-31 00:00:00,-0.001878423,
1999-04-01 00:00:00,0.006219,
1999-04-02 00:00:00,0.001469943,
1999-04-05 00:00:00,0.001673984,
1999-04-06 00:00:00,-0.002220115,
1999-04-07 00:00:00,-0.000311927,
1999-04-08 00:00:00,-0.002926901,
1999-04-09 00:00:00,0.00238742,
1999-04-12 00:00:00,0.000373267,
1999-04-13 00:00:00,0.001488437,
1999-04-14 00:00:00,-0.001164513,
1999-04-15 00:00:00,0.001028611,
1999-04-16 00:00:00,0.002882747,
1999-04-19 00:00:00,0.004944176,
1999-04-20 00:00:00,-0.001411505,
1999-04-21 00:00:00,0.004986162,
1999-04-22 00:00:00,-0.000404194,
1999-04-23 00:00:00,-0.002875073,
1999-04-26 00:00:00,0.002062566,
1999-04-27 00:00:00,-0.000809572,
1999-04-28 00:00:00,-0.001278313,
1999-04-29 00:00:00,-0.00084874,
1999-04-30 00:00:00,0.000770922,
1999-05-03 00:00:00,0.001017832,
1999-05-04 00:00:00,0.000720652,
1999-05-05 00:00:00,-0.001019334,
1999-05-06 00:00:00,-0.002061066,
1999-05-07 00:00:00,0.001305368,
1999-05-10 00:00:00,3.82437E-05,
1999-05-11 00:00:00,0.005149059,
1999-05-12 00:00:00,-0.0004195,
1999-05-13 00:00:00,0.003434163,
1999-05-14 00:00:00,-0.001480572,
1999-05-17 00:00:00,0.004124072,
1999-05-18 00:00:00,0.002496069,
1999-05-19 00:00:00,-0.000150357,
1999-05-20 00:00:00,-0.000128935,
1999-05-21 00:00:00,0.002222484,
1999-05-24 00:00:00,-0.001468986,
1999-05-25 00:00:00,-0.005914917,
1999-05-26 00:00:00,-0.002382845,
1999-05-27 00:00:00,0.000950376,
1999-05-28 00:00:00,-0.001513959,
1999-05-31 00:00:00,0.001849292,
1999-06-01 00:00:00,-0.006851879,
1999-06-02 00:00:00,0.003721122,
1999-06-03 00:00:00,0.003208067,
1999-06-04 00:00:00,0.008471458,
1999-06-07 00:00:00,-0.000577095,
1999-06-08 00:00:00,-0.006838334,
1999-06-09 00:00:00,-0.001006195,
1999-06-10 00:00:00,8.70995E-05,
1999-06-11 00:00:00,0.000872675,
1999-06-14 00:00:00,0.007169065,
1999-06-15 00:00:00,-0.002238848,
1999-06-16 00:00:00,0.001629508,
1999-06-17 00:00:00,-0.001149131,
1999-06-18 00:00:00,-0.001379288,
1999-06-21 00:00:00,0.005381513,
1999-06-22 00:00:00,-0.001305717,
1999-06-23 00:00:00,0.00366507,
1999-06-24 00:00:00,0.002073599,
1999-06-25 00:00:00,-0.004573552,
1999-06-28 00:00:00,0.001585172,
1999-06-29 00:00:00,7.74148E-06,
1999-06-30 00:00:00,0.003323865,
1999-07-01 00:00:00,0.003319893,
1999-07-02 00:00:00,0.001407242,
1999-07-05 00:00:00,0.004297133,
1999-07-06 00:00:00,-6.26507E-05,
1999-07-07 00:00:00,0.001793561,
1999-07-08 00:00:00,0.002136129,
1999-07-09 00:00:00,-0.001048784,
1999-07-12 00:00:00,-0.001971808,
1999-07-13 00:00:00,-0.002821149,
1999-07-14 00:00:00,-0.003156402,
1999-07-15 00:00:00,-0.002752097,
1999-07-16 00:00:00,0.002541443,
1999-07-19 00:00:00,-0.003737645,
1999-07-20 00:00:00,-0.00698412,
1999-07-21 00:00:00,-0.00886882,
1999-07-22 00:00:00,-0.004087882,
1999-07-23 00:00:00,-0.000917654,
1999-07-26 00:00:00,-0.009792274,
1999-07-27 00:00:00,-0.000770404,
1999-07-28 00:00:00,0.000577406,
1999-07-29 00:00:00,-0.003835283,
1999-07-30 00:00:00,0.002523433,
1999-08-02 00:00:00,-0.000511401,
1999-08-03 00:00:00,0.003891513,
1999-08-04 00:00:00,-0.002000991,
1999-08-05 00:00:00,-0.002081887,
1999-08-06 00:00:00,-5.83514E-05,
1999-08-09 00:00:00,0.003700352,
1999-08-10 00:00:00,-0.003331981,
1999-08-11 00:00:00,0.004512185,
1999-08-12 00:00:00,0.002982437,
1999-08-13 00:00:00,0.004303775,
1999-08-16 00:00:00,-0.003938801,
1999-08-17 00:00:00,4.0155E-05,
1999-08-18 00:00:00,-0.007487372,
1999-08-19 00:00:00,-0.008716293,
1999-08-20 00:00:00,-0.002069033,
1999-08-23 00:00:00,0.002272418,
1999-08-24 00:00:00,0.001911675,
1999-08-25 00:00:00,-0.001722343,
1999-08-26 00:00:00,0.001725235,
1999-08-27 00:00:00,-0.000190374,
1999-08-30 00:00:00,-0.002200402,
1999-08-31 00:00:00,-0.003691321,
1999-09-01 00:00:00,-0.001717201,
1999-09-02 00:00:00,-0.000617106,
1999-09-03 00:00:00,0.005704003,
1999-09-06 00:00:00,-0.00036884,
1999-09-07 00:00:00,0.008858851,
1999-09-08 00:00:00,0.000673952,
1999-09-09 00:00:00,-0.001916264,
1999-09-10 00:00:00,0.00294845,
1999-09-13 00:00:00,-0.001069126,
1999-09-14 00:00:00,-0.002916523,
1999-09-15 00:00:00,-0.002390352,
1999-09-16 00:00:00,0.001491982,
1999-09-17 00:00:00,0.007259146,
1999-09-20 00:00:00,-0.00160452,
1999-09-21 00:00:00,-0.007061131,
1999-09-22 00:00:00,-0.003653432,
1999-09-23 00:00:00,0.000737542,
1999-09-24 00:00:00,-0.003154509,
1999-09-27 00:00:00,0.006298755,
1999-09-28 00:00:00,-0.003202083,
1999-09-29 00:00:00,0.002084306,
1999-09-30 00:00:00,-0.000704088,
1999-10-01 00:00:00,-0.004363837,
1999-10-04 00:00:00,0.005257169,
1999-10-05 00:00:00,0.002953576,
1999-10-06 00:00:00,0.000810302,
1999-10-07 00:00:00,-0.001321296,
1999-10-08 00:00:00,-0.001617426,
1999-10-11 00:00:00,-0.001580718,
1999-10-12 00:00:00,-0.002104045,
1999-10-13 00:00:00,0.001468899,
1999-10-14 00:00:00,-0.002268859,
1999-10-15 00:00:00,-0.005289903,
1999-10-18 00:00:00,-0.003491684,
1999-10-19 00:00:00,0.003197009,
1999-10-20 00:00:00,0.004486309,
1999-10-21 00:00:00,1.32544E-05,
1999-10-22 00:00:00,0.003219728,
1999-10-25 00:00:00,-0.001648844,
1999-10-26 00:00:00,0.000855869,
1999-10-27 00:00:00,-0.006163705,
1999-10-28 00:00:00,0.004132376,
1999-10-29 00:00:00,-0.004975,
1999-11-01 00:00:00,0.002024102,
1999-11-02 00:00:00,-0.000164529,
1999-11-03 00:00:00,0.005198696,
1999-11-04 00:00:00,-0.00047587,
1999-11-05 00:00:00,0.006585236,
1999-11-08 00:00:00,0.000387885,
1999-11-09 00:00:00,-0.003225977,
1999-11-10 00:00:00,-0.001125649,
1999-11-11 00:00:00,0.001876295,
1999-11-12 00:00:00,0.002635088,
1999-11-15 00:00:00,0.000204409,
1999-11-16 00:00:00,0.00165188,
1999-11-17 00:00:00,-0.002853699,
1999-11-18 00:00:00,0.002088268,
1999-11-19 00:00:00,0.000922058,
1999-11-22 00:00:00,-0.004057987,
1999-11-23 00:00:00,-0.002035043,
1999-11-24 00:00:00,0.002157724,
1999-11-25 00:00:00,0.001155161,
1999-11-26 00:00:00,-0.006424922,
1999-11-29 00:00:00,0.00023194,
1999-11-30 00:00:00,0.00063102,
1999-12-01 00:00:00,-6.536E-05,
1999-12-02 00:00:00,0.000445277,
1999-12-03 00:00:00,-0.002145944,
1999-12-06 00:00:00,-0.000670484,
1999-12-07 00:00:00,-0.000997093,
1999-12-08 00:00:00,0.002239083,
1999-12-09 00:00:00,6.0305E-05,
1999-12-10 00:00:00,-0.007686592,
1999-12-13 00:00:00,0.000808312,
1999-12-14 00:00:00,0.004909952,
1999-12-15 00:00:00,-0.000738754,
1999-12-16 00:00:00,0.005161835,
1999-12-17 00:00:00,0.002656668,
1999-12-20 00:00:00,-0.002503067,
1999-12-21 00:00:00,0.002145347,
1999-12-22 00:00:00,-0.000384386,
1999-12-23 00:00:00,-0.001581606,
1999-12-24 00:00:00,6.6695E-05,
1999-12-27 00:00:00,0.003700894,
1999-12-28 00:00:00,0.003141122,
1999-12-29 00:00:00,0.003440152,
1999-12-30 00:00:00,0.004032557,
1999-12-31 00:00:00,2.27164E-08,
2000-01-03 00:00:00,-0.004284732,
2000-01-04 00:00:00,0.002214501,
2000-01-05 00:00:00,0.000822809,
2000-01-06 00:00:00,0.002406877,
2000-01-07 00:00:00,0.002590145,
2000-01-10 00:00:00,0.001096567,
2000-01-11 00:00:00,0.000976008,
2000-01-12 00:00:00,0.002067929,
2000-01-13 00:00:00,0.007134248,
2000-01-14 00:00:00,0.002492592,
2000-01-17 00:00:00,-0.004588364,
2000-01-18 00:00:00,0.001907794,
2000-01-19 00:00:00,7.25091E-06,
2000-01-20 00:00:00,0.000582723,
2000-01-21 00:00:00,-0.002895506,
2000-01-24 00:00:00,-0.000695455,
2000-01-25 00:00:00,-0.000398535,
2000-01-26 00:00:00,-0.000411201,
2000-01-27 00:00:00,-0.000718329,
2000-01-28 00:00:00,-0.004547892,
2000-01-31 00:00:00,0.005080623,
2000-02-01 00:00:00,0.000406626,
2000-02-02 00:00:00,0.002786013,
2000-02-03 00:00:00,0.000808392,
2000-02-04 00:00:00,-0.003971466,
2000-02-07 00:00:00,0.003974508,
2000-02-08 00:00:00,0.000827648,
2000-02-09 00:00:00,-0.001616243,
2000-02-10 00:00:00,-0.000259783,
2000-02-11 00:00:00,0.001226823,
2000-02-14 00:00:00,-0.000915352,
2000-02-15 00:00:00,-0.000976261,
2000-02-16 00:00:00,0.00152509,
2000-02-17 00:00:00,0.003804207,
2000-02-18 00:00:00,0.000701284,
2000-02-21 00:00:00,-0.000395378,
2000-02-22 00:00:00,-0.005015004,
2000-02-23 00:00:00,-0.000200788,
2000-02-24 00:00:00,0.000235221,
2000-02-25 00:00:00,0.002731633,
2000-02-28 00:00:00,-0.006367169,
2000-02-29 00:00:00,0.00428204,
2000-03-01 00:00:00,-0.012050168,
2000-03-02 00:00:00,0.005778634,
2000-03-03 00:00:00,0.001708582,
2000-03-06 00:00:00,-0.00520184,
2000-03-07 00:00:00,-0.001245688,
2000-03-08 00:00:00,0.003235576,
2000-03-09 00:00:00,-0.00129887,
2000-03-10 00:00:00,0.003517796,
2000-03-13 00:00:00,-0.00306357,
2000-03-14 00:00:00,-0.00236905,
2000-03-15 00:00:00,-0.000271267,
2000-03-16 00:00:00,-0.001646114,
2000-03-17 00:00:00,-0.000546539,
2000-03-20 00:00:00,0.001477793,
2000-03-21 00:00:00,0.003396523,
2000-03-22 00:00:00,0.001054379,
2000-03-23 00:00:00,-0.001062067,
2000-03-24 00:00:00,-0.001740821,
2000-03-27 00:00:00,0.005459369,
2000-03-28 00:00:00,0.001714374,
2000-03-29 00:00:00,-0.000672629,
2000-03-30 00:00:00,-0.001615943,
2000-03-31 00:00:00,-0.008937936,
2000-04-03 00:00:00,0.006168427,
2000-04-04 00:00:00,0.001372152,
2000-04-05 00:00:00,-0.001813197,
2000-04-06 00:00:00,-3.11598E-06,
2000-04-07 00:00:00,0.000802332,
2000-04-10 00:00:00,0.003107363,
2000-04-11 00:00:00,-0.001203256,
2000-04-12 00:00:00,-0.001267485,
2000-04-13 00:00:00,7.00487E-05,
2000-04-14 00:00:00,-0.003273245,
2000-04-17 00:00:00,-0.005029629,
2000-04-18 00:00:00,0.002108867,
2000-04-19 00:00:00,-0.000430017,
2000-04-20 00:00:00,0.001540593,
2000-04-21 00:00:00,0.001955738,
2000-04-24 00:00:00,-0.000304578,
2000-04-25 00:00:00,-0.001679737,
2000-04-26 00:00:00,0.000906308,
2000-04-27 00:00:00,-0.003257769,
2000-04-28 00:00:00,0.004189018,
2000-05-01 00:00:00,0.00209449,
2000-05-02 00:00:00,0.00152658,
2000-05-03 00:00:00,0.002067726,
2000-05-04 00:00:00,-0.002080457,
2000-05-05 00:00:00,0.001865315,
2000-05-08 00:00:00,-0.000893455,
2000-05-09 00:00:00,0.000837237,
2000-05-10 00:00:00,-2.26656E-05,
2000-05-11 00:00:00,-0.002339931,
2000-05-12 00:00:00,0.002559836,
2000-05-15 00:00:00,-0.000915165,
2000-05-16 00:00:00,0.003740491,
2000-05-17 00:00:00,-0.006075481,
2000-05-18 00:00:00,-0.004771755,
2000-05-19 00:00:00,-0.003131465,
2000-05-22 00:00:00,0.001467415,
2000-05-23 00:00:00,0.000645243,
2000-05-24 00:00:00,-0.002792523,
2000-05-25 00:00:00,0.002191998,
2000-05-26 00:00:00,-0.006231534,
2000-05-29 00:00:00,0.002549849,
2000-05-30 00:00:00,-0.002804077,
2000-05-31 00:00:00,0.002546705,
2000-06-01 00:00:00,0.003306693,
2000-06-02 00:00:00,0.001492362,
2000-06-05 00:00:00,-0.000665359,
2000-06-06 00:00:00,-0.002346841,
2000-06-07 00:00:00,-0.000373044,
2000-06-08 00:00:00,0.001480771,
2000-06-09 00:00:00,0.001189588,
2000-06-12 00:00:00,0.000195151,
2000-06-13 00:00:00,0.002453655,
2000-06-14 00:00:00,0.002665995,
2000-06-15 00:00:00,-0.00190643,
2000-06-16 00:00:00,0.0016971,
2000-06-19 00:00:00,-0.002554631,
2000-06-20 00:00:00,0.000951585,
2000-06-21 00:00:00,0.001043218,
2000-06-22 00:00:00,-0.003420384,
2000-06-23 00:00:00,-0.000118535,
2000-06-26 00:00:00,0.00309475,
2000-06-27 00:00:00,0.000916416,
2000-06-28 00:00:00,-0.000908894,
2000-06-29 00:00:00,0.000366062,
2000-06-30 00:00:00,0.00344132,
2000-07-03 00:00:00,-0.001045342,
2000-07-04 00:00:00,-0.000702696,
2000-07-05 00:00:00,0.002300356,
2000-07-06 00:00:00,0.001056628,
2000-07-07 00:00:00,0.000918983,
2000-07-10 00:00:00,-0.001793282,
2000-07-11 00:00:00,-0.001190747,
2000-07-12 00:00:00,0.002376537,
2000-07-13 00:00:00,-0.002953527,
2000-07-14 00:00:00,0.000841481,
2000-07-17 00:00:00,-0.000579085,
2000-07-18 00:00:00,-0.002137522,
2000-07-19 00:00:00,-0.002696524,
2000-07-20 00:00:00,0.001571678,
2000-07-21 00:00:00,0.005107718,
2000-07-24 00:00:00,-0.001585436,
2000-07-25 00:00:00,0.003242883,
2000-07-26 00:00:00,0.000165925,
2000-07-27 00:00:00,-0.002331654,
2000-07-28 00:00:00,-0.001430445,
2000-07-31 00:00:00,-0.000932892,
2000-08-01 00:00:00,-0.00019968,
2000-08-02 00:00:00,-0.005281456,
2000-08-03 00:00:00,-0.004241606,
2000-08-04 00:00:00,0.003692644,
2000-08-07 00:00:00,-0.000365077,
2000-08-08 00:00:00,-0.003616555,
2000-08-09 00:00:00,-0.001305808,
2000-08-10 00:00:00,0.005433727,
2000-08-11 00:00:00,-0.002790395,
2000-08-14 00:00:00,0.002841112,
2000-08-15 00:00:00,0.000958371,
2000-08-16 00:00:00,0.00240468,
2000-08-17 00:00:00,0.003667736,
2000-08-18 00:00:00,-0.003242366,
2000-08-21 00:00:00,-0.0013589,
2000-08-22 00:00:00,-0.005483514,
2000-08-23 00:00:00,-0.013837498,
2000-08-24 00:00:00,0.003100553,
2000-08-25 00:00:00,0.002569945,
2000-08-28 00:00:00,-0.001504207,
2000-08-29 00:00:00,-0.003405954,
2000-08-30 00:00:00,-0.000803399,
2000-08-31 00:00:00,0.000616419,
2000-09-01 00:00:00,-0.001052846,
2000-09-04 00:00:00,0.001477003,
2000-09-05 00:00:00,-0.004889416,
2000-09-06 00:00:00,-0.003610787,
2000-09-07 00:00:00,-0.009954001,
2000-09-08 00:00:00,0.003664289,
2000-09-11 00:00:00,0.003711238,
2000-09-12 00:00:00,0.003314965,
2000-09-13 00:00:00,0.001066113,
2000-09-14 00:00:00,-0.000994507,
2000-09-15 00:00:00,0.000240442,
2000-09-18 00:00:00,-0.003737136,
2000-09-19 00:00:00,-0.000425376,
2000-09-20 00:00:00,-0.003450297,
2000-09-21 00:00:00,0.000449999,
2000-09-22 00:00:00,0.012493171,
2000-09-25 00:00:00,-0.002875925,
2000-09-26 00:00:00,0.002387898,
2000-09-27 00:00:00,-2.4597E-05,
2000-09-28 00:00:00,0.002309344,
2000-09-29 00:00:00,-0.002373295,
2000-10-02 00:00:00,0.002509062,
2000-10-03 00:00:00,-0.001318477,
2000-10-04 00:00:00,5.9697E-06,
2000-10-05 00:00:00,-0.001273676,
2000-10-06 00:00:00,-0.000994777,
2000-10-09 00:00:00,-0.000325285,
2000-10-10 00:00:00,-0.003319848,
2000-10-11 00:00:00,-0.001096337,
2000-10-12 00:00:00,-0.002482585,
2000-10-13 00:00:00,-0.001781262,
2000-10-16 00:00:00,-0.001140077,
2000-10-17 00:00:00,-0.001546345,
2000-10-18 00:00:00,-0.002750788,
2000-10-19 00:00:00,0.00134381,
2000-10-20 00:00:00,0.002475526,
2000-10-23 00:00:00,-0.001464111,
2000-10-24 00:00:00,-0.000972796,
2000-10-25 00:00:00,-0.003201002,
2000-10-26 00:00:00,0.002566357,
2000-10-27 00:00:00,0.00477183,
2000-10-30 00:00:00,0.002969696,
2000-10-31 00:00:00,0.001804423,
2000-11-01 00:00:00,0.002803456,
2000-11-02 00:00:00,-0.001342717,
2000-11-03 00:00:00,-0.000581459,
2000-11-06 00:00:00,0.002001371,
2000-11-07 00:00:00,-0.001367588,
2000-11-08 00:00:00,0.000380727,
2000-11-09 00:00:00,0.0018245,
2000-11-10 00:00:00,-0.001491854,
2000-11-13 00:00:00,-0.003504746,
2000-11-14 00:00:00,0.001479435,
2000-11-15 00:00:00,0.003469151,
2000-11-16 00:00:00,-0.000692403,
2000-11-17 00:00:00,-0.00027653,
2000-11-20 00:00:00,-0.000754687,
