rn,EURUSDCR Curncy,.EURUSDCC Index,.EURCSG Index,.EURCSF Index,.EURCSI Index,.USDCS Index,.ECBFEDTA Index,CESIEUR Index,CESIUSD Index,.EUREQFLO Index,WIRAWRLD Index,GTDEM10YR Corp,GTFRF10YR Corp,GTITL10YR Corp,USGG10YR Index,EUCRBRDT Index,USCRWTIC Index,MPMIEZCA Index,MPMIUSCA Index,.EURPERS Index,GTDEMII10YR Corp,GTFRFII10YR Corp,GTITLII10YR Corp,GTII10 Govt,CTOTEUR Index,CTOTUSD Index
2008-02-09,116.7465,1.215,0.775,0.675,0.924,1.7209,1052.5445,26.8,-40.8,209381.76,6330581.49,3.864,3.973,4.239,3.6428,91.94,91.77,53.9,55.7,27.92,1.791,1.851,1.97,1.322,-13.2,-18.28
2008-02-10,116.7465,1.215,0.775,0.675,0.924,1.7209,1052.5445,26.8,-40.8,209381.76,6330581.49,3.864,3.973,4.239,3.6428,91.94,91.77,53.9,55.7,27.92,1.791,1.851,1.97,1.322,-13.2,-18.28
2008-02-11,116.7201,1.21,0.801,0.675,0.952,1.7091,1052.146,31.3,-39.4,209381.76,6330581.49,3.859,3.979,4.25,3.6144,93.45,93.59,53.9,55.7,29.16,1.791,1.842,1.985,1.287,-13.41,-18.73
2008-02-12,117.386,1.27,0.822,0.705,0.949,1.7448,1063.038,42,-38.7,209381.76,6330581.49,3.945,4.063,4.33,3.6579,93.16,92.78,53.9,55.7,29.34,1.791,1.925,2.048,1.318,-13.34,-18.66
2008-02-13,117.3114,1.2375,0.835,0.696,0.956,1.8154,1049.8077,41.3,-34.6,212281.76,6330581.49,3.956,4.07,4.334,3.7282,93.3,93.27,53.9,55.7,28.9,1.791,1.905,2.049,1.427,-13.41,-18.74
2008-02-14,117.7679,1.33,0.824,0.701,0.939,1.9283,1057.2462,40.6,-24.3,212281.76,6330581.49,4.005,4.121,4.378,3.8163,95.5,95.46,53.9,55.7,28.36,1.791,1.934,2.082,1.509,-13.71,-19.09
2008-02-15,118.0875,1.325,0.838,0.701,0.962,1.8573,1093.1782,39.9,-39.4,213481.76,6340446.32,3.955,4.079,4.346,3.7686,94.97,95.5,53.9,55.7,29.54,1.791,1.884,2.025,1.474,-13.69,-19.01
2008-02-16,118.0875,1.325,0.838,0.701,0.962,1.8573,1093.1782,39.9,-39.4,213481.76,6340446.32,3.955,4.079,4.346,3.7686,94.97,95.5,53.9,55.7,29.54,1.791,1.884,2.025,1.474,-13.69,-19.01
2008-02-17,118.0875,1.325,0.838,0.701,0.962,1.8573,1093.1782,39.9,-39.4,213481.76,6340446.32,3.955,4.079,4.346,3.7686,94.97,95.5,53.9,55.7,29.54,1.791,1.884,2.025,1.474,-13.69,-19.01
2008-02-18,117.9644,1.2375,0.818,0.682,0.934,1.8576,1089.2688,37.3,-39.8,213481.76,6340446.32,4.015,4.138,4.395,3.7686,95.11,95.5,53.9,55.7,28.62,1.791,1.937,2.084,1.473,-13.69,-19.01
2008-02-19,118.6626,1.215,0.816,0.678,0.939,1.8289,1100.8622,36.3,-39.7,213481.76,6340446.32,3.994,4.116,4.379,3.8959,98.74,100.01,53.9,55.7,29.1,1.791,1.888,2.034,1.55,-14.12,-19.78
2008-02-20,118.2901,1.2175,0.788,0.659,0.917,1.7655,1097.9413,35.5,-35.2,213481.76,6340446.32,4.025,4.148,4.423,3.8902,98.57,100.74,53.9,55.7,29.92,1.791,1.889,2.042,1.517,-14.08,-19.77
2008-02-21,119.2947,1.3,0.667,0.573,0.828,1.8027,1114.6572,33.6,-42.9,213481.76,6340446.32,4.015,4.131,4.414,3.7706,96.29,98.53,53.9,55.7,30.46,1.791,1.88,2.049,1.418,-13.98,-19.39
2008-02-22,119.3569,1.235,0.667,0.584,0.86,1.7847,1102.5185,23.9,-42.6,213081.76,6344330.1,4.003,4.124,4.417,3.8016,97.07,98.96,53.9,55.7,31.6,1.791,1.883,2.068,1.45,-14.1,-19.52
2008-02-23,119.3569,1.235,0.667,0.584,0.86,1.7847,1102.5185,23.9,-42.6,213081.76,6344330.1,4.003,4.124,4.417,3.8016,97.07,98.96,53.9,55.7,31.6,1.791,1.883,2.068,1.45,-14.1,-19.52
2008-02-24,119.3569,1.235,0.667,0.584,0.86,1.7847,1102.5185,23.9,-42.6,213081.76,6344330.1,4.003,4.124,4.417,3.8016,97.07,98.96,53.9,55.7,31.6,1.791,1.883,2.068,1.45,-14.1,-19.52
2008-02-25,119.4032,1.255,0.697,0.614,0.912,1.7884,1102.6524,13.4,-41.6,213081.76,6344330.1,4.036,4.156,4.469,3.8964,97.92,99.48,53.9,55.7,33.1,1.791,1.915,2.102,1.511,-14.13,-19.5
2008-02-26,120.102,1.355,0.687,0.608,0.895,1.8596,1114.1667,30.3,-52.5,213083.29,6344330.1,4.074,4.193,4.503,3.8596,99.65,100.88,53.9,55.7,32.94,1.791,1.933,2.131,1.411,-14.29,-19.7
2008-02-27,121.8074,1.28,0.727,0.641,0.935,1.8566,1128.222,32.8,-55.6,213083.29,6344330.1,4.088,4.203,4.515,3.8481,98.34,99.64,53.9,55.7,32.52,1.791,1.925,2.131,1.402,-14.2,-19.42
2008-02-28,122.5544,1.4,0.733,0.632,0.954,1.8535,1140.5396,32.3,-59.3,211383.29,6344330.1,4.001,4.11,4.427,3.6697,100.95,102.59,53.9,55.7,31.8,1.791,1.839,2.039,1.196,-14.57,-19.97
2008-02-29,122.2229,1.3438,0.731,0.593,0.948,1.8934,1132.2401,29.5,-64.6,209583.29,6351897.93,3.891,4.008,4.328,3.5092,100.16,101.84,53.9,55.7,32.64,1.791,1.731,1.94,1.071,-14.49,-19.83
2008-03-01,122.2229,1.3438,0.731,0.593,0.948,1.8934,1132.2401,29.5,-64.6,209583.29,6351897.93,3.891,4.008,4.328,3.5092,100.16,101.84,53.9,55.7,32.64,1.791,1.731,1.94,1.071,-14.49,-19.83
2008-03-02,122.2229,1.3438,0.731,0.593,0.948,1.8934,1132.2401,29.5,-64.6,209583.29,6351897.93,3.891,4.008,4.328,3.5092,100.16,101.84,53.9,55.7,32.64,1.791,1.731,1.94,1.071,-14.49,-19.83
2008-03-03,122.3102,1.4225,0.656,0.543,0.87,1.9155,1133.0421,26.5,-64.3,209583.29,6351897.93,3.86,3.994,4.327,3.5468,100.85,102.45,53.9,55.7,34.78,1.791,1.701,1.921,1.089,-14.55,-19.82
2008-03-04,122.6392,1.3825,0.615,0.614,0.854,1.9695,1138.3891,24.2,-64.9,206783.41,6351897.93,3.806,3.977,4.324,3.6242,97.93,99.52,53.9,55.7,39.02,1.791,1.687,1.92,1.113,-14.27,-19.32
2008-03-05,123.1133,1.355,0.599,0.749,0.847,2.0457,1158.6513,24.3,-61.5,206683.41,6351897.93,3.861,4.081,4.435,3.668,101.36,104.52,53.9,55.7,43.28,1.791,1.753,2.002,1.117,-14.78,-20.18
2008-03-06,123.8134,1.4232,0.504,0.661,0.777,2.0809,1170.1475,19.1,-62.1,206683.41,6351897.93,3.809,4.038,4.413,3.5826,102.83,105.47,53.9,55.7,46.44,1.791,1.697,1.956,1.046,-14.84,-20.4
2008-03-07,123.6194,1.6238,0.521,0.69,0.798,2.016,1162.4703,29.4,-69.5,207383.41,6401944.94,3.788,4.033,4.43,3.5317,102.8,105.15,53.9,55.7,49.58,1.791,1.686,1.972,0.971,-14.77,-20.54
2008-03-08,123.6194,1.6238,0.521,0.69,0.798,2.016,1162.4703,29.4,-69.5,207383.41,6401944.94,3.788,4.033,4.43,3.5317,102.8,105.15,53.9,55.7,49.58,1.791,1.686,1.972,0.971,-14.77,-20.54
2008-03-09,123.6194,1.6238,0.521,0.69,0.798,2.016,1162.4703,29.4,-69.5,207383.41,6401944.94,3.788,4.033,4.43,3.5317,102.8,105.15,53.9,55.7,49.58,1.791,1.686,1.972,0.971,-14.77,-20.54
2008-03-10,123.5869,1.645,0.546,0.701,0.848,1.9719,1160.3375,30.9,-73.4,207383.41,6401944.94,3.731,3.957,4.379,3.4549,104.84,107.9,53.9,55.7,50.22,1.791,1.632,1.915,0.913,-14.96,-20.93
2008-03-11,123.5385,1.685,0.457,0.59,0.755,1.8519,1159.4044,47.4,-72.1,205484.6,6401944.94,3.789,3.981,4.395,3.5921,105.89,108.75,53.9,55.7,47.14,1.791,1.659,1.935,1.049,-15.02,-20.92
2008-03-12,125.0217,1.735,0.418,0.541,0.722,1.8418,1168.6329,47.5,-72.7,203184.6,6401944.94,3.771,3.955,4.371,3.4604,106.82,109.92,53.9,55.7,46.68,1.791,1.667,1.908,0.932,-15.11,-21.03
2008-03-13,125.4978,1.77,0.45,0.575,0.755,1.8999,1176.3642,47.7,-80.1,203184.74,6401944.94,3.76,3.96,4.383,3.5261,107.71,110.33,53.9,55.7,51.76,1.791,1.672,1.926,1.003,-15.22,-21.16
2008-03-14,126.095,2.0419,0.486,0.608,0.804,1.9892,1244.2552,48,-87.5,203184.74,6432015.14,3.732,3.934,4.36,3.4679,107.57,110.21,53.9,55.7,54.34,1.791,1.681,1.922,1.003,-15.11,-21.17
2008-03-15,126.095,2.0419,0.486,0.608,0.804,1.9892,1244.2552,48,-87.5,203184.74,6432015.14,3.732,3.934,4.36,3.4679,107.57,110.21,53.9,55.7,54.34,1.791,1.681,1.922,1.003,-15.11,-21.17
2008-03-16,126.095,2.0419,0.486,0.608,0.804,1.9892,1244.2552,48,-87.5,203184.74,6432015.14,3.732,3.934,4.36,3.4679,107.57,110.21,53.9,55.7,54.34,1.791,1.681,1.922,1.003,-15.11,-21.17
2008-03-17,126.6856,2.0825,0.745,0.679,0.886,1.9657,1250.2731,50.8,-94,200934.74,6432015.14,3.688,3.908,4.334,3.3061,102.82,105.68,53.9,55.7,57.16,1.791,1.697,1.922,1.035,-14.5,-20.36
2008-03-18,127.3644,2.1325,0.644,0.586,0.768,1.8837,1261.625,50.5,-90.9,200935.07,6432015.14,3.761,3.996,4.366,3.4828,106.42,109.42,53.9,55.7,54.5,1.791,1.758,1.951,1.09,-14.92,-21.15
2008-03-19,126.3104,2.075,0.531,0.468,0.653,1.8679,1251.8863,50.2,-90.4,195435.07,6432015.14,3.761,3.966,4.322,3.3282,101.53,104.48,53.9,55.7,50.42,1.791,1.76,1.902,0.997,-14.27,-20.36
2008-03-20,124.6999,2.1313,0.465,0.391,0.589,1.7373,1224.3955,49.9,-88.9,193735.07,6432015.14,3.752,3.955,4.314,3.3336,100.76,102.79,53.9,55.7,49.58,1.791,1.8,1.93,1.006,-14.15,-20.5
2008-03-21,124.5889,2.0813,0.492,0.395,0.576,1.7378,1236.7989,49.9,-88.9,193735.07,6444089.32,3.762,3.957,4.313,3.3335,100.76,102.79,53.9,55.7,48.84,1.791,1.803,1.935,1.006,-14.15,-20.5
2008-03-22,124.5889,2.0813,0.492,0.395,0.576,1.7378,1236.7989,49.9,-88.9,193735.07,6444089.32,3.762,3.957,4.313,3.3335,100.76,102.79,53.9,55.7,48.84,1.791,1.803,1.935,1.006,-14.15,-20.5
2008-03-23,124.5889,2.0813,0.492,0.395,0.576,1.7378,1236.7989,49.9,-88.9,193735.07,6444089.32,3.762,3.957,4.313,3.3335,100.76,102.79,53.9,55.7,48.84,1.791,1.803,1.935,1.006,-14.15,-20.5
2008-03-24,124.3328,2.0863,0.497,0.391,0.553,1.7552,1235.1441,49.9,-88.9,193735.07,6444089.32,3.761,3.958,4.302,3.5563,100.4,101.06,53.9,55.7,48.8,1.791,1.803,1.937,1.248,-14.12,-20.31
2008-03-25,125.7698,2.0263,0.412,0.374,0.545,1.7373,1259.5512,51.7,-98.8,193735.07,6444089.32,3.883,4.08,4.42,3.5053,100.72,101.12,53.9,55.7,47.48,1.791,1.927,2.061,1.256,-14.22,-20.26
2008-03-26,127.4649,1.9375,0.411,0.403,0.582,1.8409,1283.2978,78.5,-100.6,193735.07,6444089.32,3.876,4.097,4.434,3.4602,104.13,105.9,53.9,55.7,49.34,1.791,1.932,2.061,1.191,-14.67,-20.98
2008-03-27,127.4983,1.7625,0.503,0.496,0.653,1.8418,1283.7115,77.9,-99.4,193765.7,6444089.32,3.924,4.143,4.471,3.528,105.1,107.58,53.9,55.7,47.96,1.791,1.937,2.062,1.186,-14.85,-21.26
2008-03-28,127.1932,1.9575,0.473,0.458,0.633,1.7951,1300.814,77.3,-98.5,193765.98,6452679.84,3.938,4.148,4.461,3.4414,104.12,105.62,53.9,55.7,46.18,1.791,1.91,2.022,1.098,-14.69,-21.08
2008-03-29,127.1932,1.9575,0.473,0.458,0.633,1.7951,1300.814,77.3,-98.5,193765.98,6452679.84,3.938,4.148,4.461,3.4414,104.12,105.62,53.9,55.7,46.18,1.791,1.91,2.022,1.098,-14.69,-21.08
2008-03-30,127.1932,1.9575,0.473,0.458,0.633,1.7951,1300.814,77.3,-98.5,193765.98,6452679.84,3.938,4.148,4.461,3.4414,104.12,105.62,53.9,55.7,46.18,1.791,1.91,2.022,1.098,-14.69,-21.08
2008-03-31,127.5172,1.8938,0.468,0.456,0.634,1.8271,1302.483,69.6,-89.9,195165.98,6452679.84,3.899,4.11,4.421,3.4096,100.22,101.58,53.9,55.7,46.26,1.791,1.838,1.952,1.087,-14.38,-20.59
2008-04-01,125.9133,1.6525,0.476,0.453,0.594,1.7682,1274.6669,68.6,-85,195165.98,6452679.84,3.974,4.165,4.439,3.5583,100.29,100.98,53.9,55.7,42.42,1.791,1.922,2.014,1.206,-14.22,-20.47
2008-04-02,126.2617,1.8125,0.436,0.41,0.521,1.7018,1290.7553,67.8,-82.8,200065.98,6452679.84,3.993,4.178,4.444,3.5963,103.84,104.83,53.9,55.7,40.6,1.791,1.939,2.031,1.214,-14.59,-21.07
2008-04-03,126.3516,1.9594,0.479,0.47,0.581,1.6906,1292.1461,66.8,-79.6,204465.98,6452679.84,3.982,4.177,4.464,3.5773,102.63,103.83,53.9,55.7,43.18,1.791,1.953,2.062,1.235,-14.41,-20.75
2008-04-04,126.7564,1.9175,0.46,0.443,0.568,1.6512,1263.493,58.7,-83.8,208865.98,6475889.45,3.946,4.137,4.426,3.4657,104.81,106.23,53.9,55.7,42.62,1.791,1.921,2.031,1.165,-14.65,-21.08
2008-04-05,126.7564,1.9175,0.46,0.443,0.568,1.6512,1263.493,58.7,-83.8,208865.98,6475889.45,3.946,4.137,4.426,3.4657,104.81,106.23,53.9,55.7,42.62,1.791,1.921,2.031,1.165,-14.65,-21.08
2008-04-06,126.7564,1.9175,0.46,0.443,0.568,1.6512,1263.493,58.7,-83.8,208865.98,6475889.45,3.946,4.137,4.426,3.4657,104.81,106.23,53.9,55.7,42.62,1.791,1.921,2.031,1.165,-14.65,-21.08
2008-04-07,126.6445,1.8538,0.445,0.482,0.562,1.6239,1257.6201,60.2,-79.9,209865.98,6475889.45,4.013,4.252,4.482,3.5356,106.94,109.09,53.9,55.7,41.84,1.791,1.965,2.106,1.205,-15,-21.64
2008-04-08,126.7421,1.6813,0.477,0.504,0.613,1.6851,1259.1224,59.9,-78,210765.98,6475889.45,4.021,4.254,4.511,3.5564,106.16,108.5,53.9,55.7,43.1,1.791,1.965,2.116,1.245,-14.9,-21.48
2008-04-09,127.9375,1.7013,0.499,0.535,0.629,1.7147,1269.9526,59.7,-75.2,210765.98,6475889.45,4.005,4.235,4.497,3.4807,108.25,110.87,53.9,55.7,43.6,1.791,1.951,2.084,1.18,-15.2,-21.77
2008-04-10,127.1075,1.8025,0.516,0.558,0.659,1.7002,1255.7483,59.4,-93.2,211365.98,6475889.45,3.982,4.225,4.487,3.5394,107.91,110.11,53.9,55.7,44.56,1.791,1.921,2.125,1.228,-15.16,-21.64
2008-04-11,127.5448,1.927,0.5,0.525,0.603,1.7277,1250.1627,59.1,-98.2,211365.98,6652222.73,3.91,4.144,4.404,3.4694,108.12,110.14,53.9,55.7,44.04,1.791,1.846,2.023,1.146,-15.14,-21.7
2008-04-12,127.5448,1.927,0.5,0.525,0.603,1.7277,1250.1627,59.1,-98.2,211365.98,6652222.73,3.91,4.144,4.404,3.4694,108.12,110.14,53.9,55.7,44.04,1.791,1.846,2.023,1.146,-15.14,-21.7
2008-04-13,127.5448,1.927,0.5,0.525,0.603,1.7277,1250.1627,59.1,-98.2,211365.98,6652222.73,3.91,4.144,4.404,3.4694,108.12,110.14,53.9,55.7,44.04,1.791,1.846,2.023,1.146,-15.14,-21.7
2008-04-14,127.6753,1.9148,0.487,0.51,0.618,1.7529,1251.3841,58.4,-96,213365.98,6652222.73,3.908,4.142,4.43,3.5109,109.49,111.76,53.9,55.7,45.08,1.791,1.845,2.029,1.179,-15.27,-21.91
2008-04-15,127.5149,1.81,0.472,0.497,0.618,1.7361,1248.5341,36,-86.3,213365.98,6652222.73,3.964,4.202,4.497,3.6003,111.45,113.79,53.9,55.7,45.84,1.791,1.884,2.076,1.233,-15.48,-22.23
2008-04-16,128.8966,1.92,0.47,0.49,0.604,1.7258,1282.8368,35.3,-83.8,214165.98,6652222.73,4.037,4.278,4.571,3.6886,112.55,114.93,53.9,55.7,45.8,1.791,1.95,2.147,1.308,-15.66,-22.52
2008-04-17,128.5022,1.75,0.391,0.425,0.557,1.6242,1276.051,34.6,-88.7,214165.98,6652222.73,4.076,4.314,4.593,3.7273,112.03,114.86,53.9,55.7,45.24,1.791,1.98,2.156,1.391,-15.63,-22.53
2008-04-18,127.2271,1.7293,0.301,0.325,0.454,1.5767,1383.0118,33.7,-88,213265.98,6661019.19,4.133,4.36,4.606,3.7061,113.54,116.69,53.9,55.7,43.2,1.791,1.989,2.156,1.364,-15.81,-22.91
2008-04-19,127.2271,1.7293,0.301,0.325,0.454,1.5767,1383.0118,33.7,-88,213265.98,6661019.19,4.133,4.36,4.606,3.7061,113.54,116.69,53.9,55.7,43.2,1.791,1.989,2.156,1.364,-15.81,-22.91
2008-04-20,127.2271,1.7293,0.301,0.325,0.454,1.5767,1383.0118,33.7,-88,213265.98,6661019.19,4.133,4.36,4.606,3.7061,113.54,116.69,53.9,55.7,43.2,1.791,1.989,2.156,1.364,-15.81,-22.91
2008-04-21,128.2614,1.74,0.319,0.365,0.493,1.5541,1392.4709,29.1,-85.5,210665.98,6661019.19,4.115,4.332,4.589,3.7255,113.55,117.48,53.9,55.7,42.78,1.791,1.935,2.114,1.389,-15.87,-23.12
2008-04-22,129.1265,1.7865,0.247,0.305,0.426,1.5021,1407.6627,26.9,-84.6,209465.98,6661019.19,4.148,4.357,4.63,3.6908,115.61,119.37,53.9,55.7,42.36,1.791,1.962,2.135,1.336,-16.01,-23.23
2008-04-23,128.3761,1.765,0.287,0.346,0.469,1.5422,1390.1507,19.2,-83.6,209465.98,6661019.19,4.146,4.354,4.629,3.7314,116.17,119.4,53.9,55.7,42.1,1.791,1.951,2.155,1.391,-16.06,-23.39
2008-04-24,126.5273,1.825,0.313,0.372,0.486,1.4425,1357.1874,-14.2,-86.1,208567.9,6661019.19,4.182,4.392,4.672,3.8249,114.27,117.21,53.9,55.7,44.26,1.791,1.973,2.197,1.502,-15.86,-23.12
2008-04-25,126.1242,1.8075,0.322,0.382,0.476,1.4555,1309.3096,-17.7,-85.5,208570.61,6668588.83,4.178,4.383,4.648,3.8703,116.28,119.7,53.9,55.7,42.58,1.791,1.956,2.171,1.54,-16.08,-23.57
2008-04-26,126.1242,1.8075,0.322,0.382,0.476,1.4555,1309.3096,-17.7,-85.5,208570.61,6668588.83,4.178,4.383,4.648,3.8703,116.28,119.7,53.9,55.7,42.58,1.791,1.956,2.171,1.54,-16.08,-23.57
2008-04-27,126.1242,1.8075,0.322,0.382,0.476,1.4555,1309.3096,-17.7,-85.5,208570.61,6668588.83,4.178,4.383,4.648,3.8703,116.28,119.7,53.9,55.7,42.58,1.791,1.956,2.171,1.54,-16.08,-23.57
2008-04-28,126.3432,1.87,0.361,0.428,0.515,1.4831,1310.8561,-20.7,-80.4,208570.61,6668588.83,4.201,4.409,4.66,3.8252,116.51,118.75,53.9,55.7,41.86,1.791,1.994,2.214,1.505,-16.14,-23.62
2008-04-29,125.8917,1.83,0.376,0.446,0.532,1.4692,1302.8427,-19.7,-77.2,207370.61,6668588.83,4.138,4.35,4.601,3.8194,113.14,115.63,53.9,55.7,42.42,1.791,1.969,2.183,1.507,-15.77,-23.08
2008-04-30,125.7958,1.93,0.366,0.424,0.521,1.4742,1298.7801,-18.8,-73.2,203870.61,6668588.83,4.123,4.328,4.577,3.7279,110.61,113.46,53.9,55.7,41.24,1.791,1.944,2.164,1.45,-15.58,-22.71
2008-05-01,124.8762,1.9575,0.361,0.423,0.515,1.396,1282.6127,-19.1,-69.8,203870.61,6668588.83,4.117,4.317,4.57,3.763,109.78,112.52,53.9,55.7,41.2,1.791,1.941,2.141,1.441,-15.42,-22.55
2008-05-02,124.6031,1.935,0.37,0.431,0.531,1.4059,1268.7285,-19.5,-58.2,203870.61,6692661.51,4.198,4.394,4.632,3.8551,114.19,116.32,53.9,55.7,39.74,1.791,2.004,2.227,1.496,-15.82,-23.2
2008-05-03,124.6031,1.935,0.37,0.431,0.531,1.4059,1268.7285,-19.5,-58.2,203870.61,6692661.51,4.198,4.394,4.632,3.8551,114.19,116.32,53.9,55.7,39.74,1.791,2.004,2.227,1.496,-15.82,-23.2
2008-05-04,124.6031,1.935,0.37,0.431,0.531,1.4059,1268.7285,-19.5,-58.2,203870.61,6692661.51,4.198,4.394,4.632,3.8551,114.19,116.32,53.9,55.7,39.74,1.791,2.004,2.227,1.496,-15.82,-23.2
2008-05-05,125.178,1.925,0.335,0.382,0.473,1.45,1278.107,-19.5,-58.2,203271,6692661.51,4.158,4.353,4.59,3.867,114.19,119.97,53.9,55.7,39.96,1.791,1.954,2.18,1.472,-16.2,-23.93
2008-05-06,125.5191,2.0215,0.366,0.423,0.526,1.5317,1283.8461,-21.5,-44.6,203271,6692661.51,4.133,4.331,4.576,3.9164,119.4,121.84,53.9,55.7,39.88,1.791,1.906,2.14,1.507,-16.38,-24.22
2008-05-07,124.365,2.0725,0.395,0.446,0.547,1.5439,1262.7053,-26.4,-44.1,202971,6692661.51,4.176,4.366,4.593,3.8475,121.85,123.53,53.9,55.7,38.32,1.791,1.942,2.149,1.46,-16.57,-24.48
2008-05-08,124.6415,1.835,0.32,0.417,0.53,1.5605,1267.3246,-27.1,-43.6,199071,6692661.51,4.064,4.261,4.518,3.7748,121.79,123.69,53.9,55.7,40.26,1.791,1.841,2.081,1.379,-16.58,-24.44
2008-05-09,125.0072,1.865,0.296,0.389,0.508,1.5301,1265.3028,-27.9,-32.3,198185.51,6769306.33,3.995,4.208,4.479,3.7692,124.56,125.96,53.9,55.7,44.78,1.791,1.796,2.024,1.352,-16.85,-24.85
2008-05-10,125.0072,1.865,0.296,0.389,0.508,1.5301,1265.3028,-27.9,-32.3,198185.51,6769306.33,3.995,4.208,4.479,3.7692,124.56,125.96,53.9,55.7,44.78,1.791,1.796,2.024,1.352,-16.85,-24.85
2008-05-11,125.0072,1.865,0.296,0.389,0.508,1.5301,1265.3028,-27.9,-32.3,198185.51,6769306.33,3.995,4.208,4.479,3.7692,124.56,125.96,53.9,55.7,44.78,1.791,1.796,2.024,1.352,-16.85,-24.85
2008-05-12,125.7045,2.0965,0.253,0.344,0.466,1.4927,1274.635,-31.2,-31.1,198185.51,6769306.33,4.011,4.229,4.503,3.7974,122.02,124.23,53.9,55.7,45.26,1.791,1.82,2.059,1.386,-16.62,-24.6
2008-05-13,125.3663,1.855,0.282,0.337,0.445,1.4436,1268.6457,-31.4,-25,198185.51,6769306.33,4.094,4.311,4.56,3.9131,122.78,125.8,53.9,55.7,43.88,1.791,1.89,2.112,1.468,-16.79,-24.87
2008-05-14,125.1015,1.93,0.258,0.315,0.42,1.3999,1273.153,-31.5,-26.4,198185.72,6769306.33,4.164,4.379,4.617,3.9112,121.18,124.22,53.9,55.7,43,1.791,1.949,2.188,1.439,-16.69,-24.73
2008-05-15,124.7961,1.98,0.232,0.262,0.396,1.3935,1267.7208,-16.4,-25.3,197285.72,6769306.33,4.21,4.406,4.647,3.8144,121.23,124.12,53.9,55.7,41.42,1.791,1.966,2.199,1.355,-16.65,-24.66
2008-05-16,125.9791,2.1345,0.2,0.233,0.379,1.406,1362.4333,-16.6,-25.1,192686.13,6789990.46,4.177,4.361,4.6,3.8446,123.57,126.29,53.9,55.7,39.54,1.791,1.937,2.154,1.362,-16.81,-24.93
2008-05-17,125.9791,2.1345,0.2,0.233,0.379,1.406,1362.4333,-16.6,-25.1,192686.13,6789990.46,4.177,4.361,4.6,3.8446,123.57,126.29,53.9,55.7,39.54,1.791,1.937,2.154,1.362,-16.81,-24.93
2008-05-18,125.9791,2.1345,0.2,0.233,0.379,1.406,1362.4333,-16.6,-25.1,192686.13,6789990.46,4.177,4.361,4.6,3.8446,123.57,126.29,53.9,55.7,39.54,1.791,1.937,2.154,1.362,-16.81,-24.93
2008-05-19,125.4963,2.1805,0.203,0.238,0.39,1.4402,1353.9321,-17.3,-22.7,192689.41,6789990.46,4.22,4.408,4.645,3.8294,123.12,127.05,53.9,55.7,39.92,1.791,2.007,2.239,1.322,-16.8,-25.03
2008-05-20,126.7849,1.885,0.195,0.23,0.389,1.4763,1376.698,-26.5,-20.5,192689.41,6789990.46,4.19,4.377,4.626,3.7746,125.66,129.07,53.9,55.7,40.42,1.791,1.962,2.198,1.27,-17.1,-25.49
2008-05-21,127.4427,2.1835,0.15,0.194,0.385,1.4084,1369.806,-4.8,-19.5,191589.41,6789990.46,4.264,4.447,4.694,3.8067,130.62,132.57,53.9,55.7,39.4,1.791,2.018,2.25,1.252,-17.52,-26.16
2008-05-22,127.0813,1.925,0.104,0.145,0.332,1.3874,1363.178,-5.9,-18.4,191589.41,6789990.46,4.298,4.471,4.719,3.9111,129.93,130.21,53.9,55.7,38.58,1.791,2.027,2.273,1.368,-17.33,-25.84
2008-05-23,127.746,1.9275,0.061,0.117,0.311,1.4174,1343.8882,-14.4,-17,191189.41,6799352.18,4.266,4.451,4.708,3.8425,130.15,131.59,53.9,55.7,40.28,1.791,2.013,2.255,1.32,-17.48,-26.02
2008-05-24,127.746,1.9275,0.061,0.117,0.311,1.4174,1343.8882,-14.4,-17,191189.41,6799352.18,4.266,4.451,4.708,3.8425,130.15,131.59,53.9,55.7,40.28,1.791,2.013,2.255,1.32,-17.48,-26.02
2008-05-25,127.746,1.9275,0.061,0.117,0.311,1.4174,1343.8882,-14.4,-17,191189.41,6799352.18,4.266,4.451,4.708,3.8425,130.15,131.59,53.9,55.7,40.28,1.791,2.013,2.255,1.32,-17.48,-26.02
2008-05-26,127.5614,1.945,0.074,0.134,0.316,1.4086,1344.4577,-14.4,-17,191189.41,6799352.18,4.284,4.468,4.724,3.8425,130.63,131.59,53.9,55.7,40.12,1.791,2.027,2.281,1.32,-17.48,-26.02
2008-05-27,127.2391,1.93,0.097,0.177,0.35,1.4176,1338.6202,-21,-13.9,191189.41,6799352.18,4.306,4.488,4.753,3.9188,127.25,128.85,53.9,55.7,39.92,1.791,2.015,2.263,1.418,-17.18,-25.55
2008-05-28,126.5285,2.165,0.125,0.205,0.38,1.4005,1319.9174,-21,-11.4,189593.94,6799352.18,4.347,4.528,4.798,4.0033,129.8,131.03,53.9,55.7,39.84,1.791,2.009,2.273,1.527,-17.37,-25.95
2008-05-29,125.4931,1.7775,0.091,0.192,0.368,1.3933,1301.5504,-26.7,-11,189093.94,6799352.18,4.43,4.616,4.885,4.075,126.1,126.62,53.9,55.7,40.02,1.791,2.033,2.299,1.581,-16.89,-25.3
2008-05-30,125.7689,1.79,0.089,0.19,0.355,1.4184,1307.3836,-27.1,-9.7,189093.94,6808865.42,4.405,4.592,4.857,4.0595,127.08,127.35,53.9,55.7,39.76,1.791,2.033,2.284,1.536,-16.98,-25.37
