rn,EURUSDCR Curncy,.EURUSDCC Index,.EURCSG Index,.EURCSF Index,.EURCSI Index,.USDCS Index,.ECBFEDTA Index,CESIEUR Index,CESIUSD Index,.EUREQFLO Index,WIRAWRLD Index,GTDEM10YR Corp,GTFRF10YR Corp,GTITL10YR Corp,USGG10YR Index,EUCRBRDT Index,USCRWTIC Index,MPMIEZCA Index,MPMIUSCA Index,.EURPERS Index,GTDEMII10YR Corp,GTFRFII10YR Corp,GTITLII10YR Corp,GTII10 Govt,CTOTEUR Index,CTOTUSD Index
2007-02-28,107.196,-1.4725,0.081,0.101,0.252,-0.0766,632.6817,26.6,25.5,167998.43,5037747.83,3.957,4.009,4.195,4.5657,60.66,61.79,53.9,55.7,13.46,1.791,1.926,2.149,2.189,-9.55,-14.35
2007-03-01,106.7524,-1.46,0.085,0.101,0.253,-0.059,632.6817,26.9,31.2,167998.43,5037747.83,3.947,3.997,4.184,4.5499,61.07,62,53.9,55.7,13.46,1.791,1.906,2.149,2.177,-9.55,-14.48
2007-03-02,106.8924,-1.46,0.105,0.117,0.266,-0.0282,632.6817,27.3,28.2,168548.95,5037747.83,3.938,3.986,4.173,4.497,61.65,61.64,53.9,55.7,13.46,1.791,1.898,2.149,2.137,-9.49,-14.45
2007-03-03,106.8924,-1.46,0.105,0.117,0.266,-0.0282,632.6817,27.3,28.2,168548.95,5037747.83,3.938,3.986,4.173,4.497,61.65,61.64,53.9,55.7,13.46,1.791,1.898,2.149,2.137,-9.49,-14.45
2007-03-04,106.8924,-1.46,0.105,0.117,0.266,-0.0282,632.6817,27.3,28.2,168548.95,5037747.83,3.938,3.986,4.173,4.497,61.65,61.64,53.9,55.7,13.46,1.791,1.898,2.149,2.137,-9.49,-14.45
2007-03-05,106.06,-1.45,0.073,0.096,0.243,-0.0215,620.9698,31.1,17,168860.73,5037747.83,3.915,3.965,4.145,4.495,60.11,60.07,53.9,55.7,13.3,1.791,1.886,2.149,2.154,-9.29,-14.06
2007-03-06,106.1918,-1.465,0.051,0.077,0.219,-0.0461,622.9218,31.4,15.5,169160.73,5037747.83,3.918,3.968,4.144,4.5282,60.55,60.69,53.9,55.7,13.12,1.791,1.894,2.149,2.18,-9.42,-14.26
2007-03-07,106.5101,-1.46,0.038,0.075,0.206,-0.037,640.0207,23.7,13.6,169160.73,5037747.83,3.92,3.97,4.145,4.4871,61.65,61.82,53.9,55.7,13.14,1.791,1.898,2.149,2.159,-9.57,-14.53
2007-03-08,106.3746,-1.45,0.023,0.061,0.199,-0.0446,638.1835,33.3,11.8,169160.73,5037747.83,3.929,3.98,4.157,4.5125,61.24,61.64,53.9,55.7,13.3,1.791,1.909,2.149,2.18,-9.59,-14.58
2007-03-09,106.2228,-1.455,0.021,0.057,0.199,-0.078,625.4398,31.9,14.4,169461.03,5037747.83,3.959,4.007,4.184,4.5871,59.9,60.05,53.9,55.7,13.04,1.791,1.941,2.149,2.238,-9.42,-14.3
2007-03-10,106.2228,-1.455,0.021,0.057,0.199,-0.078,625.4398,31.9,14.4,169461.03,5037747.83,3.959,4.007,4.184,4.5871,59.9,60.05,53.9,55.7,13.04,1.791,1.941,2.149,2.238,-9.42,-14.3
2007-03-11,106.2228,-1.455,0.021,0.057,0.199,-0.078,625.4398,31.9,14.4,169461.03,5037747.83,3.959,4.007,4.184,4.5871,59.9,60.05,53.9,55.7,13.04,1.791,1.941,2.149,2.238,-9.42,-14.3
2007-03-12,106.8003,-1.445,0.007,0.044,0.191,-0.0797,633.3046,26.4,4.3,169461.14,5037747.83,3.932,3.979,4.161,4.5516,60.12,58.91,53.9,55.7,13.26,1.791,1.926,2.149,2.222,-9.36,-14.19
2007-03-13,106.9889,-1.425,-0.016,0.03,0.184,-0.0144,636.0402,30.4,-3.9,169461.14,5037747.83,3.905,3.952,4.14,4.4907,60.86,57.93,53.9,55.7,13.82,1.791,1.899,2.149,2.141,-9.35,-14.2
2007-03-14,107.1127,-1.44,0.016,0.029,0.194,-0.0213,626.674,29.1,-4.2,169461.14,5037747.83,3.882,3.929,4.124,4.5338,61.06,58.16,53.9,55.7,14.18,1.791,1.893,2.149,2.169,-9.4,-14.3
2007-03-15,107.1474,-1.45,0.003,0.018,0.189,-0.0443,627.2439,27.6,-2,169461.14,5037747.83,3.907,3.956,4.155,4.5358,60.55,57.55,53.9,55.7,14.54,1.791,1.912,2.149,2.169,-9.37,-14.18
2007-03-16,107.7975,-1.44,-0.004,0.009,0.183,-0.0441,624.2969,25.7,4.8,169461.14,5047555.75,3.905,3.955,4.152,4.5435,60.14,57.11,53.9,55.7,14.58,1.791,1.917,2.149,2.155,-9.34,-14.11
2007-03-17,107.7975,-1.44,-0.004,0.009,0.183,-0.0441,624.2969,25.7,4.8,169461.14,5047555.75,3.905,3.955,4.152,4.5435,60.14,57.11,53.9,55.7,14.58,1.791,1.917,2.149,2.155,-9.34,-14.11
2007-03-18,107.7975,-1.44,-0.004,0.009,0.183,-0.0441,624.2969,25.7,4.8,169461.14,5047555.75,3.905,3.955,4.152,4.5435,60.14,57.11,53.9,55.7,14.58,1.791,1.917,2.149,2.155,-9.34,-14.11
2007-03-19,107.6295,-1.45,-0.015,0.001,0.177,-0.058,621.1329,18.5,4.3,169661.14,5047555.75,3.926,3.976,4.176,4.5632,60.7,56.59,53.9,55.7,14.28,1.791,1.938,2.149,2.171,-9.33,-14.15
2007-03-20,107.8261,-1.42,-0.019,-0.004,0.172,-0.0547,623.9579,18.3,6.4,169661.14,5047555.75,3.909,3.959,4.156,4.5494,60.09,56.73,53.9,55.7,14.52,1.791,1.929,2.149,2.157,-9.29,-14.04
2007-03-21,107.6988,-1.43,-0.007,0.011,0.185,0.0082,635.3689,18.1,5.3,169661.32,5047555.75,3.927,3.982,4.176,4.5356,60.21,58.31,53.9,55.7,14.22,1.791,1.936,2.149,2.123,-9.36,-14.13
2007-03-22,107.8792,-1.45,0.019,0.037,0.211,0.0049,637.9679,17.7,4.5,169161.32,5047555.75,3.949,4.005,4.2,4.5829,62.25,60.69,53.9,55.7,13.84,1.791,1.96,2.149,2.16,-9.62,-14.57
2007-03-23,107.5979,-1.41,0.041,0.063,0.229,0.0078,650.2642,18.3,3.5,169161.32,5052729.7,4.001,4.057,4.243,4.6105,63.33,61.53,53.9,55.7,12.54,1.791,1.996,2.149,2.183,-9.65,-14.73
2007-03-24,107.5979,-1.41,0.041,0.063,0.229,0.0078,650.2642,18.3,3.5,169161.32,5052729.7,4.001,4.057,4.243,4.6105,63.33,61.53,53.9,55.7,12.54,1.791,1.996,2.149,2.183,-9.65,-14.73
2007-03-25,107.5979,-1.41,0.041,0.063,0.229,0.0078,650.2642,18.3,3.5,169161.32,5052729.7,4.001,4.057,4.243,4.6105,63.33,61.53,53.9,55.7,12.54,1.791,1.996,2.149,2.183,-9.65,-14.73
2007-03-26,107.9483,-1.43,0.039,0.06,0.224,0.0238,655.9775,27.3,-6.8,168761.32,5052729.7,4.001,4.057,4.241,4.6006,64.7,62.91,53.9,55.7,12.42,1.791,1.984,2.149,2.149,-9.73,-15
2007-03-27,108.0559,-1.415,0.041,0.064,0.223,0.0372,657.5772,42.6,-11.7,168661.32,5052729.7,4.022,4.078,4.258,4.5966,65.08,62.93,53.9,55.7,11.82,1.791,2.017,2.149,2.147,-9.77,-15.05
2007-03-28,107.9367,-1.425,0.05,0.076,0.228,0.0527,649.0835,43.7,-14.1,169261.32,5052729.7,4.031,4.089,4.263,4.6204,65.52,64.08,53.9,55.7,11.36,1.791,2.016,2.149,2.161,-9.9,-15.23
2007-03-29,107.9552,-1.43,0.047,0.076,0.223,0.0596,649.4263,43.9,-8.8,169862.8,5052729.7,4.053,4.109,4.285,4.6423,67.96,66.03,53.9,55.7,10.84,1.791,2.039,2.149,2.179,-10.1,-15.61
2007-03-30,108.2245,-1.41,0.041,0.071,0.213,0.0698,678.1236,43.6,4.8,169862.8,5065375.46,4.057,4.113,4.289,4.6443,68.42,65.87,53.9,55.7,10.74,1.791,2.021,2.149,2.204,-10.12,-15.71
2007-03-31,108.2245,-1.41,0.041,0.071,0.213,0.0698,678.1236,43.6,4.8,169862.8,5065375.46,4.057,4.113,4.289,4.6443,68.42,65.87,53.9,55.7,10.74,1.791,2.021,2.149,2.204,-10.12,-15.71
2007-04-01,108.2245,-1.41,0.041,0.071,0.213,0.0698,678.1236,43.6,4.8,169862.8,5065375.46,4.057,4.113,4.289,4.6443,68.42,65.87,53.9,55.7,10.74,1.791,2.021,2.149,2.204,-10.12,-15.71
2007-04-02,108.2754,-1.395,0.031,0.06,0.199,0.0575,680.7976,42.3,-0.1,170062.8,5065375.46,4.072,4.128,4.298,4.6403,68.93,65.94,53.9,55.7,10.16,1.791,2.048,2.149,2.204,-10.14,-15.76
2007-04-03,108.116,-1.385,0.052,0.082,0.21,0.0481,678.5887,41.7,-1.2,170062.8,5065375.46,4.097,4.153,4.315,4.6642,68.09,64.64,53.9,55.7,9.38,1.791,2.088,2.149,2.251,-10.03,-15.55
2007-04-04,108.2234,-1.37,0.047,0.078,0.203,0.0571,687.6783,61.9,-8.4,170062.96,5065375.46,4.071,4.126,4.285,4.6482,68.85,64.38,53.9,55.7,9.66,1.791,2.056,2.149,2.211,-10.06,-15.62
2007-04-05,108.6387,-1.375,0.056,0.088,0.209,0.0534,693.7239,71.5,-9,170063.23,5065375.46,4.095,4.149,4.306,4.6782,68.51,64.28,53.9,55.7,8.88,1.791,2.084,2.149,2.21,-10.06,-15.62
2007-04-06,108.2041,-1.37,0.058,0.087,0.211,0.0144,700.288,70.9,-0.8,170063.23,5081944.16,4.097,4.152,4.311,4.7485,68.51,64.28,53.9,55.7,8.84,1.791,2.087,2.149,2.258,-10.06,-15.62
2007-04-07,108.2041,-1.37,0.058,0.087,0.211,0.0144,700.288,70.9,-0.8,170063.23,5081944.16,4.097,4.152,4.311,4.7485,68.51,64.28,53.9,55.7,8.84,1.791,2.087,2.149,2.258,-10.06,-15.62
2007-04-08,108.2041,-1.37,0.058,0.087,0.211,0.0144,700.288,70.9,-0.8,170063.23,5081944.16,4.097,4.152,4.311,4.7485,68.51,64.28,53.9,55.7,8.84,1.791,2.087,2.149,2.258,-10.06,-15.62
2007-04-09,107.9718,-1.37,0.055,0.085,0.21,0.0081,696.0709,68.1,-4.5,170063.23,5081944.16,4.096,4.152,4.309,4.7425,68.51,61.51,53.9,55.7,8.86,1.791,2.086,2.149,2.278,-9.85,-15.21
2007-04-10,108.7025,-1.4,0.051,0.087,0.197,0.026,706.7308,67.6,-5.4,171563.23,5081944.16,4.128,4.181,4.331,4.7184,67.48,61.89,53.9,55.7,7.98,1.791,2.116,2.149,2.257,-10.02,-15.45
2007-04-11,108.6481,-1.37,0.051,0.086,0.207,0.0126,702.742,67.1,-6.9,172663.23,5081944.16,4.143,4.195,4.353,4.7304,67.82,62.01,53.9,55.7,7.82,1.791,2.133,2.166,2.265,-10.07,-15.57
2007-04-12,109.0067,-1.35,0.069,0.103,0.227,0.008,708.0134,66.5,-6.9,173865.1,5081944.16,4.182,4.233,4.394,4.7345,68.54,63.85,53.9,55.7,7.08,1.791,2.168,2.205,2.267,-10.26,-15.93
2007-04-13,109.3327,-1.375,0.09,0.123,0.258,-3e-04,701.0138,65.7,-1.6,173865.1,5233178,4.231,4.284,4.453,4.7608,68.06,63.63,53.9,55.7,6.72,1.791,2.221,2.258,2.305,-10.28,-15.89
2007-04-14,109.3327,-1.375,0.09,0.123,0.258,-3e-04,701.0138,65.7,-1.6,173865.1,5233178,4.231,4.284,4.453,4.7608,68.06,63.63,53.9,55.7,6.72,1.791,2.221,2.258,2.305,-10.28,-15.89
2007-04-15,109.3327,-1.375,0.09,0.123,0.258,-3e-04,701.0138,65.7,-1.6,173865.1,5233178,4.231,4.284,4.453,4.7608,68.06,63.63,53.9,55.7,6.72,1.791,2.221,2.258,2.305,-10.28,-15.89
2007-04-16,109.602,-1.37,0.076,0.107,0.252,-0.0013,703.4531,62.8,-10.9,174366.12,5233178,4.207,4.258,4.435,4.7346,66.61,63.61,53.9,55.7,7.46,1.791,2.188,2.236,2.292,-10.15,-15.64
2007-04-17,109.7015,-1.345,0.064,0.093,0.238,0.0121,704.9632,75.6,-16.5,175666.12,5233178,4.182,4.234,4.407,4.6803,65.41,63.1,53.9,55.7,7.84,1.791,2.153,2.197,2.285,-10.04,-15.4
2007-04-18,109.8255,-1.345,0.042,0.069,0.217,0.0158,711.0397,75.7,-16.9,176466.12,5233178,4.154,4.206,4.38,4.6502,65.56,63.13,53.9,55.7,8.38,1.791,2.138,2.184,2.256,-10.04,-15.41
2007-04-19,110.0464,-1.325,0.064,0.091,0.237,0.0297,714.2921,75.7,-17.7,178366.12,5233178,4.197,4.25,4.424,4.6642,65.63,61.83,53.9,55.7,7.56,1.791,2.178,2.221,2.265,-9.93,-15.21
2007-04-20,110.0085,-1.33,0.068,0.093,0.235,0.0268,716.069,77.9,-17.5,178366.72,5243331.26,4.203,4.255,4.426,4.6703,66.33,63.38,53.9,55.7,7.24,1.791,2.182,2.221,2.263,-10,-15.38
2007-04-21,110.0085,-1.33,0.068,0.093,0.235,0.0268,716.069,77.9,-17.5,178366.72,5243331.26,4.203,4.255,4.426,4.6703,66.33,63.38,53.9,55.7,7.24,1.791,2.182,2.221,2.263,-10,-15.38
2007-04-22,110.0085,-1.33,0.068,0.093,0.235,0.0268,716.069,77.9,-17.5,178366.72,5243331.26,4.203,4.255,4.426,4.6703,66.33,63.38,53.9,55.7,7.24,1.791,2.182,2.221,2.263,-10,-15.38
2007-04-23,109.7925,-1.335,0.055,0.078,0.226,0.0223,714.439,79,-17,178366.72,5243331.26,4.18,4.231,4.406,4.6402,67.58,65.34,53.9,55.7,7.72,1.791,2.152,2.192,2.233,-10.21,-15.82
2007-04-24,110.1589,-1.305,0.043,0.065,0.223,0.0279,719.7945,81,-18.7,179566.72,5243331.26,4.163,4.211,4.396,4.6202,66.71,64.1,53.9,55.7,8.46,1.791,2.138,2.191,2.208,-10.07,-15.6
2007-04-25,110.2989,-1.31,0.055,0.08,0.225,0.0235,703.7992,90,-19.2,179766.72,5243331.26,4.188,4.236,4.413,4.6502,68.19,64.88,53.9,55.7,7.58,1.791,2.164,2.216,2.211,-10.21,-15.86
2007-04-26,109.9859,-1.335,0.053,0.081,0.225,0.031,699.375,102.3,-18.8,179766.72,5243331.26,4.22,4.269,4.447,4.6964,67.32,65.06,53.9,55.7,7.1,1.791,2.191,2.244,2.254,-10.08,-15.68
2007-04-27,110.1096,-1.32,0.05,0.076,0.219,0.0435,721.7823,114.6,-26.9,179466.72,5246497.38,4.22,4.266,4.447,4.6924,67.97,66.46,53.9,55.7,6.84,1.791,2.182,2.233,2.247,-10.26,-16.02
2007-04-28,110.1096,-1.32,0.05,0.076,0.219,0.0435,721.7823,114.6,-26.9,179466.72,5246497.38,4.22,4.266,4.447,4.6924,67.97,66.46,53.9,55.7,6.84,1.791,2.182,2.233,2.247,-10.26,-16.02
2007-04-29,110.1096,-1.32,0.05,0.076,0.219,0.0435,721.7823,114.6,-26.9,179466.72,5246497.38,4.22,4.266,4.447,4.6924,67.97,66.46,53.9,55.7,6.84,1.791,2.182,2.233,2.247,-10.26,-16.02
2007-04-30,110.5085,-1.29,0.026,0.044,0.195,0.0312,723.5467,129.9,-26.8,179466.72,5246497.38,4.154,4.198,4.38,4.6222,66.99,65.71,53.9,55.7,8.16,1.791,2.109,2.161,2.188,-10.16,-15.93
2007-05-01,109.9532,-1.305,0.021,0.037,0.188,0.012,715.5479,129.7,-13.8,179666.72,5246497.38,4.149,4.192,4.373,4.6362,66.23,64.4,53.9,55.7,8.36,1.791,2.109,2.148,2.197,-10.04,-15.65
2007-05-02,109.9881,-1.315,0.03,0.058,0.199,0.0013,704.237,129.6,-12.5,181367.28,5246497.38,4.21,4.256,4.431,4.6422,65.62,63.68,53.9,55.7,6.86,1.791,2.173,2.218,2.208,-9.97,-15.52
2007-05-03,109.6915,-1.315,0.043,0.068,0.204,-0.0187,700.0023,129.5,-5.9,181367.28,5246497.38,4.23,4.273,4.445,4.6723,65.02,63.19,53.9,55.7,6.32,1.791,2.193,2.237,2.24,-10,-15.48
2007-05-04,109.8883,-1.2825,0.031,0.051,0.192,-0.0283,687.704,129.6,-7.1,181367.28,5315758.46,4.195,4.237,4.412,4.6382,64.01,61.93,53.9,55.7,7.02,1.791,2.159,2.204,2.24,-9.91,-15.26
2007-05-05,109.8883,-1.2825,0.031,0.051,0.192,-0.0283,687.704,129.6,-7.1,181367.28,5315758.46,4.195,4.237,4.412,4.6382,64.01,61.93,53.9,55.7,7.02,1.791,2.159,2.204,2.24,-9.91,-15.26
2007-05-06,109.8883,-1.2825,0.031,0.051,0.192,-0.0283,687.704,129.6,-7.1,181367.28,5315758.46,4.195,4.237,4.412,4.6382,64.01,61.93,53.9,55.7,7.02,1.791,2.159,2.204,2.24,-9.91,-15.26
2007-05-07,110.0689,-1.28,0.026,0.047,0.185,-0.0405,690.7339,149.4,-5.9,181867.28,5315758.46,4.212,4.252,4.425,4.6262,63.04,61.47,53.9,55.7,6.46,1.791,2.173,2.223,2.252,-9.87,-15.17
2007-05-08,109.4409,-1.275,0.027,0.047,0.186,-0.0326,681.7606,148,-5.1,182367.75,5315758.46,4.195,4.236,4.408,4.6342,64.36,62.26,53.9,55.7,6.8,1.791,2.165,2.207,2.245,-9.95,-15.41
2007-05-09,109.5164,-1.245,0.033,0.053,0.189,-0.064,699.115,147.3,-4.2,182767.75,5315758.46,4.208,4.25,4.419,4.6618,64.02,61.55,53.9,55.7,6.5,1.791,2.182,2.226,2.283,-9.9,-15.34
2007-05-10,109.0017,-1.295,0.04,0.062,0.196,-0.0376,691.7733,146.5,-19.9,182767.75,5315758.46,4.214,4.255,4.426,4.6379,64.98,61.81,53.9,55.7,6.36,1.791,2.193,2.231,2.252,-9.95,-15.55
2007-05-11,109.1984,-1.285,0.046,0.068,0.202,-0.0296,694.7004,145.8,-28.3,185467.75,5329907.9,4.217,4.261,4.426,4.6717,65.92,62.37,53.9,55.7,6.14,1.791,2.21,2.257,2.292,-10.11,-15.73
2007-05-12,109.1984,-1.285,0.046,0.068,0.202,-0.0296,694.7004,145.8,-28.3,185467.75,5329907.9,4.217,4.261,4.426,4.6717,65.92,62.37,53.9,55.7,6.14,1.791,2.21,2.257,2.292,-10.11,-15.73
2007-05-13,109.1984,-1.285,0.046,0.068,0.202,-0.0296,694.7004,145.8,-28.3,185467.75,5329907.9,4.217,4.261,4.426,4.6717,65.92,62.37,53.9,55.7,6.14,1.791,2.21,2.257,2.292,-10.11,-15.73
2007-05-14,109.4598,-1.275,0.056,0.085,0.212,-0.0333,697.0289,143.3,-21.7,185767.75,5329907.9,4.269,4.313,4.482,4.6936,66.07,62.46,53.9,55.7,5.26,1.791,2.265,2.309,2.315,-10.09,-15.67
2007-05-15,109.9151,-1.275,0.053,0.083,0.205,-0.0255,703.665,144.8,-19.8,185767.75,5329907.9,4.299,4.345,4.512,4.7016,67.4,63.17,53.9,55.7,4.76,1.791,2.29,2.33,2.36,-10.18,-15.77
2007-05-16,109.1985,-1.265,0.032,0.059,0.179,-0.0178,709.2147,143.8,-14.1,186170.7,5329907.9,4.303,4.348,4.512,4.7096,67.21,62.55,53.9,55.7,4.48,1.791,2.287,2.335,2.371,-10.12,-15.66
2007-05-17,109.0558,-1.265,0.033,0.058,0.176,-0.0269,707.2355,142.8,-13.8,186370.7,5329907.9,4.312,4.356,4.522,4.7517,70.04,64.86,53.9,55.7,4.24,1.791,2.294,2.335,2.404,-10.32,-16.15
2007-05-18,109.1798,-1.265,0.036,0.057,0.179,-0.0137,715.0467,141.7,-13.3,186371.3,5361615.07,4.311,4.355,4.52,4.8001,69.22,64.94,53.9,55.7,4.24,1.791,2.289,2.328,2.452,-10.31,-16.1
2007-05-19,109.1798,-1.265,0.036,0.057,0.179,-0.0137,715.0467,141.7,-13.3,186371.3,5361615.07,4.311,4.355,4.52,4.8001,69.22,64.94,53.9,55.7,4.24,1.791,2.289,2.328,2.452,-10.31,-16.1
2007-05-20,109.1798,-1.265,0.036,0.057,0.179,-0.0137,715.0467,141.7,-13.3,186371.3,5361615.07,4.311,4.355,4.52,4.8001,69.22,64.94,53.9,55.7,4.24,1.791,2.289,2.328,2.452,-10.31,-16.1
2007-05-21,108.7785,-1.265,0.04,0.064,0.179,-0.015,709.7862,137.4,-13.9,187172.57,5361615.07,4.322,4.366,4.53,4.782,70.33,66.27,53.9,55.7,4.06,1.791,2.3,2.337,2.426,-10.43,-16.2
2007-05-22,108.6844,-1.255,0.037,0.061,0.177,-0.0072,708.5003,137.2,-13.8,187272.57,5361615.07,4.338,4.383,4.545,4.8245,69.62,64.97,53.9,55.7,3.68,1.791,2.306,2.354,2.477,-10.26,-15.93
2007-05-23,108.8246,-1.255,0.048,0.061,0.181,0.0148,696.0805,136.5,-13.6,187422.57,5361615.07,4.381,4.413,4.58,4.8468,71.04,65.06,53.9,55.7,1.86,1.791,2.327,2.378,2.488,-10.28,-15.98
2007-05-24,108.5204,-1.255,0.059,0.072,0.189,0.0063,691.7552,115.9,-8.8,188572.67,5361615.07,4.369,4.399,4.567,4.8387,71.39,63.58,53.9,55.7,2.12,1.791,2.314,2.375,2.468,-10.13,-15.75
2007-05-25,108.6525,-1.245,0.044,0.059,0.175,0.0059,717.084,115.9,-8.6,188872.67,5368480.8,4.387,4.422,4.585,4.8572,71.21,64.75,53.9,55.7,1.7,1.791,2.326,2.377,2.487,-10.22,-15.9
2007-05-26,108.6525,-1.245,0.044,0.059,0.175,0.0059,717.084,115.9,-8.6,188872.67,5368480.8,4.387,4.422,4.585,4.8572,71.21,64.75,53.9,55.7,1.7,1.791,2.326,2.377,2.487,-10.22,-15.9
2007-05-27,108.6525,-1.245,0.044,0.059,0.175,0.0059,717.084,115.9,-8.6,188872.67,5368480.8,4.387,4.422,4.585,4.8572,71.21,64.75,53.9,55.7,1.7,1.791,2.326,2.377,2.487,-10.22,-15.9
2007-05-28,108.6716,-1.245,0.045,0.062,0.172,0.0056,718.3898,115.9,-6.8,188872.67,5368480.8,4.392,4.43,4.593,4.8573,70.45,64.75,53.9,55.7,1.68,1.791,2.331,2.374,2.487,-10.22,-15.9
2007-05-29,108.8442,-1.225,0.039,0.055,0.166,-0.0137,721.0013,108.5,-2.5,189672.75,5368480.8,4.402,4.436,4.6,4.8818,68.25,63.15,53.9,55.7,1.38,1.791,2.339,2.385,2.526,-10,-15.45
2007-05-30,108.3705,-1.225,0.034,0.051,0.164,-0.0075,710.8374,101.9,-2.1,189672.75,5368480.8,4.399,4.433,4.599,4.8675,68.08,63.49,53.9,55.7,1.48,1.791,2.335,2.389,2.518,-10.04,-15.44
2007-05-31,108.5997,-1.215,0.028,0.05,0.156,-0.0202,714.2798,106,3.1,190273.05,5368480.8,4.422,4.457,4.618,4.8879,68.45,64.01,53.9,55.7,0.96,1.791,2.353,2.408,2.515,-10.09,-15.48
2007-06-01,108.5946,-1.215,0.027,0.055,0.16,-0.0149,702.9336,105.1,6.6,192823.05,5375527.3,4.461,4.495,4.654,4.9516,69.61,65.08,53.9,55.7,0.74,1.791,2.401,2.446,2.567,-10.21,-15.69
2007-06-02,108.5946,-1.215,0.027,0.055,0.16,-0.0149,702.9336,105.1,6.6,192823.05,5375527.3,4.461,4.495,4.654,4.9516,69.61,65.08,53.9,55.7,0.74,1.791,2.401,2.446,2.567,-10.21,-15.69
2007-06-03,108.5946,-1.215,0.027,0.055,0.16,-0.0149,702.9336,105.1,6.6,192823.05,5375527.3,4.461,4.495,4.654,4.9516,69.61,65.08,53.9,55.7,0.74,1.791,2.401,2.446,2.567,-10.21,-15.69
2007-06-04,108.9045,-1.225,0.024,0.057,0.16,-0.0311,707.2938,102.7,6.6,193423.78,5375527.3,4.456,4.491,4.648,4.9271,71.04,66.21,53.9,55.7,0.74,1.791,2.403,2.446,2.544,-10.41,-15.97
2007-06-05,109.2387,-1.215,0.046,0.084,0.183,-0.0093,712.2432,99.9,14.5,193423.78,5375527.3,4.496,4.53,4.684,4.9908,71.18,65.61,53.9,55.7,-0.42,1.791,2.441,2.483,2.597,-10.33,-15.8
2007-06-06,109.0155,-1.215,0.049,0.091,0.19,0.0143,713.4713,97.6,13.8,193723.78,5375527.3,4.461,4.496,4.652,4.9641,71.87,65.96,53.9,55.7,0.46,1.791,2.403,2.442,2.58,-10.35,-15.87
2007-06-07,108.4047,-1.215,0.077,0.135,0.231,0.1045,704.5151,96.4,13.8,193723.78,5375527.3,4.545,4.583,4.733,5.13,71.99,66.93,53.9,55.7,-1.24,1.791,2.467,2.511,2.687,-10.38,-15.92
2007-06-08,107.794,-1.205,0.102,0.156,0.257,0.1154,695.4704,74.3,35.1,193723.78,5409890.96,4.572,4.607,4.763,5.0991,69.49,64.76,53.9,55.7,-1.58,1.791,2.478,2.514,2.697,-10.11,-15.43
2007-06-09,107.794,-1.205,0.102,0.156,0.257,0.1154,695.4704,74.3,35.1,193723.78,5409890.96,4.572,4.607,4.763,5.0991,69.49,64.76,53.9,55.7,-1.58,1.791,2.478,2.514,2.697,-10.11,-15.43
2007-06-10,107.794,-1.205,0.102,0.156,0.257,0.1154,695.4704,74.3,35.1,193723.78,5409890.96,4.572,4.607,4.763,5.0991,69.49,64.76,53.9,55.7,-1.58,1.791,2.478,2.514,2.697,-10.11,-15.43
2007-06-11,107.8536,-1.205,0.098,0.149,0.256,0.1424,693.8236,69.9,34.9,193423.78,5409890.96,4.565,4.601,4.759,5.1514,70.59,65.97,53.9,55.7,-1.28,1.791,2.475,2.513,2.715,-10.3,-15.54
2007-06-12,107.5499,-1.205,0.108,0.166,0.263,0.199,689.4711,68.7,33.7,194023.78,5409890.96,4.611,4.645,4.801,5.2928,68.77,65.35,53.9,55.7,-2.3,1.791,2.528,2.563,2.82,-10.24,-15.42
2007-06-13,107.3188,-1.205,0.132,0.188,0.291,0.1208,694.1943,67.5,44,194423.78,5409890.96,4.644,4.679,4.85,5.1979,70.06,66.26,53.9,55.7,-2.38,1.791,2.545,2.599,2.744,-10.34,-15.55
2007-06-14,107.4592,-1.195,0.146,0.202,0.306,0.1354,696.3117,66.2,43.7,195423.78,5409890.96,4.644,4.681,4.852,5.2212,71.19,67.65,53.9,55.7,-2.1,1.791,2.518,2.607,2.767,-10.53,-15.83
2007-06-15,107.9871,-1.195,0.152,0.208,0.315,0.1445,710.6101,64.8,43.8,195423.78,5416981.41,4.657,4.694,4.868,5.1627,71.6,68,53.9,55.7,-2.16,1.791,2.541,2.64,2.739,-10.59,-15.91
2007-06-16,107.9871,-1.195,0.152,0.208,0.315,0.1445,710.6101,64.8,43.8,195423.78,5416981.41,4.657,4.694,4.868,5.1627,71.6,68,53.9,55.7,-2.16,1.791,2.541,2.64,2.739,-10.59,-15.91
2007-06-17,107.9871,-1.195,0.152,0.208,0.315,0.1445,710.6101,64.8,43.8,195423.78,5416981.41,4.657,4.694,4.868,5.1627,71.6,68,53.9,55.7,-2.16,1.791,2.541,2.64,2.739,-10.59,-15.91
2007-06-18,108.2324,-1.195,0.17,0.223,0.331,0.1407,712.9706,59.7,42.9,195426.41,5416981.41,4.663,4.701,4.874,5.1335,72.5,69.09,53.9,55.7,-2.18,1.791,2.537,2.647,2.716,-10.66,-16.03
2007-06-19,108.3566,-1.195,0.167,0.216,0.328,0.1483,714.8591,40.4,42.8,195426.41,5416981.41,4.62,4.655,4.83,5.0814,72.31,69.1,53.9,55.7,-1.54,1.791,2.505,2.609,2.676,-10.59,-16.03
2007-06-20,108.3678,-1.185,0.157,0.205,0.302,0.1644,713.8671,38.1,42.7,195426.41,5416981.41,4.64,4.682,4.851,5.1316,71.55,68.19,53.9,55.7,-1.72,1.791,2.539,2.629,2.728,-10.48,-15.8
