,AUDCAD,AUDCHF,AUDJPY,AUDNOK,AUDNZD,AUDSEK,AUDUSD,CADCHF,CADJPY,CADNOK,CADSEK,CHFJPY,CHFNOK,CHFSEK,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNOK,EURNZD,EURSEK,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNOK,GBPNZD,GBPSEK,GBPUSD,NOKJPY,NOKSEK,NZDCAD,NZDCHF,NZDJPY,NZDNOK,NZDSEK,NZDUSD,SEKJPY,USDCAD,USDCHF,USDJPY,USDNOK,USDSEK,
1992-06-17,-0.001423253,0.0034983,0.000270876,0.002843124,-0.001359316,0.003207784,-0.001283853,0.004918632,0.00169438,0.004263101,0.004627013,-0.003237059,-0.00065466,-0.000287978,-0.004934068,-0.006360017,-0.001426422,-0.005572499,-0.004666112,-0.002080613,-0.006294714,-0.001713233,-0.006224118,0.000645555,-0.000779357,0.004147589,0.000917177,0.003491374,-0.000715502,0.003856125,-0.000639321,-0.002581941,0.000366478,-6.35856E-05,0.004856415,0.001631206,0.004200738,0.004564763,7.68227E-05,-0.002950622,-0.000140225,0.004774948,0.001552852,0.004119942,0.004483687,
1992-06-18,0.00272303,-0.004002828,0.000868769,-0.002814818,0.000979859,-0.003701185,0.002865321,-0.00672122,-0.001854978,-0.005532454,-0.006417551,0.004882848,0.001187705,0.000298901,0.003672849,0.006399429,-0.000337807,0.000489158,0.004544695,0.000850066,0.004653372,-3.86353E-05,0.006544322,0.003183689,0.005910619,-0.000827178,0.004055415,0.000361035,0.004164396,-0.000527627,0.006055243,0.003694263,-0.000888647,0.001743055,-0.00498223,-0.000111724,-0.003793794,-0.004679856,0.001884731,0.004586664,-0.000140243,-0.006856721,-0.001994004,-0.005668684,-0.006553165,
1992-06-19,-0.001195083,-0.000364761,-0.003023778,-0.00187216,-0.008977301,-0.001152226,-0.003396079,0.000828839,-0.001827916,-0.00067875,4.0607E-05,-0.002661003,-0.001509037,-0.000788556,-0.001548231,-0.002744753,-0.001911867,-0.001624119,-0.004575792,-0.003420187,-0.010534051,-0.002698971,-0.004948862,7.76842E-05,-0.001118715,-0.000287493,-0.002949425,-0.001796712,-0.008909571,-0.001075987,-0.003322133,-0.001149348,0.000720177,0.007785093,0.00860561,0.005959556,0.007094447,0.007811138,0.00558953,-0.001871832,0.002197073,0.003022931,0.000371116,0.001515456,0.002233541,
1992-06-22,-0.006558289,-0.001767166,0.000371375,-0.003695657,-0.001093386,-0.004419435,-0.002711239,0.004785167,0.006930498,0.002854968,0.002129332,0.002141491,-0.00193021,-0.002654959,0.006991749,0.00042964,0.005218841,0.002680675,0.007366059,0.003286972,0.005897222,0.002560622,0.004282492,0.004309175,-0.002253848,0.002537993,0.004682397,0.000606797,0.003214708,-0.000118792,0.001598052,0.004075315,-0.000725516,-0.005464996,-0.000674474,0.001465322,-0.002603386,-0.003327524,-0.001617256,0.004803354,-0.003846152,0.000939732,0.003080241,-0.000988517,-0.001712709,
1992-06-23,0.003976569,0.001913365,0.003148439,0.002173786,0.004876815,0.002278943,0.002778924,-0.002060194,-0.000828952,-0.001798786,-0.001692622,0.001233837,0.000261114,0.000366874,-0.00136061,0.00261839,0.000554874,0.001159987,0.001789374,0.000815848,0.003519466,0.000921456,0.001419375,-0.002521627,0.001457518,-0.000605315,0.000628168,-0.000344019,0.002358851,-0.000238098,0.00025795,0.000972567,0.000105875,-0.000901087,-0.002960951,-0.001730398,-0.002699254,-0.002592826,-0.002100729,0.000866645,0.001198068,-0.000862236,0.000369753,-0.000601273,-0.000495493,
1992-06-24,-0.000200513,-0.011385428,-0.005948439,-0.010069094,-0.001560129,-0.010217864,-0.000227552,-0.011183936,-0.005747295,-0.009867785,-0.010016599,0.005448425,0.001314248,0.001163185,0.007969804,0.007769946,-0.003425905,-0.000197514,0.002020153,-0.002110749,0.006408498,-0.002261119,0.007745496,0.008167911,0.007968058,-0.003228566,0.002217947,-0.001913377,0.006606505,-0.002063785,0.007943663,0.004133804,-0.00015081,0.001359886,-0.009826416,-0.004387994,-0.008510408,-0.008659495,0.001333371,0.004285408,2.68781E-05,-0.011153332,-0.005718392,-0.009837647,-0.009986475,
1992-06-25,-0.003209246,-0.009319479,-0.009656847,-0.009861999,-0.001809642,-0.009657735,-0.001730293,-0.00611142,-0.006446565,-0.006654512,-0.006450819,-0.000331363,-0.000544407,-0.000341591,0.00901045,0.005800434,-0.000317202,-0.000863456,-0.000648864,-0.000861541,0.00719968,-0.000658644,0.007282514,0.009874822,0.006664716,0.000546346,0.000215222,1.83165E-06,0.008063936,0.0002046,0.008147099,0.000213345,0.000202802,-0.001399441,-0.007510815,-0.007846988,-0.008053684,-0.007849716,8.00672E-05,1.02082E-05,-0.001478979,-0.007587963,-0.007923899,-0.008130689,-0.007926838,
1992-06-26,-0.006499394,-0.0128281,-0.005085061,-0.008621517,-0.001995982,-0.00901377,-0.005019093,-0.006331037,0.001415031,-0.002125705,-0.002518907,0.007752367,0.004206232,0.003811966,0.007720311,0.001218978,-0.005115131,0.001848979,0.002634707,-0.000908027,0.005723394,-0.001301546,0.00270147,0.005870877,-0.000630928,-0.006964626,0.000784661,-0.002757028,0.003873901,-0.003150304,0.000851235,0.003543669,-0.00039369,-0.004503349,-0.010833048,-0.003088741,-0.00662664,-0.0070192,-0.003022561,0.003938202,-0.001481093,-0.007810185,-6.65255E-05,-0.003605643,-0.003998553,
1992-06-29,0.001680747,-0.009358701,-0.002999394,-0.009371222,-0.002748196,-0.009814757,0.000593539,-0.011039223,-0.004680076,-0.011051713,-0.011495231,0.006360166,-1.27053E-05,-0.000456342,0.014842699,0.016523735,0.005482469,0.006212917,0.011843383,0.005469534,0.012094188,0.00502572,0.015436863,0.008629093,0.010310027,-0.000730622,0.005629407,-0.000743248,0.005880602,-0.001186816,0.009222734,0.006372715,-0.000443557,0.004429024,-0.006610722,-0.00025108,-0.006623347,-0.00706696,0.003341936,0.006815997,0.00108685,-0.0099523,-0.0035928,-0.009964982,-0.010408674,
1992-06-30,0.003049388,0.005403224,0.007424304,0.00434142,0.001769078,0.004092455,0.000596407,0.002353787,0.004374931,0.001291962,0.001042981,0.002020764,-0.001061698,-0.001310581,-0.005692822,-0.002643481,-0.000289362,-0.002654081,0.001731352,-0.001351044,-0.003923725,-0.001599914,-0.005096621,-0.003038772,1.05641E-05,0.002364712,0.004385388,0.001303043,-0.001269673,0.001054183,-0.002442592,0.003082243,-0.000248841,0.001280306,0.003634161,0.005655216,0.002572365,0.002323407,-0.001172686,0.003330883,0.00245286,0.004806482,0.00682784,0.003744585,0.003495548,
1992-07-01,0.002273313,-0.0069587,-0.009191688,-0.005599651,0.000572023,-0.005812778,-0.000896526,-0.009232013,-0.011465001,-0.007872964,-0.008086091,-0.002232988,0.001359049,0.001145922,0.004712069,0.006985382,-0.002246631,4.11624E-05,-0.004479619,-0.000887581,0.005284092,-0.001100709,0.003815543,0.004670907,0.00694422,-0.002287793,-0.004520782,-0.000928744,0.00524293,-0.001141871,0.003774381,-0.003592038,-0.000213127,0.00170129,-0.007530723,-0.009763711,-0.006171673,-0.006384801,-0.001468549,-0.003378911,0.003169839,-0.006062174,-0.008295162,-0.004703124,-0.004916252,
1992-07-02,-0.003363047,-0.009968121,-0.006977075,-0.006486662,-0.008029208,-0.006903031,-0.004314253,-0.006609881,-0.003609512,-0.003133816,-0.003552878,0.003027501,0.003475458,0.003049854,0.007349168,0.003981973,-0.002652698,-0.000179578,0.000367474,0.000826961,-0.000698677,0.00040347,0.003040599,0.00753799,0.004167109,-0.00247556,0.000548775,0.001007729,-0.000518973,0.000583555,0.003225067,-0.000463363,-0.000423215,0.004672759,-0.001951601,0.001065294,0.001521054,0.001097747,0.003734113,-3.7879E-05,0.000942574,-0.005658741,-0.002660366,-0.002189302,-0.002608456,
1992-07-03,0.000346069,0.000630844,0.002992612,0.002840543,0.002255687,0.005199624,0.001409631,0.000285483,0.002645052,0.002494649,0.004852997,0.002364317,0.002214405,0.004578246,-0.003766514,-0.003421344,-0.003127634,0.002541097,-0.00077203,-0.00090848,-0.001504905,0.00145902,-0.002360801,-0.006321182,-0.005976839,-0.005677115,-0.003327166,-0.003452722,-0.004056806,-0.001080785,-0.00491901,0.000140681,0.002368791,-0.001911764,-0.001621824,0.000733672,0.00059131,0.00295304,-0.000851166,-0.00224243,-0.001059435,-0.000771854,0.001580912,0.001435516,0.003791455,
1992-07-06,-0.000367215,0.001210622,-0.00140247,-0.000920556,0.002437379,-0.002938952,0.000875289,0.001576657,-0.001034647,-0.000554224,-0.002572247,-0.002620195,-0.002133446,-0.004154268,0.0029205,0.002553538,0.004128494,0.001762332,0.001518754,0.001989444,0.005362034,-3.56015E-05,0.003802877,0.001154362,0.00078655,0.002366049,-0.000250425,0.000227168,0.003598285,-0.001798156,0.002034612,-0.000478514,-0.002024959,-0.002806643,-0.001223738,-0.003844103,-0.003352687,-0.0053696,-0.001567148,0.001557632,-0.001238938,0.000338244,-0.002273305,-0.001788125,-0.003802232,
1992-07-07,-0.004892437,-0.011230744,-0.002436092,-0.012565775,-0.003244371,-0.012722458,-0.002090153,-0.006345117,0.00245862,-0.007685853,-0.00784632,0.008834693,-0.001351218,-0.001516974,0.012773898,0.007876027,0.00150251,0.002890692,0.01034494,0.000148733,0.009521347,-1.82981E-05,0.010699501,0.009884356,0.004981046,-0.001393386,0.007450493,-0.002744942,0.006629227,-0.002909927,0.007803662,0.010203705,-0.00016708,-0.001646819,-0.007991924,0.000811901,-0.009331239,-0.009490487,0.001159901,0.010379642,-0.002800521,-0.00913268,-0.000346646,-0.010468139,-0.01062619,
1992-07-08,0.000685972,0.004625648,0.006671816,0.003208587,0.00468646,0.003427964,0.004765288,0.00393969,0.005983602,0.002523875,0.002743702,0.002038192,-0.001413589,-0.001190485,-0.004479371,-0.003793492,0.000160834,0.002180445,0.002200147,-0.00125346,0.000216143,-0.001030383,0.000287857,-0.006672187,-0.005986273,-0.002024429,1.1814E-05,-0.003437552,-0.001971767,-0.003212666,-0.001903473,0.003461102,0.000222287,-0.004003173,-5.49128E-05,0.001980454,-0.001466601,-0.001243709,7.12025E-05,0.003240382,-0.004067566,-0.000125561,0.001906162,-0.001534796,-0.001312179,
1992-07-09,-0.001935359,0.010730169,0.005426491,0.010948525,-0.00501023,0.011000092,-0.003145829,0.012658826,0.007360986,0.012874822,0.012925018,-0.005335189,0.000231519,0.000290753,-0.010411815,-0.012353618,0.000351451,-2.06303E-05,-0.004985128,0.000582586,-0.015429601,0.000641567,-0.013578112,-0.010400712,-0.012344321,0.000372516,-0.004968911,0.000603783,-0.015423217,0.000662785,-0.013569904,-0.005574035,5.9427E-05,0.003077449,0.015736646,0.010443511,0.015949039,0.015997087,0.001872515,-0.005637636,0.001205226,0.013847876,0.008558636,0.014062254,0.014111565,
1992-07-10,0.001708846,-0.002663415,0.000187732,-0.009398694,0.000671141,-0.009041184,0.002602227,-0.004368384,-0.00152175,-0.0110998,-0.01074121,0.002860701,-0.006747192,-0.006391073,0.012510943,0.014226035,0.009826914,0.001792921,0.012709987,0.003065586,0.01318152,0.003415144,0.015134403,0.01072291,0.01243903,0.008038793,0.010920578,0.001273548,0.011394313,0.00162462,0.013346291,0.009641513,0.000351893,0.001037574,-0.003334237,-0.000484155,-0.010069652,-0.009711636,0.001930353,0.009294585,-0.000889317,-0.005251504,-0.002409977,-0.01197446,-0.011615629,
1992-07-13,1.05333E-05,-0.016940002,-0.003397905,-0.012064488,-0.001724614,-0.010902677,-0.000254164,-0.016946517,-0.003407659,-0.012072125,-0.010910561,0.013588838,0.004864024,0.006016134,0.012544835,0.012558295,-0.004432864,0.007805622,0.009151728,0.00043698,0.010816378,0.001592256,0.012304879,0.004726089,0.004737779,-0.012257099,0.001324377,-0.007375546,0.002997101,-0.006214385,0.00447703,0.008719831,0.001156284,0.001735954,-0.015218921,-0.00167197,-0.010344561,-0.009183739,0.001472837,0.007564679,0.000264234,-0.016666652,-0.003140151,-0.011797047,-0.010636664,
1992-07-14,0.002494172,0.011989112,-0.000236615,0.006832416,-0.000774539,0.007042494,0.001708866,0.00949599,-0.002731423,0.004342757,0.004554293,-0.012259659,-0.005150816,-0.004933252,-0.010341549,-0.007846327,0.001674178,-0.002613547,-0.010585882,-0.003479637,-0.011115983,-0.003263035,-0.008641769,-0.00772845,-0.005230718,0.004293779,-0.007971073,-0.00086647,-0.008503775,-0.000651299,-0.006024445,-0.007101469,0.000214622,0.003269325,0.012764331,0.000538623,0.007606348,0.007815982,0.002484614,-0.007321225,0.000785954,0.010272674,-0.001942686,0.005123206,0.005334088,
1992-07-15,-0.003813685,-0.012904233,-0.002396345,-0.009416259,-0.000762429,-0.011011515,-0.003817071,-0.009093385,0.001419105,-0.005609754,-0.007206996,0.010538283,0.003478436,0.00187426,0.012683011,0.008866352,-0.000249714,0.003508699,0.010292118,0.003230106,0.011918298,0.001625436,0.008874173,0.009173514,0.005353702,-0.003764604,0.00677864,-0.000279,0.008408652,-0.00188272,0.005358459,0.007058113,-0.001603823,-0.003051379,-0.012143705,-0.001633492,-0.008656134,-0.010252,-0.003054087,0.008671936,8.78777E-08,-0.009085287,0.00141788,-0.005604603,-0.007200396,
1992-07-16,-0.003371583,-0.003414854,0.000884771,-0.003469175,-0.000193088,-0.002522644,-0.001052219,-4.67049E-05,0.004257364,-0.000104138,0.000840297,0.004308513,-5.75348E-05,0.000887784,0.002845782,-0.00052963,-0.000575915,-0.000989522,0.003733484,-0.000632988,0.00265217,0.000312987,0.001795041,0.003839264,0.00046203,0.000414762,0.004728067,0.000356789,0.00364545,0.001302735,0.002788819,0.004370205,0.000946111,-0.003178757,-0.00322223,0.001078104,-0.003276736,-0.002330231,-0.000859008,0.003423427,-0.00231798,-0.002362279,0.00193476,-0.002417518,-0.00147247,
1992-07-17,0.000172335,-0.019127702,-0.004828614,-0.005347857,-0.000854887,-0.00611492,0.001404931,-0.019297224,-0.005000346,-0.005519127,-0.006285991,0.014337622,0.013774793,0.012996681,0.006924823,0.007098293,-0.01223121,-0.001358387,0.002094614,0.001559077,0.006068312,0.00078732,0.008337605,0.008290583,0.008464343,-0.010877892,0.003458377,0.002919345,0.007433446,0.002146365,0.009705444,0.000532262,-0.000771289,0.001027508,-0.018275118,-0.003973505,-0.004494741,-0.005262344,0.002260871,0.001306411,-0.001230412,-0.02051144,-0.00622746,-0.006743039,-0.00750863,
1992-07-20,0.001992686,0.003397868,0.008423824,0.01515486,0.000164925,0.015864915,0.002242722,0.001406508,0.00643001,0.013164005,0.013874814,0.00502557,0.011767258,0.012479243,-0.018462611,-0.01646929,-0.015048817,-0.00074177,-0.01003821,-0.0032671,-0.018295598,-0.002548481,-0.01623021,-0.017727566,-0.015733368,-0.014312752,-0.009299291,-0.002526424,-0.017560581,-0.001807759,-0.015493804,-0.006767872,0.000717523,0.001827936,0.003233351,0.008259717,0.01499166,0.015701837,0.002077931,-0.007490338,-0.00024862,0.001157158,0.006177466,0.012907736,0.013618182,
1992-07-21,0.003560859,0.010628386,0.00144456,0.002713275,0.001369874,0.00259312,0.000509303,0.007069466,-0.002117311,-0.000842812,-0.000961574,-0.009200201,-0.007912991,-0.008029036,-2.07952E-05,0.003543276,0.010617247,0.004737089,0.001425028,0.002695082,0.001350329,0.002574862,0.0004889,-0.004765932,-0.001200766,0.0058792,-0.003321391,-0.002042955,-0.003393804,-0.002161359,-0.004258968,-0.001275013,-0.000119198,0.002190975,0.009260113,7.40253E-05,0.001345139,0.001225509,-0.000861634,-0.0011561,0.003049932,0.010113443,0.000934785,0.002203456,0.002083548,
1992-07-22,-1.81793E-05,0.002178623,0.015556912,0.002283212,0.001299461,0.002471418,0.002303911,0.002196658,0.015574201,0.002301225,0.002489415,0.013383602,0.000105967,0.000295096,-0.004170277,-0.004188721,-0.0019875,0.00135431,0.011397785,-0.001880322,-0.002869378,-0.001690393,-0.001866848,-0.005528168,-0.0055467,-0.003343845,0.010044851,-0.003235808,-0.004226688,-0.003045304,-0.003224705,0.013285025,0.000189268,-0.001317947,0.000879849,0.014258119,0.000985213,0.001173927,0.0010037,0.013100394,-0.002319712,-0.000122769,0.013246196,-1.6942E-05,0.000172045,
1992-07-23,-0.001002017,-0.001882747,-0.003271624,-0.002017282,-0.000214317,-0.002270032,0.000735058,-0.000881237,-0.002269228,-0.001016291,-0.001269371,-0.001388132,-0.000135525,-0.000389003,0.004130814,0.003128279,0.002244756,-0.001352767,0.000858058,0.002108063,0.003916036,0.001853785,0.00486834,0.005486607,0.004483829,0.003599339,0.002213238,0.003461941,0.005271663,0.003207152,0.006224983,-0.001253226,-0.000253617,-0.000787735,-0.001668642,-0.003057468,-0.00180329,-0.002056127,0.000949561,-0.000999647,-0.001735946,-0.0026159,-0.0040046,-0.002750039,-0.003002449,
1992-07-24,0.000723444,0.001151018,0.006359206,0.007824768,-0.00152375,0.006798879,-0.00233185,0.000427871,0.005635329,0.007101617,0.006075983,0.005209343,0.006677089,0.005651191,-0.005917392,-0.005193763,-0.004763089,-0.000569329,0.000444116,0.001917575,-0.007441698,0.000892847,-0.008253365,-0.005349082,-0.004625234,-0.004194639,0.00101432,0.002487661,-0.006873837,0.001462513,-0.007685482,-0.00147622,-0.0010243,0.002247517,0.002674446,0.007884034,0.009348015,0.008321615,-0.000807407,-0.000450754,0.003053034,0.003479269,0.008686964,0.010149073,0.00912289,
1992-07-27,-0.006023499,-0.013001217,-0.002993944,-0.01513068,0.000831222,-0.014530459,-0.003171178,-0.006979136,0.003030346,-0.009110074,-0.008510992,0.010014466,-0.00213299,-0.00153489,0.012026633,0.006001248,-0.000981773,-0.00089107,0.009033398,-0.003114678,0.012857743,-0.002516251,0.008856921,0.01291985,0.006893548,-9.06292E-05,0.009926204,-0.002223943,0.013751076,-0.0016255,0.009749723,0.012151193,0.000597994,-0.006855051,-0.013832788,-0.003825516,-0.015962091,-0.015361672,-0.004002833,0.011554358,-0.002852518,-0.009829576,0.000176874,-0.011959525,-0.011360168,
1992-07-28,-0.000974282,-0.005159212,-0.001743399,-0.006104271,0.000779274,-0.006447797,-7.78515E-05,-0.004185106,-0.00076899,-0.005130365,-0.00547404,0.003417882,-0.000946125,-0.001290373,0.005981408,0.005006873,0.00081973,0.000508139,0.00423811,-0.000126591,0.006760663,-0.000470949,0.005904429,0.005473592,0.004498923,0.000311452,0.003729983,-0.000634828,0.006252955,-0.000979114,0.005396448,0.004365028,-0.000344374,-0.001753662,-0.005938605,-0.00252289,-0.006883559,-0.007226993,-0.000857322,0.004710026,-0.000896383,-0.005080707,-0.001665295,-0.00602572,-0.006369274,
1992-07-29,-0.001062283,0.006199401,0.002557619,0.003790302,0.001072681,0.003987475,-0.000165136,0.007261495,0.003619957,0.00485227,0.005049347,-0.003643631,-0.002408502,-0.002210697,-0.007119389,-0.008181927,-0.000917798,-0.003052917,-0.004561933,-0.003326292,-0.00604629,-0.003128351,-0.007285525,-0.004066109,-0.005128712,0.002135649,-0.001508258,-0.000273373,-0.002992993,-7.56224E-05,-0.00423196,-0.001234708,0.000197704,-0.002135059,0.005126973,0.001484849,0.002717969,0.002915255,-0.001238025,-0.001432898,-0.000897144,0.006363578,0.002722403,0.003954653,0.004151708,
1992-07-30,-0.002060669,0.005758756,-0.000869198,0.00085233,-0.001356812,0.000913278,0.000951181,0.007819242,0.001191531,0.002912708,0.002973563,-0.006629086,-0.004906205,-0.00484492,0.002232562,0.000171708,0.00799191,0.002211088,0.001363268,0.003085013,0.000875623,0.003145963,0.003183817,2.10245E-05,-0.002039917,0.005780782,-0.000848431,0.000873934,-0.001335919,0.000935034,0.000972117,-0.001722469,6.11316E-05,-0.000703845,0.007115617,0.000487672,0.002209057,0.002269958,0.002308093,-0.001783914,-0.003011721,0.004807205,-0.001820286,-9.89706E-05,-3.80463E-05,
1992-07-31,0.000181404,-0.005658929,-0.002749446,-0.002687559,0.000954488,-0.00261039,-0.000611801,-0.005840345,-0.002930843,-0.002868988,-0.002791828,0.002909314,0.002971489,0.003048738,0.003133686,0.00331507,-0.002525074,0.000509914,0.000384127,0.000446495,0.004088211,0.000523797,0.002521716,0.00262363,0.002805007,-0.003035068,-0.00012597,-6.34264E-05,0.003578169,1.39244E-05,0.002011598,-6.25117E-05,7.7342E-05,-0.000773092,-0.0066134,-0.003703954,-0.003642003,-0.003564816,-0.001566317,-0.00014014,0.000793114,-0.005047331,-0.002137679,-0.00207608,-0.00199899,
1992-08-03,-0.000124652,0.004850023,6.20181E-05,-0.000218732,0.000897331,-7.5019E-05,0.000297663,0.004974675,0.00018667,-9.40804E-05,4.96328E-05,-0.004788005,-0.005068755,-0.004925042,-0.00063613,-0.000760782,0.004213893,-0.000598376,-0.000574112,-0.000854862,0.000261201,-0.000711149,-0.000338467,-3.77543E-05,-0.000162406,0.004812269,2.42638E-05,-0.000256487,0.000859577,-0.000112773,0.000259909,0.00028075,0.000143713,-0.001021983,0.003952692,-0.000835313,-0.001116063,-0.00097235,-0.000599667,0.000137037,-0.000422315,0.00455236,-0.000235645,-0.000516396,-0.000372682,
1992-08-04,-0.001227572,-0.003925649,-0.004446394,-0.004400197,-0.003355369,-0.005081865,-0.003290625,-0.002699744,-0.003217082,-0.003176564,-0.003859615,-0.000510748,-0.000482997,-0.001170642,0.004804257,0.003574435,0.000860987,0.002093388,0.000352167,0.000375799,0.001438695,-0.000313603,0.001512991,0.002706335,0.001474858,-0.001237848,-0.001752801,-0.001719584,-0.000662056,-0.002407179,-0.000591647,-2.5197E-05,-0.000689656,0.002130304,-0.000574607,-0.001086397,-0.001055817,-0.001741865,7.1243E-05,0.000669581,0.002055306,-0.00064419,-0.001155362,-0.0011242,-0.001808767,
1992-08-05,-0.00891885,-0.003392499,-0.004647099,-0.005044459,-0.00435255,-0.005177639,-0.006089004,0.005510454,0.004279263,0.003842252,0.003697837,-0.001247488,-0.001660883,-0.001798659,0.004550043,-0.004389807,0.00114227,0.002853191,-0.000103314,-0.000522326,0.000185327,-0.000661727,-0.001546785,0.001688832,-0.007260628,-0.001718128,-0.002972364,-0.003379169,-0.002679379,-0.003515144,-0.004418507,0.000421872,-0.000140243,-0.004565628,0.000955231,-0.000288396,-0.000705398,-0.000844157,-0.001728939,0.000563963,-0.002833681,0.002674192,0.001437184,0.001013542,0.000872963,
1992-08-06,0.002648684,0.005381468,0.004214225,0.004126823,0.0012728,0.004522947,0.000420474,0.002737951,0.001563232,0.001488796,0.001888054,-0.001184593,-0.001246963,-0.000843725,-0.00337222,-0.000716299,0.002031229,-0.001198246,0.000851581,0.000778841,-0.002094793,0.001179954,-0.002955264,-0.002171092,0.000485739,0.00323151,0.002054727,0.001976737,-0.000893598,0.002376666,-0.001752393,6.92594E-05,0.000402384,0.001375596,0.00411179,0.002940577,0.002859317,0.003257086,-0.000854811,-0.000335599,0.002225425,0.004955255,0.003788273,0.003703511,0.004099613,
1992-08-07,-0.003029909,-0.012445464,-0.002511545,-0.010354521,-0.001142969,-0.010982575,-0.00052928,-0.009419513,0.000520354,-0.007334732,-0.007965971,0.009985652,0.002071275,0.001428408,0.011490776,0.008455604,-0.001008056,0.001360717,0.008983329,0.001066897,0.010342152,0.000424614,0.010976971,0.010130801,0.007093916,-0.00237158,0.007620995,-0.000293252,0.008981939,-0.000934426,0.009614877,0.007919852,-0.000641828,-0.001886843,-0.011306947,-0.001367554,-0.009217676,-0.009847142,0.000615795,0.008574642,-0.002497543,-0.011900146,-0.001979607,-0.009813214,-0.01044089,
1992-08-10,0.003928365,0.001917759,0.003573428,0.000494864,0.001370037,0.000599474,0.000116451,-0.002003313,-0.000357266,-0.003418755,-0.0033101,0.001653751,-0.001421753,-0.001315156,-0.000625795,0.003311318,0.001297012,-4.31524E-05,0.002955319,-0.000128421,0.000747436,-2.3189E-05,-0.000509616,-0.000582673,0.003356078,0.001340823,0.002999983,-8.53591E-05,0.000791118,1.98215E-05,-0.000466324,0.003087699,0.000105059,0.002558113,0.000549585,0.002202285,-0.000871064,-0.000765032,-0.001255821,0.002985832,0.003807051,0.001799586,0.003452429,0.000379164,0.000483941,
1992-08-11,-0.01245371,-0.005096976,-0.010262749,-0.007086739,-0.010782689,-0.007392465,-0.01072694,0.007333923,0.002198449,0.00532525,0.005006667,-0.005160938,-0.002000622,-0.002312243,0.008179887,-0.004298247,0.003060278,0.00050916,-0.002097167,0.001053546,-0.002626861,0.00073851,-0.002559209,0.007671321,-0.004810206,0.002551185,-0.002608907,0.000544848,-0.00313816,0.00023031,-0.003071305,-0.003157533,-0.000314223,-0.001667026,0.005672493,0.000531221,0.003665644,0.00334864,7.11722E-05,-0.002844379,-0.001735617,0.005593718,0.000459389,0.003589773,0.003273374,
1992-08-12,-0.008844638,-0.016811413,-0.017315504,-0.018924821,1.66519E-06,-0.018838445,-0.013856706,-0.007978543,-0.008463267,-0.010105239,-0.010028269,-0.000468259,-0.002142449,-0.002073859,0.019441212,0.010583131,0.002569706,0.001476932,0.002106768,0.000421415,0.019440508,0.000487241,0.005579926,0.017964183,0.009104094,0.001091498,0.000625217,-0.001054874,0.017963662,-0.00098746,0.004098476,0.001684963,6.63095E-05,-0.008847394,-0.016815159,-0.017319313,-0.01892884,-0.018842461,-0.013860083,0.00162036,0.004992281,-0.002986153,-0.00345962,-0.005118435,-0.005046751,
1992-08-13,-0.000764346,-0.004800219,-0.003894437,-0.003894125,-0.003513467,-0.003764436,-0.000655075,-0.004035776,-0.003128792,-0.003130996,-0.003002093,0.000916757,0.000900147,0.001024853,0.006322839,0.005558911,0.001505356,0.002879762,0.002425895,0.002403973,0.0028017,0.002527148,0.00567384,0.0034375,0.002672608,-0.001377332,-0.000462488,-0.00047436,-8.39397E-05,-0.000348146,0.00278505,1.35735E-05,0.000125749,0.002750877,-0.001290805,-0.000377735,-0.000389742,-0.000263749,0.002863218,-0.000112549,-0.000109743,-0.004141823,-0.003235811,-0.003237708,-0.003108787,
1992-08-14,0.003086298,0.010850519,-0.005223902,0.00774896,-3.41085E-05,0.008429546,0.002297403,0.007766476,-0.008309453,0.004670185,0.005353627,-0.016114044,-0.003089642,-0.002397524,-0.010350414,-0.007261127,0.000532373,-0.001152996,-0.015592224,-0.002560299,-0.010383448,-0.001868224,-0.008060027,-0.009196911,-0.006106613,0.001686872,-0.014438939,-0.001408212,-0.009230086,-0.00071718,-0.00690469,-0.01303239,0.000689967,0.003120762,0.010885782,-0.005190334,0.00778383,0.008464456,0.00233181,-0.013739,0.000789927,0.008548929,-0.007512277,0.005454089,0.006136199,
1992-08-17,0.00560736,-0.006575467,-0.000846473,-0.000409446,0.002366591,-0.001104896,0.003660249,-0.012173405,-0.006454667,-0.006001915,-0.006692315,0.005744872,0.006163813,0.005461958,9.81099E-05,0.005714372,-0.00648798,-0.000969238,-0.000749609,-0.000312406,0.002468437,-0.001009184,0.003764285,0.001069067,0.006686285,-0.005518786,0.000221812,0.000656496,0.003439629,-4.11789E-05,0.004736555,-0.000436549,-0.000697494,0.003240315,-0.008940817,-0.003215071,-0.002771345,-0.003464808,0.001291426,0.00026403,0.001947827,-0.0102196,-0.004501663,-0.004054674,-0.00474626,
1992-08-18,-0.001092037,-0.006903774,0.001182531,-0.006560524,-0.001583609,-0.006198055,-0.002968883,-0.005811717,0.002274504,-0.005469794,-0.00510832,0.008103559,0.000335677,0.00069257,0.008434759,0.007342882,0.001513429,0.004230262,0.009623915,0.001847599,0.006848132,0.002203403,0.005468566,0.004198295,0.003105389,-0.002720211,0.005385138,-0.002381176,0.002611813,-0.002021756,0.00122817,0.007775726,0.000357539,0.000492079,-0.005321887,0.002767433,-0.00498042,-0.004619271,-0.001383926,0.007423366,0.00187339,-0.003936735,0.004147179,-0.003597185,-0.003237503,
